bidding_profile,contribution,demand
"83, [62, 66]",1.0,20
"15, [81, 85]",3.0,11
"5, [97, 99]",2.0,6
"16, [67, 70]",5.0,17
"25, [87, 88]",2.0,10
"7, [45, 47]",4.0,11
"3, [40, 42]",3.0,8
"20, [7, 12]",6.0,19
"1, [82, 82]",1.0,6
"4, [87, 92]",1.0,11
"5, [1, 3]",5.0,8
"4, [32, 35]",3.0,11
"24, [23, 28]",1.0,18
"69, [86, 90]",3.0,11
"18, [34, 35]",10.0,9
"5, [53, 56]",3.0,15
"37, [54, 58]",8.0,16
"9, [72, 74]",2.0,17
"55, [47, 48]",1.0,20
"9, [46, 49]",3.0,15
"4, [60, 62]",3.0,7
"18, [93, 94]",7.0,5
"30, [30, 34]",5.0,5
"6, [44, 44]",6.0,15
"4, [10, 13]",1.0,17
"6, [65, 71]",1.0,7
"16, [71, 77]",3.0,18
"4, [61, 64]",1.0,20
"56, [14, 16]",1.0,11
"4, [100, 100]",4.0,11
"5, [57, 59]",3.0,12
"7, [39, 44]",2.0,8
"38, [10, 13]",1.0,18
"8, [55, 56]",8.0,6
"11, [85, 85]",1.0,16
"3, [20, 21]",2.0,16
"3, [19, 21]",2.0,12
"7, [86, 88]",3.0,18
"2, [23, 24]",2.0,5
"75, [73, 75]",2.0,10
"4, [17, 23]",1.0,11
"20, [54, 57]",5.0,18
"6, [29, 31]",6.0,5
"11, [82, 87]",4.0,6
"9, [42, 43]",5.0,8
"82, [66, 71]",1.0,5
"1, [17, 19]",1.0,10
"26, [47, 49]",1.0,13
"1, [13, 13]",1.0,14
"5, [12, 17]",1.0,13
"5, [58, 62]",2.0,10
"8, [85, 88]",2.0,18
"40, [28, 30]",20.0,16
"1, [38, 39]",1.0,11
"77, [69, 73]",2.0,8
"6, [31, 33]",6.0,18
"23, [90, 93]",8.0,19
"6, [92, 94]",7.0,18
"7, [18, 22]",4.0,8
"3, [60, 63]",2.0,14
"19, [66, 71]",5.0,5
"3, [15, 17]",1.0,15
"19, [97, 100]",8.0,12
"11, [3, 5]",7.0,11
"3, [62, 67]",1.0,18
"4, [82, 83]",3.0,11
"88, [3, 5]",5.0,14
"13, [25, 26]",8.0,14
"30, [19, 22]",1.0,18
"5, [14, 19]",1.0,18
"15, [27, 30]",4.0,15
"1, [50, 50]",3.0,17
"4, [9, 14]",2.0,19
"3, [80, 80]",3.0,15
"19, [46, 51]",2.0,5
"8, [55, 58]",5.0,8
"4, [59, 63]",1.0,20
"1, [81, 81]",3.0,5
"1, [31, 32]",1.0,19
"10, [59, 63]",2.0,8
"24, [65, 71]",4.0,17
"9, [67, 69]",4.0,8
"35, [4, 8]",11.0,19
"2, [48, 52]",1.0,16
"10, [85, 89]",2.0,20
"7, [38, 42]",2.0,14
"4, [60, 61]",2.0,9
"21, [8, 13]",4.0,7
"6, [50, 53]",2.0,12
"3, [54, 56]",2.0,6
"20, [79, 84]",4.0,14
"7, [82, 84]",3.0,15
"17, [42, 44]",6.0,18
"95, [30, 32]",6.0,18
"6, [98, 100]",3.0,8
"7, [10, 16]",1.0,10
"62, [41, 46]",1.0,20
"7, [34, 38]",3.0,10
"14, [20, 26]",2.0,7
"7, [96, 100]",2.0,11
"47, [34, 39]",10.0,
"8, [84, 87]",2.0,
"3, [43, 44]",4.0,
"47, [4, 9]",9.0,
"6, [6, 11]",7.0,
"8, [21, 26]",2.0,
"3, [62, 65]",1.0,
"41, [2, 4]",12.0,
"21, [83, 85]",1.0,
"5, [91, 95]",1.0,
"19, [6, 8]",9.0,
"12, [1, 2]",7.0,
"11, [73, 78]",2.0,
"8, [90, 91]",9.0,
"4, [61, 65]",2.0,
"3, [69, 71]",1.0,
"3, [37, 37]",2.0,
"24, [30, 36]",6.0,
"4, [64, 68]",1.0,
"14, [3, 5]",12.0,
"3, [36, 40]",1.0,
"6, [46, 50]",2.0,
"12, [77, 83]",3.0,
"28, [27, 32]",13.0,
"5, [49, 52]",2.0,
"9, [94, 98]",2.0,
"11, [66, 69]",3.0,
"3, [12, 15]",1.0,
"25, [70, 72]",3.0,
"4, [11, 17]",1.0,
"7, [30, 32]",5.0,
"2, [41, 43]",1.0,
"1, [63, 65]",1.0,
"6, [99, 99]",6.0,
"2, [32, 32]",3.0,
"5, [66, 71]",2.0,
"9, [69, 72]",3.0,
"20, [1, 3]",8.0,
"18, [94, 97]",5.0,
"2, [56, 56]",4.0,
"25, [36, 42]",3.0,
"22, [90, 94]",7.0,
"12, [51, 54]",4.0,
"93, [44, 46]",2.0,
"19, [82, 87]",4.0,
"3, [70, 73]",1.0,
"4, [91, 92]",7.0,
"9, [19, 23]",2.0,
"2, [75, 78]",1.0,
"3, [75, 78]",1.0,
"3, [92, 93]",2.0,
"7, [68, 73]",3.0,
"4, [61, 66]",2.0,
"46, [77, 83]",12.0,
"3, [55, 58]",1.0,
"2, [60, 63]",1.0,
"2, [8, 9]",3.0,
"1, [11, 13]",1.0,
"4, [87, 91]",2.0,
"4, [60, 64]",2.0,
"6, [67, 73]",1.0,
"2, [16, 19]",1.0,
"4, [88, 89]",2.0,
"9, [20, 26]",2.0,
"19, [83, 87]",4.0,
"88, [98, 100]",8.0,
"68, [33, 38]",12.0,
"3, [92, 95]",2.0,
"7, [30, 36]",2.0,
"4, [70, 73]",2.0,
"5, [32, 36]",1.0,
"25, [43, 47]",6.0,
"4, [16, 19]",1.0,
"3, [64, 66]",1.0,
"12, [42, 43]",7.0,
"1, [51, 51]",1.0,
"6, [54, 55]",5.0,
"61, [74, 77]",1.0,
"5, [57, 59]",3.0,
"8, [76, 80]",2.0,
"12, [79, 83]",4.0,
"6, [65, 67]",6.0,
"7, [6, 9]",2.0,
"1, [16, 16]",1.0,
"3, [47, 50]",1.0,
"16, [34, 39]",8.0,
"3, [17, 21]",1.0,
"15, [93, 96]",4.0,
"4, [68, 70]",2.0,
"2, [36, 37]",1.0,
"39, [11, 15]",1.0,
"4, [64, 67]",1.0,
"16, [4, 9]",7.0,
"2, [22, 23]",2.0,
"10, [53, 57]",3.0,
"6, [54, 56]",5.0,
"15, [6, 9]",6.0,
"66, [93, 95]",4.0,
"3, [91, 91]",3.0,
"3, [8, 10]",1.0,
"7, [67, 70]",3.0,
"34, [52, 56]",20.0,
"62, [93, 95]",4.0,
"6, [26, 29]",2.0,
"1, [72, 78]",2.0,
"2, [67, 68]",2.0,
"2, [11, 15]",1.0,
"13, [80, 84]",3.0,
"5, [95, 97]",2.0,
"5, [46, 50]",1.0,
"34, [100, 100]",6.0,
"64, [77, 80]",2.0,
"20, [53, 55]",8.0,
"1, [38, 40]",1.0,
"4, [41, 47]",1.0,
"27, [54, 59]",8.0,
"5, [39, 44]",2.0,
"3, [46, 51]",1.0,
"2, [22, 23]",1.0,
"89, [19, 24]",2.0,
"7, [76, 81]",2.0,
"11, [54, 60]",3.0,
"2, [99, 99]",2.0,
"6, [93, 97]",3.0,
"1, [11, 13]",1.0,
"11, [66, 71]",3.0,
"4, [63, 66]",1.0,
"8, [19, 25]",2.0,
"37, [55, 55]",4.0,
"1, [71, 72]",1.0,
"32, [97, 100]",10.0,
"3, [10, 13]",1.0,
"4, [16, 22]",1.0,
"3, [59, 60]",2.0,
"67, [91, 95]",2.0,
"23, [85, 88]",4.0,
"5, [45, 49]",3.0,
"15, [53, 57]",3.0,
"7, [35, 37]",4.0,
"11, [90, 93]",7.0,
"59, [81, 85]",2.0,
"12, [58, 63]",2.0,
"6, [81, 83]",4.0,
"13, [77, 80]",5.0,
"37, [5, 9]",11.0,
"6, [53, 56]",3.0,
"5, [62, 66]",1.0,
"8, [44, 45]",4.0,
"5, [18, 23]",2.0,
"1, [47, 47]",1.0,
"85, [3, 9]",10.0,
"3, [65, 67]",2.0,
"2, [15, 16]",1.0,
"3, [82, 83]",2.0,
"1, [75, 75]",1.0,
"9, [43, 46]",3.0,
"10, [98, 100]",6.0,
"5, [47, 49]",2.0,
"99, [70, 73]",2.0,
"2, [51, 52]",1.0,
"1, [40, 40]",1.0,
"11, [1, 2]",10.0,
"1, [72, 72]",1.0,
"1, [62, 64]",1.0,
"14, [93, 97]",6.0,
"3, [41, 43]",1.0,
"16, [80, 83]",4.0,
"54, [9, 13]",1.0,
"2, [44, 49]",1.0,
"3, [64, 69]",1.0,
"7, [34, 37]",3.0,
"80, [79, 82]",1.0,
"3, [85, 88]",2.0,
"2, [45, 45]",4.0,
"94, [6, 10]",6.0,
"2, [41, 43]",1.0,
"9, [82, 84]",3.0,
"5, [84, 89]",2.0,
"2, [48, 50]",1.0,
"64, [69, 75]",1.0,
"71, [49, 52]",2.0,
"10, [88, 92]",2.0,
"5, [40, 41]",3.0,
"7, [79, 82]",4.0,
"31, [89, 92]",9.0,
"72, [31, 31]",3.0,
"10, [25, 25]",11.0,
"5, [71, 74]",2.0,
"3, [51, 52]",2.0,
"2, [65, 68]",1.0,
"7, [5, 8]",2.0,
"1, [83, 85]",1.0,
"3, [62, 65]",1.0,
"2, [16, 21]",1.0,
"2, [56, 57]",3.0,
"79, [94, 99]",1.0,
"18, [68, 73]",3.0,
"26, [52, 54]",19.0,
"6, [17, 22]",1.0,
"17, [26, 28]",10.0,
"87, [30, 49]",5.0,
"15, [44, 63]",1.0,
"39, [81, 100]",2.0,
"88, [55, 74]",8.0,
"77, [1, 20]",7.0,
"67, [1, 20]",14.0,
"19, [41, 60]",1.0,
"39, [73, 92]",2.0,
"54, [76, 95]",1.0,
