bidding_profile,contribution,demand
"14, [82, 82]",5.0,17
"185, [93, 96]",1.0,19
"284, [28, 29]",1.0,15
"12, [87, 90]",4.0,11
"1, [5, 5]",3.0,12
"2, [27, 28]",1.0,17
"4, [71, 75]",1.0,12
"294, [26, 31]",1.0,18
"189, [1, 4]",8.0,6
"2, [42, 45]",1.0,15
"2, [26, 28]",1.0,20
"3, [9, 12]",2.0,17
"240, [44, 48]",15.0,17
"11, [3, 6]",4.0,9
"1, [49, 51]",1.0,20
"3, [79, 82]",2.0,6
"2, [91, 91]",2.0,9
"2, [84, 87]",1.0,15
"2, [10, 11]",1.0,8
"3, [47, 52]",1.0,19
"14, [80, 83]",7.0,8
"2, [46, 49]",1.0,19
"283, [84, 86]",1.0,5
"2, [77, 79]",1.0,9
"6, [18, 24]",1.0,18
"8, [34, 37]",2.0,9
"4, [99, 100]",4.0,7
"67, [3, 8]",5.0,20
"5, [35, 36]",3.0,13
"11, [71, 74]",3.0,15
"31, [81, 87]",5.0,17
"314, [80, 84]",7.0,7
"1, [33, 35]",1.0,15
"5, [94, 99]",2.0,17
"8, [72, 77]",4.0,15
"9, [28, 32]",3.0,20
"4, [12, 12]",7.0,6
"45, [19, 23]",2.0,7
"2, [77, 80]",1.0,12
"6, [46, 51]",1.0,14
"5, [71, 71]",5.0,12
"4, [86, 90]",2.0,7
"34, [13, 18]",1.0,18
"159, [18, 21]",2.0,8
"10, [91, 94]",4.0,8
"16, [65, 67]",9.0,19
"10, [81, 83]",6.0,10
"1, [47, 48]",1.0,14
"2, [75, 80]",1.0,5
"4, [3, 5]",3.0,6
"204, [39, 40]",2.0,15
"246, [31, 31]",1.0,6
"13, [91, 94]",5.0,14
"23, [97, 99]",9.0,16
"11, [82, 86]",5.0,16
"6, [31, 35]",3.0,18
"6, [69, 72]",2.0,9
"6, [50, 55]",1.0,12
"7, [64, 67]",2.0,18
"2, [31, 32]",2.0,10
"1, [44, 45]",1.0,10
"1, [75, 76]",1.0,10
"270, [10, 11]",1.0,7
"4, [9, 11]",2.0,17
"6, [9, 12]",2.0,12
"4, [83, 87]",2.0,20
"29, [69, 73]",6.0,9
"5, [29, 35]",1.0,12
"1, [25, 25]",1.0,19
"211, [82, 87]",1.0,13
"7, [52, 58]",1.0,19
"2, [94, 94]",2.0,13
"17, [5, 10]",6.0,5
"15, [13, 15]",5.0,19
"17, [22, 26]",4.0,14
"3, [54, 57]",2.0,10
"210, [59, 60]",2.0,7
"2, [57, 57]",2.0,19
"1, [84, 84]",2.0,16
"7, [96, 98]",3.0,14
"295, [50, 56]",1.0,18
"38, [25, 28]",1.0,13
"7, [19, 22]",2.0,19
"65, [48, 53]",1.0,14
"7, [34, 40]",1.0,11
"7, [19, 22]",2.0,17
"2, [28, 28]",5.0,20
"2, [94, 96]",1.0,8
"5, [4, 8]",1.0,12
"2, [8, 9]",3.0,17
"5, [9, 10]",3.0,16
"163, [52, 53]",1.0,14
"1, [75, 75]",1.0,14
"6, [52, 56]",2.0,5
"4, [25, 28]",1.0,17
"4, [31, 35]",2.0,13
"9, [84, 89]",2.0,5
"1, [41, 41]",1.0,6
"1, [59, 59]",1.0,20
"18, [68, 71]",8.0,14
"3, [15, 17]",1.0,
"9, [30, 34]",2.0,
"38, [18, 23]",1.0,
"12, [79, 81]",9.0,
"4, [85, 86]",2.0,
"1, [34, 34]",1.0,
"24, [95, 98]",12.0,
"231, [36, 39]",3.0,
"2, [25, 30]",1.0,
"1, [33, 33]",1.0,
"239, [79, 84]",4.0,
"12, [6, 8]",4.0,
"12, [98, 100]",7.0,
"7, [18, 24]",2.0,
"5, [72, 72]",5.0,
"4, [9, 10]",2.0,
"265, [47, 51]",1.0,
"177, [17, 19]",1.0,
"2, [47, 49]",1.0,
"1, [26, 27]",1.0,
"80, [43, 47]",17.0,
"1, [30, 32]",1.0,
"66, [53, 54]",1.0,
"283, [93, 98]",1.0,
"3, [85, 88]",2.0,
"301, [21, 24]",1.0,
"36, [2, 6]",8.0,
"38, [23, 28]",7.0,
"6, [39, 41]",3.0,
"4, [3, 7]",2.0,
"2, [41, 43]",1.0,
"18, [97, 100]",9.0,
"18, [80, 85]",8.0,
"18, [4, 6]",6.0,
"3, [21, 23]",2.0,
"2, [11, 16]",1.0,
"94, [92, 97]",3.0,
"67, [78, 81]",5.0,
"12, [73, 76]",5.0,
"222, [3, 6]",1.0,
"3, [66, 69]",1.0,
"6, [56, 58]",2.0,
"2, [78, 80]",1.0,
"5, [91, 95]",1.0,
"258, [83, 88]",2.0,
"3, [50, 53]",1.0,
"23, [22, 28]",9.0,
"4, [86, 89]",1.0,
"3, [52, 54]",2.0,
"4, [36, 40]",1.0,
"21, [73, 78]",5.0,
"10, [54, 58]",2.0,
"10, [63, 67]",2.0,
"2, [85, 87]",2.0,
"30, [64, 66]",10.0,
"29, [96, 99]",7.0,
"5, [28, 30]",3.0,
"4, [4, 5]",3.0,
"2, [61, 64]",1.0,
"10, [53, 57]",2.0,
"6, [61, 65]",2.0,
"1, [19, 19]",1.0,
"43, [97, 100]",11.0,
"6, [20, 23]",2.0,
"64, [71, 72]",2.0,
"5, [58, 62]",1.0,
"10, [84, 89]",2.0,
"5, [76, 82]",1.0,
"4, [18, 24]",1.0,
"266, [33, 36]",1.0,
"30, [96, 100]",9.0,
"79, [33, 36]",2.0,
"11, [90, 93]",3.0,
"4, [33, 37]",1.0,
"12, [70, 71]",6.0,
"156, [19, 23]",1.0,
"85, [88, 90]",6.0,
"9, [6, 12]",2.0,
"3, [40, 46]",1.0,
"11, [7, 11]",3.0,
"2, [50, 53]",1.0,
"5, [62, 64]",2.0,
"33, [36, 42]",6.0,
"20, [68, 72]",4.0,
"3, [27, 32]",1.0,
"7, [63, 66]",2.0,
"4, [41, 45]",1.0,
"83, [59, 60]",2.0,
"166, [51, 51]",2.0,
"20, [80, 84]",6.0,
"1, [59, 60]",1.0,
"116, [31, 36]",2.0,
"178, [25, 30]",1.0,
"2, [41, 46]",1.0,
"266, [94, 99]",1.0,
"5, [8, 11]",2.0,
"33, [96, 98]",12.0,
"3, [29, 29]",4.0,
