bidding_profile,contribution,demand
"85, [7, 12]",1.0,16
"11, [13, 15]",4.0,20
"2, [88, 90]",1.0,12
"6, [17, 20]",2.0,12
"12, [80, 83]",3.0,14
"64, [72, 77]",9.0,11
"74, [3, 5]",5.0,13
"71, [10, 16]",9.0,11
"18, [40, 44]",7.0,15
"8, [81, 84]",5.0,18
"9, [82, 86]",2.0,9
"5, [84, 86]",2.0,19
"4, [68, 71]",1.0,8
"32, [62, 65]",8.0,18
"7, [30, 36]",1.0,20
"27, [86, 92]",4.0,14
"2, [35, 36]",1.0,14
"4, [1, 2]",2.0,16
"3, [39, 39]",3.0,16
"78, [87, 89]",2.0,15
"7, [54, 56]",3.0,14
"65, [60, 64]",13.0,13
"2, [36, 40]",1.0,11
"6, [31, 36]",2.0,11
"71, [14, 17]",1.0,9
"114, [61, 64]",4.0,15
"1, [87, 88]",1.0,8
"5, [29, 34]",1.0,8
"1, [68, 69]",1.0,11
"6, [46, 48]",2.0,15
"29, [79, 80]",2.0,8
"17, [74, 79]",3.0,6
"83, [9, 13]",2.0,9
"3, [90, 94]",1.0,6
"4, [86, 89]",1.0,6
"17, [73, 77]",7.0,12
"6, [79, 81]",2.0,10
"2, [66, 68]",1.0,14
"21, [75, 80]",6.0,8
"2, [92, 93]",1.0,18
"53, [29, 31]",1.0,14
"17, [7, 13]",3.0,11
"4, [34, 37]",1.0,16
"1, [91, 93]",1.0,12
"11, [56, 57]",6.0,20
"7, [61, 64]",4.0,14
"4, [51, 54]",1.0,7
"11, [74, 76]",4.0,16
"102, [27, 31]",3.0,17
"1, [28, 28]",2.0,11
"3, [55, 55]",1.0,10
"8, [12, 15]",4.0,9
"11, [24, 28]",6.0,16
"19, [22, 28]",3.0,16
"10, [81, 85]",4.0,17
"105, [93, 95]",6.0,19
"128, [86, 88]",2.0,8
"8, [81, 84]",3.0,6
"21, [15, 15]",3.0,14
"3, [92, 94]",1.0,9
"88, [77, 81]",1.0,17
"3, [6, 9]",1.0,11
"2, [66, 68]",2.0,14
"64, [99, 100]",32.0,12
"4, [72, 73]",2.0,15
"3, [9, 9]",3.0,15
"8, [61, 62]",5.0,7
"85, [29, 34]",1.0,14
"6, [58, 62]",2.0,17
"3, [90, 93]",1.0,14
"137, [72, 73]",7.0,7
"38, [61, 66]",8.0,19
"29, [12, 15]",8.0,5
"3, [29, 33]",1.0,7
"111, [3, 3]",3.0,11
"7, [94, 97]",2.0,5
"2, [49, 50]",2.0,11
"70, [21, 24]",24.0,8
"8, [1, 3]",3.0,14
"6, [63, 65]",6.0,20
"131, [27, 32]",1.0,15
"4, [5, 9]",1.0,8
"8, [77, 80]",2.0,18
"3, [20, 25]",1.0,8
"8, [57, 60]",3.0,16
"6, [72, 73]",9.0,16
"4, [47, 50]",1.0,12
"4, [7, 9]",3.0,7
"40, [94, 94]",8.0,8
"42, [22, 24]",18.0,6
"6, [43, 44]",7.0,8
"4, [85, 88]",2.0,9
"4, [63, 65]",3.0,15
"4, [90, 94]",1.0,19
"4, [51, 54]",1.0,9
"28, [78, 84]",2.0,13
"7, [65, 69]",3.0,9
"8, [32, 34]",1.0,20
"78, [28, 30]",2.0,17
"3, [34, 38]",1.0,12
