bidding_profile,contribution,demand
"2, [7, 10]",1.0,8
"64, [75, 77]",1.0,11
"2, [75, 75]",4.0,12
"119, [7, 9]",2.0,13
"3, [3, 6]",1.0,7
"3, [66, 68]",1.0,20
"19, [48, 53]",5.0,20
"35, [17, 23]",5.0,12
"7, [7, 10]",2.0,8
"37, [55, 58]",11.0,12
"6, [62, 67]",2.0,19
"9, [20, 22]",3.0,16
"6, [7, 12]",3.0,6
"3, [51, 55]",1.0,7
"2, [37, 40]",1.0,14
"4, [14, 17]",1.0,11
"8, [7, 9]",4.0,8
"154, [47, 50]",2.0,15
"3, [67, 69]",1.0,11
"8, [6, 9]",3.0,16
"7, [93, 96]",3.0,13
"194, [74, 75]",10.0,10
"2, [36, 39]",1.0,16
"157, [67, 68]",1.0,8
"31, [99, 100]",16.0,14
"6, [11, 14]",4.0,20
"14, [56, 58]",10.0,20
"10, [95, 100]",2.0,13
"3, [91, 97]",1.0,18
"2, [90, 94]",1.0,17
"40, [83, 88]",7.0,9
"2, [14, 17]",1.0,14
"167, [14, 15]",1.0,20
"5, [13, 18]",1.0,20
"13, [34, 36]",6.0,20
"5, [51, 54]",3.0,17
"9, [47, 52]",4.0,8
"3, [38, 39]",2.0,20
"3, [1, 4]",1.0,5
"16, [35, 38]",4.0,14
"7, [6, 10]",3.0,15
"9, [79, 82]",4.0,14
"1, [9, 11]",1.0,14
"7, [1, 5]",2.0,13
"1, [22, 22]",1.0,10
"27, [82, 85]",8.0,9
"10, [77, 78]",5.0,19
"17, [76, 78]",7.0,20
"2, [52, 54]",1.0,15
"14, [6, 9]",4.0,5
"66, [88, 93]",1.0,12
"6, [49, 52]",4.0,10
"11, [15, 18]",1.0,12
"5, [28, 32]",1.0,9
"105, [41, 43]",3.0,17
"2, [60, 65]",1.0,6
"55, [75, 79]",3.0,5
"5, [59, 65]",1.0,18
"2, [24, 25]",1.0,11
"4, [55, 57]",4.0,14
"78, [88, 91]",1.0,18
"6, [4, 6]",2.0,15
"1, [23, 25]",1.0,19
"2, [67, 68]",1.0,7
"17, [73, 76]",6.0,9
"5, [45, 50]",1.0,10
"25, [77, 83]",6.0,7
"15, [18, 21]",5.0,5
"5, [36, 41]",1.0,20
"6, [42, 45]",3.0,15
"5, [20, 22]",4.0,7
"2, [29, 32]",1.0,7
"21, [18, 20]",7.0,13
"5, [16, 18]",3.0,12
"209, [69, 73]",45.0,15
"222, [2, 4]",2.0,12
"4, [20, 22]",2.0,10
"1, [97, 99]",1.0,14
"1, [1, 3]",1.0,16
"2, [59, 62]",1.0,19
"16, [92, 97]",6.0,9
"176, [49, 53]",3.0,11
"5, [12, 16]",1.0,19
"8, [9, 13]",2.0,9
"1, [22, 22]",1.0,15
"1, [87, 89]",1.0,6
"15, [3, 7]",2.0,11
"17, [48, 52]",6.0,10
"2, [9, 10]",1.0,10
"12, [42, 47]",2.0,11
"145, [3, 6]",3.0,19
"2, [98, 100]",1.0,17
"4, [63, 69]",1.0,18
"17, [63, 68]",3.0,10
"3, [60, 64]",1.0,11
"5, [3, 8]",1.0,12
"3, [5, 6]",2.0,15
"49, [42, 43]",3.0,6
"1, [38, 40]",1.0,17
"3, [78, 80]",2.0,14
"19, [55, 56]",10.0,
"5, [39, 43]",1.0,
"11, [74, 78]",5.0,
"102, [82, 87]",7.0,
"3, [21, 24]",2.0,
"1, [87, 88]",1.0,
"4, [41, 44]",2.0,
"18, [39, 43]",4.0,
"93, [18, 21]",6.0,
"1, [43, 48]",3.0,
"4, [94, 98]",2.0,
"3, [68, 70]",1.0,
"3, [74, 77]",1.0,
"2, [61, 66]",1.0,
"104, [70, 72]",41.0,
"4, [37, 40]",1.0,
"32, [73, 78]",11.0,
"10, [75, 78]",7.0,
"101, [71, 77]",31.0,
"7, [15, 17]",5.0,
"24, [84, 90]",7.0,
"98, [70, 73]",44.0,
"6, [26, 30]",2.0,
"3, [28, 31]",2.0,
"104, [25, 29]",21.0,
"4, [97, 100]",1.0,
"4, [58, 61]",1.0,
"4, [87, 92]",1.0,
"8, [92, 96]",3.0,
"3, [35, 38]",2.0,
"92, [42, 43]",3.0,
"1, [36, 38]",1.0,
"2, [97, 100]",1.0,
"4, [62, 66]",1.0,
"4, [1, 6]",1.0,
"109, [1, 6]",1.0,
"7, [2, 5]",4.0,
"2, [98, 99]",2.0,
"13, [20, 26]",4.0,
"2, [76, 77]",2.0,
"6, [58, 63]",1.0,
"10, [8, 13]",2.0,
"4, [22, 23]",2.0,
"11, [51, 54]",4.0,
"49, [11, 15]",8.0,
"87, [14, 18]",1.0,
"2, [36, 41]",1.0,
"93, [7, 11]",3.0,
"2, [59, 61]",1.0,
"13, [63, 67]",4.0,
"3, [88, 93]",1.0,
"1, [66, 66]",1.0,
"2, [63, 66]",1.0,
"2, [29, 31]",2.0,
"7, [16, 17]",5.0,
"3, [5, 8]",1.0,
"2, [66, 69]",1.0,
"59, [79, 83]",1.0,
"2, [96, 98]",2.0,
"8, [27, 31]",2.0,
"1, [83, 83]",1.0,
"3, [61, 62]",2.0,
"3, [7, 7]",3.0,
"7, [66, 72]",1.0,
"1, [23, 25]",1.0,
"8, [92, 95]",5.0,
"14, [3, 7]",3.0,
"4, [17, 17]",5.0,
"8, [38, 40]",4.0,
"33, [17, 21]",7.0,
"108, [47, 50]",7.0,
"6, [40, 44]",2.0,
"5, [61, 66]",2.0,
"3, [51, 54]",1.0,
"4, [49, 52]",1.0,
"190, [10, 14]",3.0,
"5, [18, 21]",2.0,
"109, [38, 39]",4.0,
"188, [33, 38]",7.0,
"17, [71, 72]",12.0,
"4, [26, 27]",3.0,
"19, [10, 15]",5.0,
"2, [83, 85]",2.0,
