bidding_profile,contribution,demand
"26, [46, 49]",1.0,8
"5, [68, 73]",2.0,17
"7, [30, 36]",2.0,18
"4, [79, 82]",1.0,9
"1, [85, 85]",1.0,7
"11, [1, 4]",4.0,18
"4, [93, 95]",2.0,12
"5, [70, 74]",1.0,12
"11, [29, 34]",2.0,5
"6, [31, 33]",3.0,13
"6, [90, 94]",8.0,5
"79, [71, 73]",1.0,15
"2, [94, 95]",1.0,17
"6, [43, 45]",2.0,14
"3, [72, 77]",1.0,11
"1, [12, 15]",5.0,13
"36, [25, 28]",9.0,7
"13, [96, 100]",7.0,6
"3, [85, 88]",1.0,12
"8, [70, 74]",2.0,10
"4, [69, 72]",1.0,16
"27, [37, 42]",5.0,16
"3, [93, 94]",2.0,7
"10, [80, 84]",3.0,20
"4, [61, 64]",4.0,13
"2, [57, 58]",1.0,13
"1, [71, 71]",1.0,16
"4, [32, 38]",1.0,11
"12, [47, 49]",4.0,6
"94, [80, 85]",4.0,13
"3, [2, 4]",1.0,20
"64, [42, 46]",2.0,12
"15, [20, 24]",4.0,8
"66, [17, 18]",2.0,14
"15, [92, 97]",4.0,10
"5, [12, 17]",1.0,17
"3, [1, 4]",1.0,13
"9, [7, 9]",3.0,11
"4, [34, 35]",2.0,13
"5, [21, 25]",3.0,10
"23, [96, 100]",7.0,10
"1, [73, 73]",1.0,15
"7, [22, 25]",2.0,9
"1, [82, 83]",1.0,13
"11, [92, 95]",3.0,20
"1, [16, 16]",2.0,8
"3, [39, 41]",2.0,14
"3, [30, 33]",2.0,13
"60, [80, 83]",3.0,9
"1, [44, 44]",1.0,17
"40, [50, 55]",8.0,12
"16, [36, 40]",4.0,12
"85, [9, 12]",1.0,10
"7, [81, 84]",3.0,7
"6, [56, 58]",3.0,14
"71, [88, 91]",3.0,9
"6, [96, 99]",4.0,19
"37, [42, 46]",1.0,14
"9, [3, 6]",3.0,6
"7, [57, 59]",4.0,8
"55, [71, 74]",1.0,12
"7, [4, 9]",2.0,11
"4, [50, 50]",5.0,8
"12, [64, 69]",2.0,11
"3, [73, 78]",1.0,20
"1, [98, 99]",1.0,17
"22, [12, 17]",5.0,14
"43, [41, 43]",3.0,13
"2, [9, 14]",1.0,5
"82, [5, 7]",3.0,15
"4, [49, 53]",1.0,16
"12, [25, 28]",3.0,18
"6, [58, 63]",1.0,8
"17, [97, 100]",7.0,7
"5, [87, 88]",4.0,15
"3, [72, 75]",1.0,13
"26, [1, 7]",4.0,12
"5, [64, 69]",1.0,9
"4, [38, 40]",4.0,12
"83, [15, 19]",1.0,20
"7, [41, 47]",1.0,11
"9, [29, 33]",2.0,6
"7, [72, 75]",2.0,10
"3, [74, 78]",1.0,5
"2, [85, 88]",1.0,15
"88, [23, 24]",1.0,12
"2, [60, 63]",1.0,16
"8, [26, 30]",4.0,12
"14, [74, 77]",1.0,12
"2, [79, 80]",1.0,20
"4, [69, 72]",1.0,16
"36, [47, 53]",8.0,11
"2, [79, 81]",1.0,18
"4, [63, 66]",3.0,10
"3, [9, 15]",1.0,19
"2, [71, 72]",1.0,12
"6, [83, 89]",1.0,6
"3, [57, 60]",1.0,18
"9, [66, 71]",2.0,19
"48, [95, 98]",3.0,12
"3, [51, 52]",2.0,
"6, [89, 94]",2.0,
"5, [84, 86]",2.0,
"9, [63, 65]",3.0,
"4, [1, 4]",1.0,
"28, [76, 78]",6.0,
"9, [63, 67]",2.0,
"3, [65, 65]",3.0,
"9, [36, 40]",4.0,
"8, [89, 93]",2.0,
"19, [76, 79]",5.0,
"36, [73, 77]",1.0,
"3, [79, 81]",1.0,
"1, [44, 45]",1.0,
"5, [76, 77]",4.0,
"6, [24, 25]",5.0,
"3, [65, 67]",3.0,
"4, [10, 11]",2.0,
"10, [73, 78]",2.0,
"25, [13, 18]",7.0,
"4, [70, 73]",1.0,
"2, [99, 100]",1.0,
"6, [14, 15]",3.0,
"4, [71, 74]",1.0,
"63, [10, 15]",2.0,
"5, [63, 68]",1.0,
"7, [79, 85]",1.0,
"7, [84, 90]",1.0,
"6, [2, 5]",4.0,
"5, [4, 7]",2.0,
"3, [57, 57]",4.0,
"11, [40, 43]",3.0,
"94, [42, 46]",2.0,
"3, [58, 61]",1.0,
"37, [29, 30]",1.0,
"12, [67, 72]",2.0,
"8, [18, 21]",2.0,
"5, [10, 12]",2.0,
"77, [6, 8]",3.0,
"1, [44, 46]",1.0,
"2, [46, 49]",1.0,
"3, [23, 26]",1.0,
"7, [93, 97]",2.0,
"8, [54, 57]",2.0,
"48, [52, 57]",4.0,
"16, [33, 36]",4.0,
"13, [28, 33]",3.0,
"2, [8, 11]",1.0,
"10, [22, 27]",3.0,
"6, [67, 69]",3.0,
"5, [91, 96]",2.0,
"7, [9, 12]",2.0,
"2, [35, 36]",1.0,
"21, [26, 30]",6.0,
"93, [60, 63]",1.0,
"41, [1, 1]",4.0,
"14, [32, 35]",4.0,
"27, [60, 63]",1.0,
"4, [52, 55]",1.0,
"4, [40, 42]",3.0,
"2, [14, 16]",2.0,
"6, [6, 7]",3.0,
"25, [5, 8]",3.0,
"21, [95, 99]",10.0,
"4, [10, 15]",2.0,
"3, [64, 66]",2.0,
"6, [7, 11]",2.0,
"21, [4, 10]",3.0,
"28, [51, 53]",2.0,
"9, [30, 35]",2.0,
"6, [10, 16]",1.0,
"5, [21, 23]",4.0,
"3, [3, 5]",2.0,
"24, [71, 72]",1.0,
"7, [1, 4]",2.0,
"28, [51, 55]",6.0,
"5, [17, 23]",1.0,
"21, [33, 34]",2.0,
"4, [5, 7]",3.0,
"3, [10, 11]",2.0,
"2, [15, 18]",1.0,
"13, [70, 76]",2.0,
"1, [79, 80]",1.0,
"27, [76, 78]",5.0,
"11, [15, 18]",3.0,
"62, [76, 82]",6.0,
"3, [57, 62]",1.0,
"48, [94, 98]",2.0,
"8, [1, 5]",4.0,
"5, [60, 65]",1.0,
"2, [46, 50]",1.0,
"4, [48, 51]",2.0,
"2, [78, 81]",1.0,
"5, [57, 60]",2.0,
"1, [99, 99]",2.0,
"3, [46, 49]",1.0,
"77, [1, 3]",2.0,
"39, [21, 24]",2.0,
"2, [60, 63]",1.0,
"21, [33, 37]",2.0,
"8, [53, 54]",4.0,
"3, [85, 87]",1.0,
"2, [36, 40]",1.0,
"6, [88, 91]",2.0,
"3, [66, 68]",2.0,
"3, [18, 20]",2.0,
"2, [68, 71]",1.0,
"3, [81, 82]",3.0,
"2, [44, 48]",1.0,
"9, [62, 64]",3.0,
"7, [52, 55]",3.0,
"4, [42, 44]",3.0,
"4, [12, 14]",3.0,
"7, [33, 36]",3.0,
"10, [31, 33]",4.0,
"14, [47, 50]",4.0,
"14, [36, 40]",4.0,
"2, [73, 74]",1.0,
"52, [35, 40]",2.0,
"2, [97, 98]",2.0,
"7, [75, 78]",2.0,
"4, [42, 44]",3.0,
"3, [37, 38]",3.0,
"4, [96, 99]",1.0,
"16, [23, 29]",3.0,
"4, [7, 10]",3.0,
"86, [83, 84]",3.0,
"17, [52, 55]",5.0,
"5, [52, 53]",4.0,
"3, [27, 28]",4.0,
"41, [69, 74]",1.0,
"4, [39, 41]",2.0,
"12, [10, 15]",2.0,
"76, [28, 28]",1.0,
"5, [67, 72]",1.0,
"50, [29, 31]",3.0,
"24, [37, 42]",5.0,
"2, [99, 99]",2.0,
"15, [30, 34]",2.0,
"7, [63, 68]",2.0,
"14, [38, 42]",4.0,
"16, [77, 80]",3.0,
"3, [73, 75]",2.0,
"1, [31, 31]",1.0,
"3, [87, 91]",1.0,
"54, [24, 28]",9.0,
"10, [64, 67]",3.0,
"2, [47, 49]",1.0,
"6, [82, 85]",3.0,
"56, [2, 8]",8.0,
"6, [86, 91]",2.0,
"93, [80, 83]",1.0,
"1, [79, 83]",1.0,
"6, [36, 40]",2.0,
"6, [8, 13]",3.0,
"6, [39, 44]",3.0,
"27, [20, 22]",10.0,
"4, [46, 49]",1.0,
"15, [4, 8]",3.0,
"3, [2, 4]",1.0,
"3, [79, 83]",1.0,
"3, [68, 72]",1.0,
"5, [56, 59]",3.0,
"5, [10, 14]",1.0,
"12, [56, 58]",4.0,
"8, [3, 9]",2.0,
"1, [69, 69]",1.0,
"4, [67, 73]",3.0,
"14, [75, 77]",6.0,
"26, [96, 99]",6.0,
"50, [84, 87]",2.0,
"3, [69, 74]",1.0,
"22, [57, 61]",3.0,
"2, [68, 69]",2.0,
"4, [96, 99]",1.0,
"6, [4, 6]",3.0,
