bidding_profile,contribution,demand
"3, [38, 41]",1.0,17
"166, [33, 37]",2.0,20
"3, [58, 60]",1.0,17
"1, [11, 13]",1.0,12
"85, [50, 51]",2.0,9
"11, [82, 85]",4.0,15
"16, [92, 94]",11.0,19
"2, [39, 40]",1.0,20
"187, [77, 79]",1.0,10
"18, [20, 21]",18.0,7
"3, [37, 40]",1.0,15
"5, [8, 10]",4.0,11
"2, [89, 92]",1.0,14
"46, [93, 94]",8.0,13
"4, [63, 68]",1.0,17
"3, [44, 47]",1.0,12
"1, [68, 68]",1.0,6
"1, [4, 4]",3.0,15
"70, [20, 25]",17.0,17
"7, [69, 75]",1.0,17
"3, [69, 72]",1.0,16
"66, [90, 95]",1.0,11
"7, [7, 10]",5.0,9
"10, [55, 58]",3.0,18
"4, [14, 18]",2.0,19
"6, [72, 75]",2.0,15
"80, [3, 6]",5.0,18
"61, [55, 55]",3.0,5
"2, [74, 75]",2.0,5
"6, [22, 27]",3.0,19
"145, [63, 65]",4.0,13
"3, [73, 76]",4.0,11
"1, [42, 43]",1.0,18
"7, [41, 46]",2.0,6
"106, [96, 98]",9.0,17
"4, [29, 33]",1.0,14
"2, [29, 32]",1.0,14
"4, [35, 36]",3.0,10
"4, [49, 53]",1.0,17
"7, [66, 69]",3.0,20
"1, [68, 68]",1.0,8
"171, [87, 89]",2.0,17
"2, [10, 13]",1.0,18
"4, [89, 90]",2.0,7
"2, [71, 75]",1.0,12
"104, [22, 28]",16.0,11
"3, [70, 72]",1.0,10
"4, [37, 40]",1.0,10
"6, [45, 51]",1.0,10
"29, [83, 87]",7.0,15
"3, [76, 79]",1.0,20
"42, [75, 79]",1.0,18
"3, [88, 93]",1.0,14
"2, [66, 66]",2.0,9
"5, [7, 9]",5.0,12
"111, [62, 63]",1.0,11
"34, [74, 76]",4.0,18
"5, [1, 3]",2.0,12
"3, [27, 31]",1.0,6
"3, [33, 34]",2.0,6
"4, [66, 69]",2.0,7
"50, [52, 53]",8.0,9
"5, [98, 100]",5.0,12
"4, [73, 74]",4.0,5
"6, [52, 54]",3.0,13
"1, [70, 72]",1.0,16
"2, [68, 70]",1.0,11
"4, [6, 10]",1.0,7
"124, [33, 35]",3.0,16
"30, [51, 54]",9.0,16
"2, [3, 4]",1.0,6
"11, [39, 43]",3.0,20
"4, [28, 31]",1.0,7
"2, [26, 29]",1.0,11
"10, [24, 27]",6.0,8
"12, [67, 73]",3.0,7
"133, [70, 74]",1.0,7
"1, [29, 30]",1.0,20
"161, [52, 55]",4.0,12
"7, [81, 86]",2.0,12
"220, [2, 5]",2.0,12
"9, [90, 94]",2.0,17
"1, [49, 51]",1.0,20
"2, [72, 74]",1.0,20
"19, [91, 93]",15.0,10
"2, [10, 13]",1.0,8
"111, [40, 43]",7.0,9
"154, [11, 14]",1.0,19
"118, [92, 94]",2.0,16
"11, [1, 4]",3.0,6
"9, [20, 24]",2.0,20
"2, [20, 23]",1.0,9
"1, [77, 79]",1.0,7
"86, [73, 73]",3.0,19
"93, [24, 29]",1.0,13
"4, [99, 100]",3.0,18
"9, [94, 96]",4.0,7
"9, [7, 13]",2.0,12
"9, [55, 57]",3.0,5
"3, [35, 35]",3.0,9
"10, [14, 18]",3.0,
"7, [1, 4]",4.0,
"1, [81, 81]",2.0,
"1, [70, 70]",1.0,
"10, [40, 45]",2.0,
"4, [82, 86]",2.0,
"16, [97, 100]",6.0,
"3, [9, 13]",1.0,
"29, [73, 74]",2.0,
"4, [2, 3]",6.0,
"6, [76, 78]",2.0,
"6, [46, 51]",1.0,
"14, [53, 57]",5.0,
"132, [57, 59]",1.0,
"6, [99, 100]",4.0,
"8, [93, 95]",3.0,
"2, [47, 51]",1.0,
"4, [36, 41]",1.0,
"8, [42, 45]",2.0,
"92, [8, 8]",4.0,
"8, [67, 68]",4.0,
"24, [24, 26]",12.0,
"125, [67, 68]",4.0,
"3, [37, 41]",1.0,
"3, [48, 51]",1.0,
"3, [27, 31]",1.0,
"3, [33, 36]",1.0,
"3, [33, 36]",1.0,
"106, [37, 41]",1.0,
"19, [10, 16]",3.0,
"3, [31, 35]",1.0,
"5, [45, 50]",1.0,
"4, [48, 51]",1.0,
"17, [82, 85]",5.0,
"2, [62, 67]",1.0,
"1, [77, 79]",1.0,
"4, [6, 12]",1.0,
"1, [95, 97]",1.0,
"2, [36, 38]",2.0,
"18, [92, 94]",11.0,
"2, [1, 4]",1.0,
"4, [60, 63]",3.0,
"3, [39, 42]",1.0,
"6, [31, 35]",2.0,
"3, [28, 32]",1.0,
"3, [75, 79]",1.0,
"3, [75, 78]",1.0,
"7, [7, 9]",3.0,
"6, [44, 49]",1.0,
"220, [82, 86]",5.0,
"4, [16, 20]",1.0,
"1, [16, 16]",1.0,
"152, [60, 61]",1.0,
"205, [21, 21]",16.0,
"4, [85, 89]",2.0,
"3, [90, 93]",2.0,
"1, [95, 97]",1.0,
"4, [55, 57]",2.0,
"6, [17, 22]",1.0,
"107, [40, 44]",6.0,
"9, [51, 52]",6.0,
"218, [50, 55]",1.0,
"13, [73, 76]",5.0,
"41, [32, 34]",1.0,
"16, [54, 58]",4.0,
"3, [48, 51]",1.0,
"185, [80, 83]",2.0,
"141, [73, 76]",3.0,
"3, [50, 53]",1.0,
"4, [78, 82]",1.0,
"3, [44, 48]",1.0,
"75, [1, 4]",3.0,
"79, [34, 39]",3.0,
"101, [24, 28]",10.0,
"5, [72, 74]",2.0,
