bidding_profile,contribution,demand
"18, [72, 75]",6.0,15
"21, [82, 87]",4.0,14
"69, [90, 91]",1.0,19
"9, [48, 50]",8.0,10
"2, [81, 84]",1.0,20
"5, [2, 3]",3.0,8
"7, [74, 78]",2.0,19
"4, [88, 89]",2.0,17
"110, [49, 51]",4.0,20
"22, [12, 14]",1.0,10
"4, [56, 60]",1.0,14
"2, [17, 18]",1.0,17
"3, [67, 69]",3.0,7
"29, [22, 26]",1.0,15
"3, [93, 95]",1.0,11
"3, [85, 87]",1.0,20
"3, [1, 1]",3.0,14
"6, [76, 82]",1.0,13
"118, [85, 90]",1.0,15
"59, [47, 51]",7.0,9
"2, [68, 71]",1.0,7
"15, [87, 89]",5.0,16
"9, [41, 45]",2.0,20
"6, [1, 4]",3.0,9
"4, [17, 22]",2.0,8
"7, [1, 2]",5.0,8
"5, [76, 79]",3.0,7
"3, [99, 99]",4.0,10
"12, [73, 78]",3.0,5
"3, [32, 35]",1.0,7
"6, [80, 83]",4.0,13
"14, [5, 9]",3.0,9
"1, [21, 22]",1.0,18
"39, [6, 9]",1.0,16
"18, [34, 35]",5.0,19
"41, [4, 7]",2.0,7
"6, [99, 100]",7.0,5
"5, [92, 94]",2.0,13
"3, [76, 78]",1.0,9
"61, [17, 18]",2.0,12
"5, [27, 33]",2.0,13
"69, [92, 93]",1.0,14
"8, [99, 100]",8.0,14
"7, [14, 15]",4.0,11
"12, [16, 19]",3.0,9
"4, [67, 70]",1.0,5
"20, [87, 93]",3.0,18
"4, [32, 35]",1.0,17
"35, [40, 43]",2.0,17
"9, [42, 47]",3.0,11
"10, [10, 14]",5.0,18
"17, [54, 59]",8.0,7
"7, [39, 40]",7.0,18
"2, [89, 92]",1.0,6
"16, [56, 58]",7.0,12
"15, [33, 34]",21.0,19
"3, [52, 54]",1.0,12
"22, [49, 51]",8.0,18
"5, [91, 93]",2.0,11
"14, [57, 60]",4.0,15
"11, [1, 4]",5.0,12
"7, [19, 23]",3.0,5
"4, [80, 81]",4.0,5
"3, [43, 47]",1.0,9
"5, [87, 92]",1.0,5
"5, [15, 18]",3.0,5
"2, [52, 54]",1.0,16
"6, [92, 98]",1.0,17
"99, [90, 91]",1.0,12
"3, [61, 63]",1.0,12
"9, [3, 7]",2.0,11
"5, [39, 42]",2.0,16
"21, [81, 86]",4.0,5
"102, [27, 32]",4.0,10
"8, [79, 79]",4.0,12
"12, [11, 14]",7.0,12
"2, [67, 69]",2.0,9
"3, [39, 43]",1.0,10
"33, [35, 37]",11.0,16
"6, [41, 44]",3.0,19
"24, [96, 99]",6.0,10
"28, [25, 30]",5.0,16
"5, [97, 100]",2.0,19
"102, [96, 100]",5.0,5
"23, [79, 80]",8.0,10
"6, [17, 21]",3.0,7
"5, [16, 17]",3.0,15
"13, [29, 34]",3.0,7
"1, [25, 25]",3.0,18
"37, [8, 11]",1.0,5
"3, [43, 43]",3.0,18
"3, [46, 50]",1.0,8
"6, [88, 92]",3.0,15
"12, [70, 72]",4.0,13
"103, [99, 100]",6.0,16
"2, [66, 68]",1.0,11
"2, [90, 93]",1.0,14
"2, [86, 89]",1.0,12
"8, [29, 31]",3.0,18
"2, [98, 98]",2.0,12
"2, [82, 82]",2.0,
"7, [38, 40]",3.0,
"5, [18, 22]",3.0,
"7, [52, 58]",2.0,
"7, [88, 90]",4.0,
"5, [91, 96]",1.0,
"5, [10, 11]",3.0,
"2, [20, 24]",1.0,
"21, [5, 7]",1.0,
"108, [91, 92]",1.0,
"8, [26, 29]",5.0,
"6, [70, 72]",5.0,
"12, [28, 34]",3.0,
"8, [18, 22]",3.0,
"6, [78, 84]",2.0,
"11, [4, 7]",3.0,
"10, [55, 56]",11.0,
"2, [91, 93]",1.0,
"4, [1, 2]",4.0,
"3, [13, 13]",3.0,
"8, [18, 20]",3.0,
"1, [43, 43]",1.0,
"3, [33, 35]",5.0,
"1, [45, 46]",1.0,
"13, [15, 16]",3.0,
"2, [45, 48]",1.0,
"5, [100, 100]",7.0,
"5, [29, 31]",2.0,
"34, [38, 42]",8.0,
"24, [57, 60]",5.0,
"92, [97, 98]",2.0,
"2, [4, 6]",1.0,
"56, [51, 54]",10.0,
"18, [55, 60]",4.0,
"97, [97, 100]",2.0,
"10, [24, 27]",6.0,
"82, [23, 27]",14.0,
"44, [36, 40]",12.0,
"14, [14, 20]",2.0,
"2, [76, 80]",1.0,
"5, [76, 81]",2.0,
"8, [64, 67]",2.0,
"11, [74, 77]",4.0,
"2, [2, 5]",1.0,
"4, [61, 64]",1.0,
"15, [94, 96]",14.0,
"3, [62, 65]",1.0,
"1, [63, 65]",1.0,
"7, [76, 80]",2.0,
"2, [66, 67]",1.0,
"31, [9, 13]",7.0,
"4, [69, 72]",1.0,
"4, [40, 43]",1.0,
"3, [16, 21]",1.0,
"9, [26, 31]",2.0,
"3, [19, 22]",1.0,
"5, [35, 35]",8.0,
"15, [71, 75]",4.0,
"92, [59, 61]",1.0,
"41, [35, 38]",13.0,
"2, [84, 86]",1.0,
"3, [91, 94]",1.0,
"79, [39, 45]",6.0,
"12, [8, 13]",3.0,
"2, [89, 92]",1.0,
"13, [72, 76]",6.0,
"35, [37, 41]",7.0,
"6, [22, 24]",4.0,
"6, [85, 91]",1.0,
"3, [86, 88]",1.0,
"52, [15, 21]",3.0,
"8, [96, 100]",2.0,
"18, [58, 64]",4.0,
"4, [63, 68]",1.0,
"6, [83, 87]",2.0,
"7, [3, 8]",2.0,
"4, [90, 94]",1.0,
"12, [80, 84]",4.0,
"29, [40, 45]",5.0,
"19, [12, 15]",6.0,
"11, [75, 78]",3.0,
"3, [86, 90]",1.0,
"13, [64, 70]",3.0,
"68, [37, 38]",8.0,
"25, [13, 18]",6.0,
"3, [38, 40]",2.0,
"12, [88, 93]",3.0,
"37, [35, 39]",11.0,
"77, [26, 31]",4.0,
"52, [28, 32]",2.0,
"78, [88, 94]",4.0,
"16, [47, 48]",8.0,
"14, [88, 92]",4.0,
