bidding_profile,contribution,demand
"21, [32, 38]",3.0,18
"4, [33, 35]",2.0,17
"1, [44, 44]",2.0,15
"1, [62, 62]",1.0,16
"2, [37, 39]",1.0,10
"1, [96, 96]",2.0,10
"2, [16, 19]",1.0,20
"16, [25, 28]",5.0,13
"5, [76, 80]",2.0,18
"3, [90, 90]",3.0,11
"27, [21, 25]",7.0,9
"6, [44, 46]",2.0,7
"2, [53, 53]",2.0,10
"98, [95, 99]",1.0,7
"2, [48, 50]",1.0,11
"10, [62, 65]",3.0,7
"7, [44, 45]",4.0,5
"18, [29, 35]",4.0,6
"3, [37, 41]",1.0,20
"2, [47, 51]",1.0,6
"3, [72, 75]",2.0,15
"19, [69, 72]",1.0,11
"2, [66, 68]",2.0,7
"9, [39, 42]",2.0,16
"12, [24, 26]",8.0,11
"6, [4, 7]",2.0,12
"90, [1, 3]",2.0,16
"81, [56, 60]",17.0,5
"62, [41, 44]",4.0,7
"13, [82, 86]",4.0,14
"5, [3, 4]",5.0,8
"7, [75, 80]",2.0,20
"1, [12, 14]",1.0,19
"86, [9, 9]",1.0,12
"4, [88, 92]",1.0,17
"2, [77, 78]",2.0,17
"5, [83, 89]",2.0,13
"18, [82, 87]",5.0,6
"6, [96, 100]",2.0,7
"87, [21, 21]",5.0,13
"8, [39, 43]",2.0,9
"70, [40, 45]",12.0,8
"47, [73, 77]",15.0,13
"2, [67, 70]",1.0,12
"4, [76, 79]",1.0,9
"3, [84, 85]",2.0,20
"17, [73, 75]",4.0,20
"7, [8, 8]",8.0,19
"7, [78, 82]",2.0,17
"4, [38, 44]",1.0,17
"4, [76, 79]",1.0,10
"12, [82, 88]",4.0,15
"14, [73, 76]",5.0,18
"2, [29, 32]",1.0,12
"102, [9, 13]",1.0,19
"2, [10, 14]",1.0,11
"90, [41, 42]",12.0,13
"4, [51, 54]",3.0,13
"4, [86, 89]",1.0,6
"69, [78, 79]",2.0,7
"5, [80, 81]",4.0,15
"2, [93, 94]",1.0,14
"74, [82, 86]",1.0,5
"18, [82, 85]",6.0,15
"20, [50, 55]",3.0,17
"3, [29, 30]",2.0,11
"4, [16, 16]",5.0,8
"12, [63, 66]",3.0,20
"2, [69, 73]",1.0,19
"62, [55, 59]",21.0,19
"2, [35, 38]",1.0,16
"28, [46, 50]",10.0,19
"4, [67, 70]",1.0,18
"2, [95, 96]",1.0,16
"9, [82, 88]",2.0,9
"4, [14, 17]",2.0,9
"51, [44, 47]",1.0,18
"10, [16, 19]",5.0,12
"13, [94, 98]",6.0,14
"2, [86, 90]",1.0,18
"5, [50, 53]",3.0,16
"13, [80, 82]",5.0,6
"6, [5, 6]",3.0,5
"15, [73, 79]",4.0,13
"3, [44, 47]",1.0,8
"7, [4, 8]",2.0,6
"14, [73, 75]",5.0,11
"3, [68, 70]",1.0,12
"3, [34, 38]",1.0,13
"22, [42, 47]",9.0,16
"1, [12, 14]",1.0,15
"1, [100, 100]",1.0,14
"43, [47, 51]",9.0,5
"68, [13, 17]",7.0,20
"11, [47, 51]",5.0,20
"6, [87, 93]",1.0,20
"6, [77, 81]",2.0,13
"3, [64, 66]",1.0,11
"81, [14, 16]",4.0,14
"4, [37, 39]",2.0,6
"3, [96, 97]",2.0,
"17, [68, 71]",9.0,
"2, [3, 3]",2.0,
"112, [89, 92]",2.0,
"20, [28, 34]",3.0,
"29, [22, 26]",10.0,
"1, [64, 66]",1.0,
"30, [22, 28]",6.0,
"2, [64, 65]",1.0,
"15, [58, 62]",3.0,
"3, [88, 91]",1.0,
"15, [41, 45]",4.0,
"2, [36, 38]",1.0,
"4, [83, 84]",3.0,
"5, [15, 20]",5.0,
"19, [59, 63]",4.0,
"29, [14, 15]",5.0,
"67, [96, 100]",1.0,
"15, [81, 86]",5.0,
"9, [30, 34]",2.0,
"38, [72, 76]",15.0,
"99, [65, 67]",1.0,
"2, [93, 97]",1.0,
"5, [86, 90]",1.0,
"9, [1, 1]",16.0,
"79, [20, 23]",10.0,
"7, [43, 46]",5.0,
"2, [64, 66]",1.0,
"16, [27, 31]",4.0,
"9, [89, 93]",2.0,
"2, [86, 89]",1.0,
"2, [28, 30]",2.0,
"81, [63, 65]",3.0,
"3, [96, 100]",1.0,
"14, [59, 65]",6.0,
"12, [36, 42]",2.0,
"4, [27, 32]",1.0,
"47, [1, 4]",22.0,
"34, [82, 85]",2.0,
"2, [30, 35]",1.0,
"4, [53, 56]",1.0,
"6, [54, 57]",2.0,
"3, [95, 98]",2.0,
"20, [26, 29]",5.0,
"70, [67, 68]",1.0,
"15, [30, 35]",3.0,
"5, [93, 97]",1.0,
"5, [34, 39]",1.0,
"94, [27, 30]",2.0,
"3, [98, 99]",2.0,
"7, [31, 35]",2.0,
"9, [3, 7]",2.0,
"82, [36, 37]",2.0,
"14, [73, 79]",2.0,
"3, [96, 98]",1.0,
"1, [69, 70]",1.0,
"2, [86, 89]",1.0,
"10, [8, 9]",7.0,
"9, [48, 51]",4.0,
"13, [89, 93]",3.0,
"4, [97, 98]",2.0,
"5, [75, 78]",2.0,
"88, [20, 25]",15.0,
"16, [70, 75]",3.0,
"4, [49, 52]",1.0,
"3, [22, 24]",5.0,
"12, [22, 25]",6.0,
"8, [69, 72]",2.0,
"6, [28, 31]",4.0,
"7, [97, 100]",2.0,
"10, [4, 9]",3.0,
"1, [96, 96]",2.0,
"95, [36, 39]",2.0,
"27, [42, 46]",7.0,
"7, [74, 78]",2.0,
"11, [2, 5]",5.0,
"2, [79, 82]",1.0,
"6, [6, 7]",3.0,
"41, [73, 76]",13.0,
"58, [19, 21]",33.0,
"4, [80, 85]",1.0,
"1, [86, 87]",1.0,
"93, [88, 91]",1.0,
"3, [42, 43]",2.0,
"8, [66, 70]",2.0,
"3, [95, 99]",1.0,
"9, [29, 31]",3.0,
"81, [71, 73]",9.0,
"5, [79, 85]",1.0,
"86, [87, 90]",1.0,
"6, [84, 88]",2.0,
"42, [58, 64]",8.0,
"20, [56, 60]",4.0,
"7, [30, 34]",4.0,
"4, [32, 33]",3.0,
"3, [89, 92]",1.0,
"28, [57, 60]",10.0,
"1, [78, 78]",1.0,
"4, [7, 8]",2.0,
"3, [2, 6]",1.0,
"2, [65, 66]",1.0,
"5, [30, 32]",2.0,
"3, [38, 39]",2.0,
"4, [33, 37]",2.0,
"30, [21, 25]",13.0,
"4, [49, 50]",3.0,
"7, [28, 33]",2.0,
"2, [63, 65]",1.0,
"2, [62, 62]",2.0,
"15, [32, 34]",5.0,
"19, [3, 9]",3.0,
"3, [11, 14]",1.0,
"4, [5, 9]",2.0,
"18, [42, 44]",8.0,
"3, [50, 55]",1.0,
"27, [65, 69]",3.0,
"2, [54, 55]",1.0,
"8, [71, 75]",3.0,
"2, [11, 13]",1.0,
"7, [80, 82]",7.0,
"12, [23, 26]",9.0,
"15, [35, 36]",10.0,
"70, [75, 75]",1.0,
"8, [31, 34]",2.0,
"15, [13, 15]",6.0,
"8, [21, 24]",5.0,
"27, [6, 8]",1.0,
"1, [31, 32]",1.0,
"4, [28, 33]",1.0,
"24, [21, 24]",7.0,
"8, [35, 37]",4.0,
"8, [5, 8]",2.0,
"90, [64, 69]",1.0,
"2, [65, 65]",2.0,
"8, [56, 59]",3.0,
"37, [25, 29]",2.0,
"41, [38, 40]",2.0,
"60, [97, 100]",2.0,
"10, [47, 51]",6.0,
"2, [14, 15]",1.0,
"7, [57, 60]",2.0,
"11, [68, 70]",8.0,
"5, [53, 57]",1.0,
"4, [18, 21]",2.0,
"8, [15, 17]",3.0,
"81, [27, 30]",1.0,
"17, [5, 11]",3.0,
"9, [26, 28]",5.0,
"4, [59, 60]",6.0,
"31, [8, 12]",8.0,
"2, [58, 58]",2.0,
"36, [64, 67]",1.0,
"50, [23, 29]",10.0,
"11, [41, 42]",9.0,
"6, [65, 66]",3.0,
"4, [93, 96]",1.0,
"4, [48, 49]",3.0,
"17, [22, 26]",4.0,
"5, [9, 13]",1.0,
"2, [27, 30]",1.0,
"9, [45, 49]",2.0,
"4, [62, 66]",1.0,
"4, [77, 80]",1.0,
"37, [13, 17]",5.0,
"96, [79, 81]",1.0,
"108, [32, 34]",1.0,
"1, [49, 50]",1.0,
"1, [97, 99]",1.0,
"19, [36, 40]",4.0,
"10, [4, 8]",3.0,
"3, [96, 97]",2.0,
"15, [3, 7]",4.0,
"2, [88, 92]",1.0,
"4, [25, 29]",2.0,
"2, [68, 70]",2.0,
"20, [52, 56]",7.0,
"59, [7, 11]",8.0,
"84, [39, 42]",2.0,
"3, [59, 62]",1.0,
"39, [52, 54]",16.0,
"1, [9, 10]",1.0,
"16, [21, 23]",12.0,
"30, [80, 81]",2.0,
"20, [80, 82]",7.0,
"91, [96, 99]",1.0,
"14, [17, 19]",2.0,
"4, [65, 69]",2.0,
"16, [23, 26]",4.0,
"120, [2, 7]",1.0,
"8, [37, 42]",2.0,
"21, [94, 97]",21.0,
"4, [60, 63]",1.0,
"40, [87, 91]",1.0,
"2, [93, 96]",1.0,
"13, [23, 25]",6.0,
"2, [67, 70]",1.0,
"44, [71, 73]",1.0,
"30, [20, 21]",16.0,
"6, [84, 87]",2.0,
"7, [89, 92]",3.0,
"70, [81, 100]",6.0,
"99, [63, 82]",3.0,
"9, [13, 32]",1.0,
