bidding_profile,contribution,demand
"19, [35, 38]",8.0,17
"18, [45, 48]",5.0,13
"7, [17, 21]",2.0,17
"15, [22, 27]",3.0,11
"52, [81, 81]",3.0,19
"18, [67, 73]",4.0,11
"10, [1, 2]",6.0,7
"5, [20, 24]",1.0,16
"28, [28, 33]",4.0,8
"5, [97, 100]",2.0,8
"2, [16, 19]",1.0,16
"33, [9, 14]",7.0,8
"168, [69, 71]",2.0,14
"2, [50, 53]",1.0,11
"13, [10, 13]",4.0,17
"26, [87, 93]",9.0,14
"8, [77, 78]",5.0,16
"113, [1, 4]",1.0,8
"24, [58, 60]",8.0,14
"102, [93, 94]",1.0,20
"193, [11, 13]",2.0,6
"23, [39, 43]",5.0,14
"5, [9, 11]",3.0,20
"4, [19, 23]",1.0,10
"18, [76, 78]",7.0,17
"4, [65, 69]",1.0,18
"18, [9, 10]",7.0,18
"2, [93, 95]",1.0,6
"25, [34, 37]",7.0,6
"19, [5, 7]",10.0,11
"168, [11, 14]",2.0,20
"4, [18, 23]",1.0,14
"19, [5, 7]",13.0,13
"3, [19, 20]",2.0,14
"6, [88, 91]",2.0,17
"36, [82, 85]",11.0,5
"2, [32, 34]",1.0,9
"3, [9, 11]",3.0,17
"12, [97, 98]",6.0,20
"2, [28, 32]",1.0,6
"15, [45, 49]",4.0,6
"11, [1, 5]",3.0,7
"3, [34, 37]",1.0,7
"5, [29, 31]",3.0,16
"8, [95, 98]",3.0,20
"2, [32, 37]",1.0,11
"279, [85, 88]",12.0,10
"3, [72, 77]",1.0,9
"161, [84, 84]",11.0,14
"8, [89, 92]",3.0,9
"275, [57, 58]",17.0,14
"2, [89, 91]",1.0,16
"5, [35, 38]",2.0,16
"18, [1, 4]",7.0,6
"12, [27, 29]",4.0,12
"206, [59, 60]",4.0,19
"7, [87, 90]",2.0,13
"7, [8, 9]",8.0,20
"3, [64, 67]",1.0,10
"4, [95, 99]",2.0,17
"2, [55, 58]",1.0,8
"6, [17, 19]",2.0,18
"9, [75, 78]",4.0,18
"3, [43, 45]",1.0,9
"3, [1, 2]",4.0,16
"30, [82, 88]",6.0,16
"145, [90, 92]",1.0,15
"2, [53, 56]",1.0,15
"33, [7, 13]",8.0,9
"108, [57, 60]",3.0,5
"28, [86, 92]",9.0,6
"3, [86, 90]",1.0,11
"19, [81, 84]",7.0,9
"1, [54, 56]",1.0,9
"3, [71, 73]",1.0,12
"129, [97, 100]",6.0,17
"37, [80, 85]",12.0,19
"1, [19, 21]",1.0,9
"9, [89, 93]",2.0,17
"8, [60, 64]",2.0,20
"146, [43, 47]",1.0,5
"18, [82, 87]",5.0,17
"6, [61, 61]",7.0,19
"7, [40, 46]",1.0,17
"2, [3, 7]",1.0,11
"5, [38, 42]",2.0,13
"1, [22, 23]",1.0,15
"10, [37, 40]",4.0,12
"3, [60, 60]",3.0,15
"58, [25, 30]",13.0,10
"2, [27, 29]",2.0,12
"3, [26, 27]",4.0,11
"1, [95, 95]",1.0,12
"13, [15, 21]",2.0,9
"47, [62, 66]",3.0,14
"4, [17, 22]",1.0,18
"28, [64, 66]",1.0,9
"36, [42, 47]",1.0,9
"11, [87, 88]",7.0,8
"1, [40, 40]",1.0,5
"213, [72, 74]",1.0,
"12, [65, 69]",3.0,
"28, [49, 54]",1.0,
"8, [81, 81]",11.0,
"2, [29, 32]",1.0,
"16, [79, 84]",3.0,
"4, [96, 96]",4.0,
"16, [21, 24]",4.0,
"2, [53, 56]",1.0,
"7, [61, 63]",5.0,
"11, [21, 24]",4.0,
"3, [3, 9]",1.0,
"7, [97, 100]",5.0,
"78, [72, 77]",1.0,
"6, [46, 51]",1.0,
"18, [59, 62]",5.0,
"3, [95, 95]",3.0,
"198, [68, 68]",4.0,
"3, [95, 97]",1.0,
"140, [2, 3]",1.0,
"16, [12, 18]",3.0,
"4, [28, 31]",3.0,
"6, [31, 32]",3.0,
"121, [84, 89]",12.0,
"209, [72, 75]",1.0,
"3, [69, 72]",2.0,
"4, [40, 42]",4.0,
"26, [74, 75]",8.0,
"12, [60, 65]",5.0,
"2, [31, 34]",1.0,
"244, [74, 76]",9.0,
"2, [54, 56]",1.0,
"2, [1, 4]",1.0,
"263, [12, 18]",1.0,
"3, [44, 47]",1.0,
"6, [29, 31]",2.0,
"3, [29, 33]",1.0,
"4, [32, 36]",1.0,
"207, [68, 72]",1.0,
"55, [82, 85]",14.0,
"4, [66, 69]",2.0,
"20, [65, 70]",6.0,
"243, [55, 59]",1.0,
"5, [94, 100]",1.0,
"8, [33, 38]",2.0,
"5, [69, 73]",1.0,
"8, [60, 63]",3.0,
