bidding_profile,contribution,demand
"35, [3, 8]",6.0,11
"4, [6, 8]",4.0,9
"84, [44, 46]",3.0,7
"9, [7, 10]",4.0,18
"6, [40, 43]",3.0,15
"5, [35, 40]",1.0,16
"17, [1, 3]",6.0,14
"174, [4, 10]",1.0,6
"22, [19, 23]",5.0,9
"4, [39, 42]",1.0,14
"138, [40, 44]",3.0,17
"3, [42, 44]",2.0,17
"3, [33, 36]",1.0,18
"4, [31, 34]",1.0,10
"156, [14, 20]",1.0,19
"6, [42, 48]",1.0,7
"7, [18, 19]",5.0,17
"1, [1, 1]",5.0,6
"3, [20, 20]",5.0,14
"86, [43, 45]",1.0,7
"14, [26, 28]",11.0,17
"95, [30, 34]",1.0,10
"31, [17, 21]",11.0,7
"8, [14, 19]",3.0,19
"6, [7, 10]",3.0,8
"2, [29, 32]",1.0,9
"20, [44, 45]",10.0,6
"2, [13, 18]",1.0,11
"3, [34, 35]",2.0,14
"3, [22, 24]",1.0,7
"8, [40, 41]",1.0,7
"5, [36, 41]",1.0,14
"69, [4, 8]",6.0,13
"4, [45, 49]",1.0,6
"2, [43, 46]",1.0,7
"72, [36, 40]",1.0,12
"38, [40, 42]",3.0,10
"152, [33, 35]",2.0,6
"11, [37, 42]",2.0,7
"4, [46, 47]",4.0,8
"37, [15, 17]",13.0,6
"20, [2, 8]",6.0,5
"33, [17, 20]",11.0,6
"4, [45, 47]",4.0,20
"6, [28, 29]",1.0,16
"2, [30, 33]",1.0,12
"6, [25, 28]",2.0,18
"3, [37, 39]",2.0,18
"4, [13, 17]",1.0,13
"1, [14, 14]",1.0,9
"79, [28, 28]",1.0,
"167, [6, 9]",2.0,
"10, [11, 15]",2.0,
"5, [10, 16]",2.0,
"2, [40, 44]",1.0,
"4, [47, 49]",3.0,
"5, [43, 45]",2.0,
"8, [40, 43]",2.0,
"3, [8, 8]",4.0,
"7, [45, 47]",4.0,
"1, [37, 41]",1.0,
"11, [3, 6]",4.0,
"2, [32, 34]",1.0,
"17, [49, 50]",10.0,
"166, [36, 37]",1.0,
"3, [5, 5]",5.0,
"2, [31, 32]",1.0,
"22, [14, 19]",3.0,
"4, [28, 32]",1.0,
"11, [45, 48]",4.0,
"122, [36, 37]",1.0,
"4, [30, 35]",1.0,
"7, [6, 9]",2.0,
"12, [13, 17]",3.0,
"3, [2, 2]",5.0,
"11, [46, 49]",4.0,
"55, [25, 26]",32.0,
"3, [10, 13]",1.0,
"8, [1, 3]",4.0,
"15, [32, 34]",2.0,
"5, [12, 17]",1.0,
"6, [2, 6]",2.0,
"73, [39, 42]",1.0,
"7, [9, 14]",2.0,
"3, [29, 32]",1.0,
"2, [36, 37]",1.0,
"1, [22, 25]",1.0,
"37, [3, 5]",2.0,
"2, [47, 47]",2.0,
"1, [11, 13]",1.0,
"2, [22, 23]",1.0,
"2, [41, 44]",2.0,
"5, [32, 34]",2.0,
"4, [45, 49]",2.0,
"16, [26, 29]",7.0,
"19, [38, 44]",3.0,
"122, [32, 36]",2.0,
"17, [16, 18]",12.0,
"19, [13, 15]",2.0,
"37, [16, 20]",9.0,
"7, [1, 3]",3.0,
"2, [13, 14]",3.0,
"147, [1, 4]",6.0,
"6, [46, 49]",4.0,
"3, [6, 11]",1.0,
"3, [35, 41]",1.0,
"65, [11, 13]",4.0,
"9, [18, 20]",4.0,
"1, [13, 14]",2.0,
"3, [41, 45]",1.0,
"8, [5, 8]",4.0,
"19, [19, 22]",6.0,
"3, [21, 23]",1.0,
"49, [16, 21]",9.0,
"11, [8, 14]",4.0,
"3, [45, 49]",2.0,
"10, [37, 40]",3.0,
"154, [17, 22]",3.0,
"4, [36, 39]",1.0,
"20, [18, 21]",7.0,
"5, [39, 44]",2.0,
"13, [3, 6]",6.0,
"119, [20, 25]",3.0,
"3, [6, 10]",2.0,
"1, [31, 31]",1.0,
"4, [22, 27]",1.0,
"16, [3, 7]",5.0,
"130, [29, 32]",1.0,
"74, [33, 37]",1.0,
"15, [18, 20]",7.0,
"47, [33, 37]",1.0,
"162, [24, 28]",37.0,
"120, [25, 30]",24.0,
"6, [9, 12]",3.0,
"7, [2, 3]",6.0,
"12, [8, 13]",3.0,
"3, [38, 41]",2.0,
"5, [8, 10]",2.0,
"1, [33, 36]",1.0,
"43, [18, 22]",8.0,
"12, [14, 19]",3.0,
"1, [31, 35]",1.0,
"3, [3, 4]",5.0,
"23, [48, 49]",15.0,
"10, [11, 15]",6.0,
"5, [8, 12]",3.0,
"32, [2, 3]",4.0,
"2, [36, 37]",1.0,
"2, [16, 18]",1.0,
"97, [50, 50]",4.0,
"18, [4, 15]",2.0,
"34, [39, 50]",3.0,
"116, [25, 36]",15.0,
"10, [32, 43]",1.0,
