bidding_profile,contribution,demand
"2, [7, 9]",1.0,8
"6, [14, 18]",2.0,20
"33, [46, 50]",2.0,10
"61, [13, 17]",4.0,17
"16, [10, 12]",6.0,10
"9, [13, 16]",4.0,17
"60, [16, 16]",2.0,9
"21, [25, 28]",7.0,14
"9, [10, 13]",5.0,5
"30, [41, 45]",6.0,7
"4, [13, 15]",4.0,5
"18, [39, 41]",4.0,7
"16, [32, 34]",8.0,16
"4, [34, 38]",1.0,12
"74, [11, 13]",5.0,9
"3, [1, 6]",1.0,8
"7, [23, 27]",2.0,6
"2, [14, 18]",1.0,18
"4, [14, 17]",3.0,18
"5, [49, 50]",3.0,13
"66, [1, 3]",2.0,13
"30, [2, 6]",6.0,12
"16, [41, 44]",4.0,11
"20, [31, 35]",4.0,5
"3, [33, 37]",1.0,15
"27, [34, 38]",2.0,18
"34, [40, 44]",12.0,14
"73, [28, 33]",13.0,15
"2, [14, 15]",3.0,13
"4, [1, 4]",2.0,9
"28, [42, 47]",5.0,10
"14, [9, 12]",4.0,6
"46, [22, 24]",3.0,14
"16, [12, 16]",5.0,7
"1, [36, 37]",2.0,16
"74, [6, 11]",1.0,9
"21, [4, 6]",3.0,12
"7, [11, 14]",2.0,12
"50, [31, 36]",11.0,10
"75, [45, 50]",1.0,19
"2, [46, 49]",1.0,8
"8, [21, 24]",2.0,12
"3, [35, 37]",2.0,16
"11, [22, 25]",3.0,5
"4, [16, 22]",2.0,9
"1, [9, 12]",1.0,13
"4, [16, 17]",2.0,14
"1, [17, 21]",1.0,14
"7, [1, 5]",2.0,11
"4, [1, 2]",3.0,16
"46, [16, 16]",3.0,
"5, [27, 27]",6.0,
"61, [45, 50]",2.0,
"9, [20, 25]",2.0,
"76, [22, 23]",1.0,
"2, [48, 50]",1.0,
"3, [1, 2]",3.0,
"31, [6, 8]",2.0,
"6, [4, 6]",3.0,
"18, [33, 38]",5.0,
"45, [23, 27]",1.0,
"12, [13, 18]",4.0,
"3, [36, 39]",2.0,
"23, [25, 27]",8.0,
"43, [31, 34]",11.0,
"9, [19, 23]",4.0,
"5, [36, 39]",3.0,
"66, [26, 28]",3.0,
"8, [34, 37]",2.0,
"25, [41, 46]",8.0,
"22, [9, 12]",6.0,
"6, [21, 24]",2.0,
"6, [43, 46]",2.0,
"7, [1, 3]",3.0,
"53, [30, 34]",11.0,
"9, [48, 50]",3.0,
"38, [18, 21]",13.0,
"13, [3, 7]",3.0,
"9, [2, 7]",2.0,
"7, [21, 25]",3.0,
"4, [49, 50]",2.0,
"16, [14, 17]",4.0,
"6, [30, 36]",2.0,
"12, [23, 26]",3.0,
"3, [7, 10]",1.0,
"78, [28, 30]",11.0,
"9, [39, 42]",4.0,
"4, [16, 18]",2.0,
"7, [48, 50]",3.0,
"1, [38, 40]",1.0,
"12, [13, 19]",2.0,
"71, [47, 50]",8.0,
"3, [46, 47]",2.0,
"11, [17, 22]",2.0,
"69, [1, 4]",1.0,
"14, [4, 9]",4.0,
"4, [42, 43]",7.0,
"27, [46, 49]",2.0,
"12, [30, 31]",6.0,
"72, [16, 17]",3.0,
"19, [8, 11]",6.0,
"3, [47, 50]",2.0,
"1, [7, 8]",1.0,
"61, [7, 8]",1.0,
"2, [19, 22]",1.0,
"15, [2, 6]",3.0,
"11, [35, 40]",3.0,
"56, [39, 44]",2.0,
"32, [44, 49]",2.0,
"52, [7, 9]",1.0,
"9, [20, 22]",3.0,
"12, [4, 4]",1.0,
"21, [41, 45]",8.0,
"5, [34, 35]",4.0,
"12, [27, 30]",7.0,
"5, [1, 3]",2.0,
"3, [12, 17]",1.0,
"14, [33, 37]",7.0,
"4, [14, 16]",4.0,
"14, [38, 40]",6.0,
"21, [45, 45]",1.0,
"1, [44, 45]",2.0,
"1, [26, 26]",2.0,
"17, [14, 20]",4.0,
"6, [25, 26]",9.0,
"12, [3, 6]",3.0,
"9, [22, 26]",2.0,
"1, [22, 22]",2.0,
"1, [46, 46]",2.0,
"4, [6, 9]",2.0,
"4, [7, 11]",1.0,
"23, [29, 32]",12.0,
"6, [46, 49]",2.0,
"6, [16, 18]",3.0,
"11, [15, 19]",4.0,
"3, [1, 3]",2.0,
"4, [6, 10]",1.0,
"4, [2, 6]",2.0,
"1, [7, 7]",1.0,
"5, [12, 13]",4.0,
"25, [31, 33]",5.0,
"5, [21, 22]",3.0,
"4, [6, 10]",1.0,
"6, [5, 10]",1.0,
"2, [35, 37]",1.0,
"3, [1, 3]",1.0,
"3, [48, 49]",2.0,
"24, [3, 5]",1.0,
"7, [34, 36]",4.0,
"2, [20, 20]",4.0,
