bidding_profile,contribution,demand
"11, [31, 36]",5.0,14
"2, [22, 25]",1.0,8
"20, [48, 50]",7.0,9
"9, [1, 5]",2.0,7
"2, [45, 50]",1.0,15
"2, [31, 36]",1.0,6
"6, [9, 10]",3.0,9
"1, [12, 14]",1.0,11
"3, [22, 22]",5.0,14
"51, [17, 20]",14.0,18
"5, [30, 34]",3.0,7
"67, [41, 46]",1.0,8
"18, [1, 4]",5.0,17
"2, [37, 39]",1.0,6
"36, [1, 6]",2.0,20
"13, [38, 41]",6.0,18
"2, [16, 17]",1.0,18
"46, [14, 16]",6.0,13
"64, [18, 20]",7.0,12
"55, [12, 15]",2.0,17
"5, [41, 45]",1.0,9
"10, [20, 23]",4.0,12
"11, [5, 9]",4.0,15
"11, [1, 3]",7.0,12
"5, [1, 4]",4.0,15
"2, [31, 32]",3.0,20
"24, [18, 20]",11.0,15
"5, [45, 48]",2.0,11
"26, [39, 43]",6.0,8
"2, [29, 33]",1.0,11
"1, [11, 14]",1.0,19
"8, [44, 45]",5.0,11
"9, [2, 6]",4.0,19
"8, [21, 22]",9.0,18
"30, [27, 29]",11.0,16
"5, [14, 20]",2.0,18
"53, [5, 6]",2.0,6
"13, [13, 16]",6.0,11
"50, [19, 22]",14.0,8
"24, [35, 41]",4.0,12
"2, [12, 18]",1.0,5
"9, [2, 6]",2.0,13
"23, [12, 17]",4.0,6
"6, [11, 13]",2.0,13
"16, [45, 48]",7.0,16
"10, [21, 23]",9.0,18
"8, [38, 42]",2.0,17
"5, [11, 14]",3.0,6
"8, [26, 31]",3.0,5
"2, [38, 38]",4.0,5
"3, [34, 35]",5.0,
"6, [36, 40]",4.0,
"15, [27, 31]",3.0,
"7, [32, 38]",3.0,
"3, [1, 3]",1.0,
"6, [12, 15]",3.0,
"32, [20, 23]",13.0,
"64, [2, 4]",7.0,
"5, [34, 34]",5.0,
"14, [5, 10]",6.0,
"9, [39, 40]",7.0,
"6, [50, 50]",1.0,
"8, [34, 35]",5.0,
"1, [26, 29]",1.0,
"2, [4, 5]",3.0,
"12, [33, 37]",3.0,
"58, [21, 26]",10.0,
"4, [26, 28]",3.0,
"9, [6, 8]",7.0,
"14, [19, 21]",10.0,
"5, [21, 23]",2.0,
"12, [30, 35]",5.0,
"12, [6, 9]",3.0,
"9, [2, 7]",4.0,
"20, [43, 47]",6.0,
"18, [23, 25]",6.0,
"15, [32, 35]",6.0,
"21, [3, 9]",5.0,
"9, [31, 35]",4.0,
"16, [42, 44]",8.0,
"15, [36, 41]",3.0,
"12, [16, 19]",4.0,
"62, [39, 41]",3.0,
"26, [45, 47]",9.0,
"7, [26, 31]",2.0,
"34, [48, 50]",9.0,
"27, [13, 18]",5.0,
"14, [32, 35]",6.0,
"7, [1, 3]",7.0,
"15, [32, 35]",6.0,
"22, [3, 7]",5.0,
"3, [11, 13]",2.0,
"19, [3, 7]",9.0,
"11, [46, 50]",10.0,
"11, [9, 12]",4.0,
"5, [17, 22]",1.0,
"23, [36, 40]",5.0,
"10, [5, 8]",3.0,
"11, [13, 16]",6.0,
"24, [44, 50]",8.0,
"37, [18, 20]",12.0,
"70, [25, 28]",1.0,
"2, [1, 1]",2.0,
"49, [20, 26]",15.0,
"23, [26, 30]",1.0,
"41, [28, 32]",10.0,
"40, [13, 15]",5.0,
"1, [23, 25]",1.0,
"8, [46, 49]",3.0,
"15, [29, 32]",4.0,
"7, [46, 50]",2.0,
"19, [45, 48]",8.0,
"1, [8, 12]",1.0,
"31, [47, 50]",8.0,
"2, [41, 47]",1.0,
"7, [30, 33]",3.0,
"69, [18, 22]",6.0,
"16, [9, 12]",4.0,
"59, [31, 34]",1.0,
"2, [39, 42]",1.0,
"1, [9, 12]",1.0,
"4, [14, 18]",1.0,
"2, [12, 15]",1.0,
"17, [10, 10]",17.0,
"2, [16, 19]",1.0,
"14, [4, 8]",6.0,
"36, [33, 38]",6.0,
"27, [32, 34]",5.0,
"12, [50, 50]",2.0,
"2, [35, 35]",5.0,
"11, [16, 20]",4.0,
"8, [30, 31]",5.0,
"68, [1, 5]",7.0,
"23, [28, 33]",10.0,
"19, [46, 50]",6.0,
"1, [15, 15]",2.0,
"34, [22, 26]",11.0,
"68, [8, 8]",2.0,
"32, [43, 46]",9.0,
"3, [41, 45]",1.0,
"5, [41, 45]",1.0,
"23, [2, 4]",8.0,
"3, [38, 38]",5.0,
"56, [6, 10]",3.0,
"57, [18, 22]",14.0,
"7, [37, 39]",5.0,
"24, [28, 31]",6.0,
"2, [1, 1]",5.0,
"34, [19, 24]",14.0,
"41, [50, 50]",2.0,
"24, [30, 41]",2.0,
