bidding_profile,contribution,demand
"4, [39, 43]",1.0,19
"8, [30, 35]",3.0,16
"3, [44, 47]",1.0,17
"3, [2, 5]",1.0,10
"4, [47, 50]",1.0,7
"2, [48, 49]",1.0,19
"3, [2, 5]",1.0,10
"2, [28, 30]",1.0,6
"4, [8, 11]",1.0,9
"48, [31, 36]",3.0,7
"4, [2, 6]",2.0,20
"7, [10, 13]",2.0,6
"5, [22, 26]",1.0,15
"2, [42, 43]",2.0,7
"1, [26, 30]",1.0,12
"11, [22, 24]",4.0,15
"5, [6, 6]",1.0,6
"19, [1, 7]",2.0,14
"3, [34, 38]",1.0,12
"18, [16, 19]",11.0,16
"12, [26, 28]",1.0,5
"8, [11, 15]",3.0,16
"2, [42, 46]",1.0,13
"21, [12, 17]",5.0,8
"13, [9, 13]",4.0,20
"6, [37, 39]",2.0,5
"2, [45, 48]",1.0,17
"3, [22, 25]",2.0,13
"41, [18, 22]",10.0,10
"1, [12, 16]",1.0,20
"12, [19, 21]",5.0,17
"51, [47, 50]",3.0,17
"5, [27, 29]",3.0,6
"9, [12, 15]",5.0,14
"3, [48, 50]",1.0,5
"19, [27, 32]",3.0,12
"1, [7, 8]",2.0,19
"3, [37, 40]",1.0,20
"1, [22, 25]",1.0,7
"20, [43, 48]",4.0,13
"2, [41, 44]",2.0,12
"20, [10, 12]",3.0,7
"31, [1, 7]",9.0,16
"3, [50, 50]",3.0,14
"2, [32, 38]",1.0,5
"1, [7, 11]",1.0,5
"5, [37, 39]",2.0,15
"16, [14, 19]",4.0,13
"8, [36, 38]",4.0,11
"6, [1, 4]",4.0,20
"1, [3, 6]",1.0,
"1, [42, 42]",1.0,
"19, [31, 34]",7.0,
"1, [40, 44]",1.0,
"4, [24, 27]",1.0,
"4, [47, 50]",3.0,
"31, [50, 50]",1.0,
"1, [32, 36]",1.0,
"8, [33, 36]",1.0,
"4, [15, 18]",1.0,
"6, [6, 11]",2.0,
"8, [11, 14]",5.0,
"2, [37, 41]",1.0,
"23, [42, 45]",1.0,
"21, [30, 35]",5.0,
"5, [8, 12]",1.0,
"10, [39, 44]",2.0,
"10, [22, 26]",2.0,
"2, [27, 29]",2.0,
"11, [36, 40]",3.0,
"3, [35, 37]",1.0,
"58, [30, 34]",3.0,
"10, [8, 11]",4.0,
"1, [21, 23]",1.0,
"1, [11, 13]",1.0,
"5, [23, 26]",4.0,
"2, [41, 41]",2.0,
"28, [5, 7]",2.0,
"5, [21, 26]",2.0,
"3, [25, 27]",1.0,
"17, [43, 43]",1.0,
"53, [40, 46]",2.0,
"8, [38, 41]",2.0,
"4, [21, 24]",3.0,
"2, [1, 1]",7.0,
"6, [3, 7]",2.0,
"10, [18, 18]",10.0,
"12, [7, 11]",3.0,
"45, [37, 41]",4.0,
"16, [28, 34]",3.0,
"44, [37, 43]",5.0,
"55, [43, 45]",6.0,
"32, [39, 39]",1.0,
"48, [32, 34]",1.0,
"3, [29, 32]",1.0,
"20, [3, 7]",2.0,
"4, [45, 49]",1.0,
"10, [9, 14]",3.0,
"57, [26, 28]",1.0,
"5, [29, 33]",1.0,
"3, [22, 24]",1.0,
"41, [3, 6]",1.0,
"2, [5, 8]",1.0,
"12, [13, 16]",4.0,
"54, [6, 9]",4.0,
"7, [1, 5]",4.0,
"5, [7, 10]",3.0,
"8, [21, 23]",4.0,
"2, [8, 9]",1.0,
"18, [21, 26]",5.0,
"60, [16, 19]",13.0,
"3, [46, 50]",1.0,
"3, [36, 38]",3.0,
"4, [44, 47]",1.0,
"2, [29, 30]",1.0,
"4, [38, 41]",1.0,
"4, [6, 8]",2.0,
"1, [19, 20]",2.0,
"5, [41, 47]",2.0,
"1, [3, 7]",1.0,
"2, [6, 7]",2.0,
"5, [22, 28]",2.0,
"1, [34, 35]",1.0,
"12, [20, 23]",3.0,
"3, [23, 25]",2.0,
"22, [37, 41]",5.0,
"7, [21, 26]",3.0,
"4, [40, 45]",1.0,
"17, [43, 48]",4.0,
"4, [26, 29]",1.0,
"8, [20, 23]",5.0,
"1, [44, 47]",1.0,
"17, [22, 27]",4.0,
"3, [41, 44]",1.0,
"11, [47, 48]",7.0,
"13, [31, 35]",2.0,
"2, [4, 6]",2.0,
"20, [17, 20]",13.0,
"50, [28, 30]",1.0,
"2, [33, 37]",1.0,
"3, [36, 40]",2.0,
"27, [49, 50]",15.0,
"5, [7, 9]",4.0,
"63, [40, 41]",1.0,
"39, [9, 11]",3.0,
"7, [13, 14]",4.0,
"4, [25, 28]",1.0,
"2, [48, 50]",1.0,
"15, [12, 14]",5.0,
"2, [27, 27]",3.0,
"23, [1, 12]",4.0,
"13, [27, 38]",2.0,
"20, [20, 31]",2.0,
"10, [7, 18]",1.0,
"32, [17, 28]",9.0,
