bidding_profile,contribution,demand
"4, [23, 26]",1.0,7
"69, [8, 13]",22.0,8
"6, [15, 18]",4.0,16
"27, [16, 19]",4.0,9
"66, [9, 12]",20.0,7
"27, [9, 11]",23.0,11
"51, [8, 11]",24.0,13
"3, [18, 19]",2.0,16
"167, [21, 25]",13.0,12
"2, [2, 2]",4.0,7
"32, [9, 10]",17.0,9
"7, [16, 19]",3.0,14
"4, [1, 5]",1.0,7
"5, [2, 7]",2.0,10
"3, [10, 10]",4.0,7
"3, [27, 30]",1.0,10
"2, [25, 26]",2.0,19
"1, [5, 6]",2.0,12
"5, [27, 33]",1.0,11
"165, [33, 35]",1.0,13
"6, [1, 3]",4.0,20
"18, [11, 12]",13.0,11
"2, [3, 4]",1.0,14
"11, [27, 30]",3.0,7
"4, [6, 8]",2.0,16
"10, [26, 31]",2.0,18
"11, [24, 27]",8.0,20
"5, [17, 19]",4.0,16
"12, [15, 20]",3.0,19
"30, [23, 28]",8.0,20
"6, [5, 7]",2.0,16
"76, [14, 15]",4.0,17
"71, [9, 13]",15.0,14
"3, [4, 6]",1.0,9
"16, [30, 32]",8.0,8
"17, [12, 15]",11.0,
"8, [28, 32]",5.0,
"14, [24, 28]",3.0,
"13, [23, 24]",7.0,
"8, [9, 11]",8.0,
"162, [27, 27]",5.0,
"14, [31, 34]",5.0,
"24, [24, 28]",8.0,
"34, [8, 13]",19.0,
"4, [15, 17]",4.0,
"21, [25, 30]",4.0,
"65, [31, 32]",6.0,
"50, [30, 35]",6.0,
"164, [12, 16]",3.0,
"18, [29, 31]",10.0,
"5, [13, 19]",1.0,
"7, [25, 25]",8.0,
"88, [10, 16]",20.0,
"161, [19, 22]",3.0,
"56, [28, 29]",1.0,
"54, [8, 12]",14.0,
"3, [1, 2]",2.0,
"111, [13, 15]",8.0,
"1, [33, 35]",1.0,
"15, [12, 14]",9.0,
"9, [32, 35]",3.0,
"122, [5, 6]",1.0,
"7, [23, 26]",5.0,
"115, [32, 35]",2.0,
"4, [1, 2]",3.0,
"2, [17, 20]",1.0,
"7, [33, 35]",4.0,
"2, [23, 24]",3.0,
"18, [3, 8]",3.0,
"37, [22, 26]",8.0,
"26, [10, 13]",14.0,
"28, [6, 6]",1.0,
"68, [19, 23]",3.0,
"4, [21, 22]",2.0,
"15, [1, 4]",4.0,
"9, [1, 4]",4.0,
"148, [32, 35]",1.0,
"20, [8, 14]",3.0,
"20, [29, 33]",6.0,
"29, [10, 11]",5.0,
"3, [18, 19]",3.0,
"10, [19, 23]",3.0,
"5, [15, 19]",2.0,
"1, [19, 19]",1.0,
"13, [15, 18]",4.0,
"5, [26, 28]",4.0,
"38, [13, 18]",10.0,
"72, [26, 30]",3.0,
"5, [2, 3]",4.0,
"11, [17, 19]",4.0,
"122, [9, 15]",24.0,
"3, [3, 6]",1.0,
"4, [5, 11]",2.0,
"59, [6, 6]",4.0,
"10, [4, 9]",2.0,
"2, [25, 30]",1.0,
"4, [2, 3]",3.0,
"14, [32, 35]",5.0,
"4, [20, 24]",2.0,
"11, [24, 25]",7.0,
"5, [18, 20]",2.0,
"14, [16, 21]",3.0,
"1, [32, 33]",2.0,
"14, [33, 35]",5.0,
"2, [2, 2]",2.0,
"39, [14, 23]",4.0,
"12, [17, 26]",3.0,
"37, [7, 16]",24.0,
"14, [12, 21]",2.0,
"9, [19, 28]",1.0,
"19, [26, 35]",5.0,
