bidding_profile,contribution,demand
"21, [30, 31]",13.0,19
"28, [18, 20]",11.0,20
"131, [21, 26]",13.0,19
"12, [1, 2]",12.0,16
"97, [10, 13]",1.0,5
"65, [10, 12]",33.0,10
"38, [15, 18]",19.0,19
"40, [33, 35]",14.0,9
"4, [2, 6]",1.0,13
"13, [14, 17]",5.0,10
"70, [9, 13]",25.0,14
"4, [29, 31]",2.0,8
"55, [29, 32]",18.0,20
"10, [10, 11]",5.0,11
"40, [3, 8]",7.0,16
"3, [7, 9]",1.0,19
"21, [27, 30]",7.0,19
"39, [29, 34]",17.0,12
"62, [18, 19]",1.0,11
"172, [2, 6]",8.0,6
"84, [9, 12]",21.0,11
"24, [26, 27]",14.0,13
"34, [24, 28]",11.0,14
"32, [12, 16]",7.0,20
"64, [10, 13]",25.0,7
"9, [17, 18]",9.0,7
"10, [21, 23]",5.0,12
"36, [3, 5]",13.0,5
"3, [3, 5]",1.0,6
"72, [24, 30]",12.0,18
"32, [18, 21]",10.0,13
"5, [1, 3]",4.0,19
"1, [10, 13]",1.0,12
"19, [1, 4]",9.0,7
"48, [23, 28]",8.0,20
"9, [34, 35]",6.0,
"48, [29, 31]",16.0,
"17, [33, 34]",9.0,
"16, [22, 24]",7.0,
"39, [3, 5]",25.0,
"20, [1, 2]",13.0,
"5, [10, 11]",5.0,
"17, [1, 3]",6.0,
"76, [19, 25]",11.0,
"65, [2, 5]",21.0,
"28, [1, 2]",16.0,
"13, [13, 19]",3.0,
"11, [14, 18]",7.0,
"90, [26, 31]",14.0,
"44, [26, 29]",12.0,
"68, [10, 15]",16.0,
"43, [7, 13]",11.0,
"170, [3, 4]",20.0,
"64, [1, 3]",17.0,
"2, [7, 10]",1.0,
"46, [26, 28]",21.0,
"6, [14, 15]",6.0,
"12, [8, 11]",6.0,
"22, [4, 8]",9.0,
"6, [32, 32]",9.0,
"18, [3, 7]",10.0,
"3, [1, 4]",1.0,
"45, [23, 27]",9.0,
"19, [15, 18]",9.0,
"30, [11, 11]",34.0,
"2, [28, 32]",1.0,
"43, [26, 28]",24.0,
"27, [29, 33]",14.0,
"48, [30, 33]",20.0,
"3, [29, 34]",1.0,
"20, [26, 27]",24.0,
"8, [8, 8]",21.0,
"28, [8, 9]",18.0,
"165, [30, 33]",1.0,
"13, [25, 29]",9.0,
"28, [10, 16]",8.0,
"13, [20, 20]",13.0,
"162, [11, 14]",14.0,
"140, [21, 27]",26.0,
"40, [11, 15]",1.0,
"28, [24, 25]",15.0,
"14, [28, 30]",6.0,
"28, [2, 4]",11.0,
"34, [13, 16]",11.0,
"3, [28, 31]",2.0,
"97, [18, 24]",18.0,
"4, [23, 27]",1.0,
"163, [14, 17]",14.0,
"8, [19, 23]",3.0,
"134, [1, 6]",12.0,
"2, [33, 34]",1.0,
"84, [7, 12]",13.0,
"40, [25, 27]",17.0,
"12, [20, 21]",17.0,
"36, [3, 5]",30.0,
"93, [9, 13]",20.0,
"141, [18, 21]",11.0,
"54, [21, 21]",15.0,
"6, [1, 3]",5.0,
"45, [28, 31]",12.0,
"124, [7, 9]",9.0,
"6, [13, 16]",5.0,
"41, [26, 27]",25.0,
"129, [14, 16]",13.0,
"47, [29, 31]",19.0,
