bidding_profile,contribution,demand
"52, [25, 26]",1.0,15
"1, [17, 20]",1.0,5
"3, [17, 19]",1.0,8
"2, [28, 28]",3.0,7
"3, [11, 14]",1.0,6
"2, [20, 23]",1.0,18
"2, [5, 10]",1.0,20
"8, [22, 24]",4.0,11
"23, [30, 30]",2.0,9
"6, [26, 27]",4.0,5
"7, [2, 3]",5.0,10
"4, [12, 18]",1.0,5
"35, [25, 31]",1.0,19
"8, [29, 32]",3.0,16
"57, [18, 19]",1.0,14
"6, [24, 30]",1.0,12
"2, [1, 3]",1.0,14
"2, [26, 28]",2.0,6
"1, [9, 9]",2.0,12
"35, [14, 16]",2.0,5
"2, [14, 17]",2.0,19
"8, [13, 17]",2.0,18
"17, [22, 26]",6.0,18
"5, [29, 35]",1.0,20
"55, [27, 33]",8.0,7
"22, [23, 25]",11.0,15
"35, [14, 19]",1.0,20
"5, [1, 2]",6.0,18
"28, [10, 12]",1.0,13
"9, [17, 17]",1.0,19
"1, [33, 34]",2.0,15
"3, [17, 20]",1.0,14
"22, [6, 9]",8.0,13
"22, [8, 11]",6.0,12
"46, [18, 18]",1.0,17
"10, [13, 14]",6.0,
"1, [5, 7]",1.0,
"3, [10, 13]",2.0,
"38, [5, 5]",1.0,
"5, [19, 22]",2.0,
"4, [17, 21]",1.0,
"4, [15, 17]",2.0,
"5, [9, 14]",2.0,
"35, [1, 3]",3.0,
"3, [19, 20]",2.0,
"2, [19, 22]",1.0,
"27, [13, 19]",7.0,
"4, [24, 26]",2.0,
"34, [27, 31]",8.0,
"30, [8, 13]",5.0,
"1, [4, 5]",1.0,
"8, [6, 10]",4.0,
"14, [34, 35]",9.0,
"52, [9, 11]",2.0,
"57, [19, 19]",2.0,
"1, [24, 24]",1.0,
"18, [3, 6]",6.0,
"9, [4, 4]",1.0,
"11, [13, 16]",7.0,
"7, [9, 14]",2.0,
"58, [8, 13]",3.0,
"28, [8, 8]",6.0,
"3, [19, 21]",2.0,
"57, [2, 5]",7.0,
"41, [29, 30]",4.0,
"10, [24, 26]",2.0,
"12, [32, 35]",3.0,
"11, [28, 32]",4.0,
"41, [2, 8]",7.0,
"34, [7, 10]",10.0,
"8, [22, 24]",6.0,
"6, [28, 30]",6.0,
"1, [31, 33]",1.0,
"5, [20, 25]",1.0,
"39, [27, 29]",7.0,
"33, [12, 17]",1.0,
"53, [4, 4]",1.0,
"4, [5, 10]",1.0,
"6, [10, 12]",2.0,
"5, [24, 29]",1.0,
"32, [21, 21]",13.0,
"9, [25, 31]",2.0,
"36, [16, 18]",1.0,
"2, [25, 28]",2.0,
"9, [1, 3]",5.0,
"28, [14, 14]",2.0,
"1, [1, 1]",1.0,
"1, [32, 32]",2.0,
"2, [5, 7]",1.0,
"3, [31, 35]",2.0,
"3, [27, 29]",3.0,
"13, [33, 35]",5.0,
"11, [1, 5]",7.0,
"2, [2, 5]",1.0,
"2, [5, 10]",1.0,
"2, [17, 17]",2.0,
"12, [14, 19]",2.0,
"4, [20, 23]",1.0,
"2, [33, 33]",3.0,
"21, [10, 13]",1.0,
"8, [34, 35]",6.0,
"56, [18, 21]",1.0,
"7, [32, 35]",2.0,
"3, [25, 28]",1.0,
"3, [29, 32]",1.0,
"31, [1, 10]",4.0,
"18, [23, 32]",2.0,
"48, [1, 10]",6.0,
"15, [15, 24]",3.0,
"38, [22, 31]",3.0,
