bidding_profile,contribution,demand
"12, [47, 50]",3.0,16
"3, [19, 24]",1.0,5
"33, [33, 36]",12.0,17
"26, [32, 35]",12.0,11
"8, [19, 22]",3.0,16
"15, [20, 22]",7.0,7
"3, [16, 19]",2.0,5
"1, [36, 37]",1.0,7
"4, [44, 48]",2.0,6
"75, [3, 3]",8.0,18
"15, [18, 19]",8.0,11
"19, [33, 36]",12.0,19
"38, [3, 7]",9.0,16
"2, [6, 11]",1.0,12
"1, [19, 19]",3.0,13
"8, [53, 56]",4.0,10
"3, [50, 51]",3.0,20
"17, [10, 11]",10.0,17
"9, [56, 62]",3.0,17
"39, [36, 36]",14.0,11
"22, [58, 61]",7.0,18
"3, [18, 18]",7.0,7
"47, [13, 17]",13.0,14
"20, [8, 11]",5.0,18
"3, [30, 34]",1.0,13
"5, [44, 50]",2.0,5
"16, [58, 60]",10.0,12
"21, [27, 30]",8.0,11
"3, [47, 52]",1.0,18
"73, [35, 38]",7.0,16
"12, [27, 29]",4.0,17
"23, [3, 5]",10.0,8
"3, [60, 61]",5.0,17
"42, [30, 34]",10.0,12
"55, [43, 44]",4.0,19
"35, [50, 53]",3.0,12
"6, [22, 28]",1.0,6
"74, [44, 48]",2.0,17
"3, [3, 5]",2.0,19
"23, [19, 23]",5.0,16
"2, [10, 12]",2.0,7
"3, [25, 30]",1.0,9
"32, [36, 39]",13.0,10
"9, [48, 49]",5.0,9
"17, [33, 38]",3.0,7
"5, [49, 53]",1.0,12
"21, [10, 16]",5.0,15
"11, [27, 31]",3.0,15
"16, [59, 61]",6.0,19
"26, [29, 35]",5.0,18
"94, [49, 49]",3.0,12
"19, [23, 29]",5.0,16
"19, [40, 43]",5.0,10
"1, [55, 56]",1.0,9
"13, [19, 23]",3.0,19
"28, [1, 4]",7.0,5
"82, [28, 30]",11.0,18
"36, [29, 33]",9.0,13
"15, [4, 7]",8.0,11
"1, [63, 63]",1.0,14
"12, [23, 26]",8.0,17
"52, [33, 36]",13.0,5
"26, [57, 59]",3.0,14
"14, [12, 17]",7.0,18
"14, [7, 12]",3.0,12
"117, [47, 48]",2.0,
"15, [8, 13]",5.0,
"13, [44, 48]",6.0,
"19, [21, 24]",7.0,
"7, [12, 12]",11.0,
"15, [39, 43]",3.0,
"40, [42, 43]",1.0,
"14, [4, 7]",7.0,
"24, [2, 5]",9.0,
"25, [34, 37]",15.0,
"27, [58, 64]",4.0,
"29, [31, 34]",11.0,
"3, [32, 34]",1.0,
"4, [6, 9]",3.0,
"89, [35, 39]",12.0,
"14, [36, 40]",8.0,
"12, [12, 14]",8.0,
"10, [39, 43]",2.0,
"4, [1, 3]",3.0,
"4, [45, 51]",6.0,
"7, [53, 54]",4.0,
"79, [26, 28]",2.0,
"5, [48, 49]",4.0,
"6, [61, 64]",3.0,
"1, [61, 61]",3.0,
"4, [49, 52]",3.0,
"1, [12, 12]",3.0,
"54, [33, 39]",13.0,
"3, [48, 50]",2.0,
"14, [20, 23]",6.0,
"11, [48, 53]",3.0,
"60, [24, 26]",2.0,
"68, [19, 22]",5.0,
"24, [22, 26]",9.0,
"20, [60, 63]",1.0,
"6, [31, 33]",5.0,
"4, [4, 4]",6.0,
"18, [33, 36]",12.0,
"16, [22, 25]",9.0,
"8, [18, 21]",3.0,
"4, [1, 1]",8.0,
"123, [11, 11]",1.0,
"101, [45, 46]",6.0,
"62, [24, 28]",9.0,
"3, [32, 33]",4.0,
"6, [39, 40]",3.0,
"101, [8, 12]",6.0,
"27, [30, 33]",9.0,
"18, [61, 64]",7.0,
"17, [9, 14]",3.0,
"25, [62, 65]",9.0,
"15, [60, 65]",5.0,
"1, [38, 39]",2.0,
"11, [1, 4]",5.0,
"105, [35, 41]",16.0,
"117, [58, 62]",7.0,
"3, [40, 41]",3.0,
"6, [45, 45]",8.0,
"20, [36, 40]",8.0,
"48, [29, 32]",12.0,
"11, [1, 4]",4.0,
"4, [6, 10]",2.0,
"4, [10, 14]",1.0,
"98, [51, 52]",1.0,
"11, [1, 4]",5.0,
"46, [22, 27]",10.0,
"19, [51, 55]",4.0,
"54, [58, 62]",5.0,
"10, [51, 54]",4.0,
"1, [38, 41]",1.0,
"5, [23, 24]",4.0,
"2, [39, 42]",1.0,
"48, [61, 64]",2.0,
"1, [52, 55]",1.0,
"1, [56, 60]",1.0,
"4, [56, 57]",2.0,
"4, [62, 62]",5.0,
"42, [24, 27]",9.0,
"10, [7, 9]",4.0,
"119, [3, 8]",7.0,
"91, [42, 46]",4.0,
"42, [47, 48]",3.0,
"6, [27, 27]",9.0,
"10, [53, 56]",4.0,
"7, [8, 12]",2.0,
"108, [1, 4]",8.0,
"3, [51, 51]",1.0,
"42, [11, 15]",10.0,
"11, [24, 26]",6.0,
"22, [11, 15]",5.0,
"11, [21, 21]",8.0,
"6, [23, 23]",6.0,
"56, [13, 18]",12.0,
"82, [8, 12]",1.0,
"87, [7, 10]",3.0,
"16, [33, 36]",5.0,
"30, [57, 62]",7.0,
"97, [29, 34]",1.0,
"5, [1, 1]",8.0,
"15, [53, 59]",5.0,
"6, [43, 46]",2.0,
"3, [1, 3]",1.0,
"16, [57, 60]",11.0,
"16, [23, 27]",5.0,
"14, [21, 25]",5.0,
"4, [26, 26]",4.0,
"15, [18, 21]",5.0,
"15, [25, 28]",10.0,
"23, [32, 35]",7.0,
"28, [2, 6]",9.0,
"4, [40, 45]",1.0,
"2, [54, 54]",5.0,
"86, [54, 57]",6.0,
"15, [2, 4]",5.0,
"30, [1, 6]",6.0,
"12, [41, 44]",3.0,
"8, [23, 25]",8.0,
"8, [45, 47]",8.0,
"4, [7, 9]",3.0,
"2, [49, 53]",1.0,
"23, [26, 29]",7.0,
"9, [51, 53]",5.0,
"2, [54, 59]",1.0,
"8, [1, 3]",4.0,
"5, [48, 51]",4.0,
"4, [54, 54]",6.0,
"2, [52, 52]",2.0,
"1, [38, 39]",2.0,
"8, [9, 12]",5.0,
"16, [27, 31]",9.0,
"29, [52, 65]",4.0,
"50, [28, 41]",8.0,
"76, [9, 22]",8.0,
"27, [23, 36]",2.0,
"84, [25, 38]",9.0,
"23, [38, 51]",3.0,
"29, [42, 55]",3.0,
"13, [14, 27]",1.0,
"123, [22, 35]",4.0,
"74, [26, 39]",7.0,
