bidding_profile,contribution,demand
"12, [40, 43]",8.0,11
"17, [64, 65]",9.0,12
"4, [21, 22]",2.0,20
"22, [63, 65]",8.0,14
"11, [17, 21]",6.0,16
"5, [4, 7]",2.0,6
"1, [8, 12]",15.0,11
"55, [20, 21]",2.0,17
"13, [36, 40]",3.0,15
"31, [12, 15]",8.0,8
"1, [34, 36]",1.0,18
"15, [16, 21]",3.0,6
"3, [22, 26]",4.0,18
"3, [36, 38]",3.0,12
"45, [11, 15]",10.0,16
"3, [64, 64]",5.0,6
"27, [28, 31]",8.0,6
"47, [59, 64]",9.0,20
"22, [15, 17]",8.0,5
"6, [52, 57]",1.0,12
"8, [1, 4]",5.0,6
"15, [53, 56]",5.0,12
"5, [47, 51]",1.0,16
"5, [28, 30]",4.0,7
"40, [19, 22]",4.0,5
"24, [53, 59]",4.0,19
"11, [1, 4]",5.0,16
"6, [6, 6]",7.0,6
"5, [4, 6]",3.0,6
"2, [48, 51]",1.0,19
"4, [57, 60]",2.0,7
"9, [9, 13]",4.0,15
"16, [28, 29]",9.0,6
"2, [30, 32]",2.0,7
"4, [48, 51]",1.0,14
"26, [35, 37]",2.0,15
"1, [48, 51]",1.0,8
"18, [27, 32]",7.0,20
"1, [16, 16]",2.0,11
"3, [24, 26]",2.0,8
"17, [13, 15]",8.0,7
"9, [32, 35]",5.0,19
"35, [14, 17]",9.0,12
"25, [10, 13]",8.0,17
"1, [65, 65]",5.0,15
"2, [20, 21]",1.0,16
"56, [12, 15]",5.0,10
"26, [62, 65]",10.0,6
"10, [57, 62]",2.0,8
"3, [35, 39]",1.0,8
"16, [17, 20]",5.0,17
"2, [53, 56]",1.0,8
"50, [15, 16]",7.0,19
"7, [21, 24]",2.0,11
"57, [40, 43]",2.0,9
"11, [45, 47]",4.0,17
"8, [43, 45]",3.0,5
"44, [6, 9]",10.0,20
"32, [16, 21]",6.0,18
"32, [14, 15]",3.0,18
"2, [3, 3]",4.0,11
"5, [19, 23]",2.0,16
"8, [13, 16]",3.0,6
"19, [63, 64]",11.0,11
"14, [12, 14]",8.0,11
"1, [26, 31]",9.0,
"4, [45, 47]",4.0,
"14, [22, 25]",2.0,
"10, [51, 56]",4.0,
"49, [44, 47]",4.0,
"16, [19, 22]",4.0,
"15, [28, 31]",5.0,
"7, [55, 56]",4.0,
"63, [30, 36]",11.0,
"11, [30, 33]",5.0,
"5, [52, 54]",2.0,
"7, [36, 39]",2.0,
"9, [43, 47]",3.0,
"8, [33, 36]",3.0,
"1, [50, 50]",1.0,
"39, [1, 3]",3.0,
"10, [53, 55]",5.0,
"56, [38, 43]",10.0,
"59, [19, 22]",3.0,
"19, [39, 44]",4.0,
"46, [6, 9]",3.0,
"48, [31, 34]",10.0,
"69, [42, 47]",3.0,
"2, [43, 46]",1.0,
"12, [5, 11]",4.0,
"44, [27, 30]",13.0,
"21, [3, 7]",6.0,
"26, [38, 40]",11.0,
"36, [1, 6]",7.0,
"8, [54, 57]",3.0,
"11, [2, 4]",6.0,
"7, [21, 25]",3.0,
"13, [13, 15]",3.0,
"45, [13, 17]",2.0,
"48, [10, 15]",11.0,
"3, [9, 12]",1.0,
"4, [64, 65]",7.0,
"32, [11, 16]",9.0,
"77, [50, 53]",2.0,
"1, [19, 22]",2.0,
"17, [18, 23]",3.0,
"28, [1, 4]",7.0,
"14, [2, 3]",8.0,
"11, [30, 33]",3.0,
"6, [61, 62]",3.0,
"32, [29, 33]",7.0,
"14, [29, 32]",6.0,
"1, [57, 57]",2.0,
"8, [13, 13]",9.0,
"14, [45, 49]",7.0,
"15, [6, 7]",8.0,
"8, [35, 40]",2.0,
"4, [21, 21]",1.0,
"1, [21, 21]",2.0,
"28, [29, 35]",4.0,
"34, [28, 31]",14.0,
"5, [26, 26]",10.0,
"6, [54, 56]",2.0,
"3, [55, 58]",1.0,
"3, [49, 54]",1.0,
"3, [14, 14]",3.0,
"1, [61, 63]",1.0,
"2, [36, 39]",1.0,
"9, [49, 53]",2.0,
"17, [1, 3]",6.0,
"36, [48, 54]",2.0,
"12, [28, 31]",3.0,
"3, [35, 39]",2.0,
"2, [49, 51]",2.0,
"3, [57, 62]",1.0,
"2, [10, 13]",2.0,
"38, [49, 53]",2.0,
"68, [29, 32]",12.0,
"53, [38, 43]",10.0,
"4, [8, 9]",7.0,
"11, [40, 41]",8.0,
"11, [38, 42]",5.0,
"1, [22, 23]",1.0,
"12, [10, 11]",6.0,
"9, [49, 52]",3.0,
"4, [17, 20]",3.0,
"76, [11, 13]",5.0,
"20, [31, 34]",6.0,
"76, [49, 54]",3.0,
"6, [57, 59]",2.0,
"7, [19, 22]",2.0,
"9, [31, 37]",3.0,
"1, [46, 48]",1.0,
"3, [4, 10]",1.0,
"32, [42, 48]",2.0,
"57, [60, 64]",12.0,
"27, [61, 65]",12.0,
"42, [39, 43]",9.0,
"12, [10, 12]",7.0,
"25, [5, 7]",12.0,
"38, [26, 28]",7.0,
"17, [1, 3]",8.0,
"39, [62, 65]",12.0,
"3, [60, 62]",2.0,
"43, [21, 24]",1.0,
"32, [57, 58]",1.0,
"28, [31, 34]",8.0,
"6, [55, 57]",3.0,
"36, [10, 13]",14.0,
"10, [63, 64]",6.0,
"45, [60, 65]",13.0,
"11, [36, 39]",3.0,
"60, [9, 14]",10.0,
"35, [17, 22]",6.0,
"47, [44, 47]",12.0,
"11, [23, 26]",8.0,
"15, [9, 10]",14.0,
"7, [12, 15]",2.0,
"12, [15, 16]",9.0,
"5, [41, 45]",1.0,
"31, [53, 59]",5.0,
"3, [36, 37]",3.0,
"11, [18, 23]",3.0,
"5, [49, 53]",1.0,
"3, [40, 42]",2.0,
"1, [62, 65]",1.0,
"5, [40, 41]",8.0,
"3, [41, 42]",2.0,
"76, [63, 65]",5.0,
"7, [50, 53]",2.0,
"39, [11, 15]",4.0,
"15, [14, 18]",5.0,
"17, [25, 30]",3.0,
"4, [19, 20]",2.0,
"2, [14, 15]",1.0,
"37, [42, 55]",3.0,
"21, [43, 56]",3.0,
"23, [50, 63]",2.0,
