bidding_profile,contribution,demand
"8, [6, 7]",4.0,7
"14, [49, 53]",5.0,20
"5, [17, 19]",8.0,5
"7, [31, 36]",2.0,20
"75, [35, 37]",2.0,5
"6, [40, 41]",5.0,5
"6, [9, 10]",3.0,14
"4, [56, 59]",2.0,8
"14, [10, 13]",4.0,11
"7, [10, 16]",1.0,14
"22, [55, 58]",7.0,18
"9, [52, 53]",5.0,20
"16, [24, 28]",4.0,8
"14, [17, 21]",5.0,6
"5, [11, 14]",2.0,11
"6, [56, 59]",3.0,5
"9, [59, 64]",4.0,11
"3, [54, 55]",5.0,9
"2, [32, 32]",2.0,14
"27, [57, 63]",4.0,14
"12, [13, 16]",3.0,19
"49, [59, 64]",6.0,16
"16, [50, 53]",6.0,14
"22, [57, 62]",1.0,16
"47, [40, 40]",6.0,13
"66, [25, 30]",3.0,11
"11, [10, 13]",3.0,7
"6, [57, 60]",3.0,17
"19, [20, 25]",10.0,19
"3, [10, 11]",3.0,18
"32, [19, 24]",7.0,9
"6, [60, 61]",7.0,7
"5, [61, 64]",3.0,11
"21, [20, 23]",6.0,18
"3, [38, 40]",2.0,11
"3, [32, 35]",2.0,19
"4, [41, 41]",4.0,20
"2, [35, 36]",3.0,8
"2, [24, 29]",1.0,16
"54, [64, 65]",6.0,5
"4, [32, 36]",1.0,18
"10, [62, 65]",3.0,17
"75, [7, 9]",2.0,9
"33, [3, 6]",9.0,14
"30, [11, 16]",5.0,10
"2, [47, 51]",1.0,8
"12, [47, 51]",5.0,15
"53, [43, 46]",3.0,9
"27, [53, 55]",1.0,14
"20, [10, 15]",4.0,19
"14, [44, 49]",3.0,9
"54, [4, 8]",1.0,9
"3, [36, 37]",3.0,9
"6, [51, 52]",4.0,11
"28, [19, 22]",9.0,17
"16, [12, 15]",4.0,20
"12, [5, 8]",3.0,15
"57, [32, 34]",2.0,20
"61, [24, 26]",4.0,13
"9, [38, 41]",6.0,14
"15, [17, 20]",5.0,16
"39, [37, 41]",12.0,12
"61, [46, 47]",3.0,12
"8, [33, 36]",3.0,17
"20, [58, 62]",4.0,12
"9, [39, 42]",5.0,
"66, [15, 16]",1.0,
"11, [63, 65]",7.0,
"51, [33, 38]",3.0,
"57, [58, 61]",5.0,
"17, [3, 6]",7.0,
"6, [32, 35]",2.0,
"15, [53, 55]",6.0,
"27, [17, 21]",7.0,
"7, [62, 64]",4.0,
