bidding_profile,contribution,demand
"101, [1, 4]",5.0,8
"72, [53, 54]",6.0,19
"79, [48, 50]",34.0,10
"5, [32, 33]",3.0,15
"3, [27, 28]",2.0,20
"11, [50, 51]",6.0,11
"14, [49, 51]",7.0,5
"11, [12, 14]",10.0,5
"25, [56, 60]",12.0,7
"12, [17, 18]",1.0,6
"3, [23, 25]",1.0,12
"75, [15, 20]",6.0,13
"89, [1, 3]",1.0,16
"50, [1, 1]",1.0,12
"25, [61, 65]",6.0,16
"1, [59, 62]",1.0,19
"115, [57, 60]",13.0,8
"93, [27, 30]",3.0,10
"49, [59, 60]",2.0,11
"122, [23, 26]",2.0,8
"1, [30, 33]",1.0,11
"3, [17, 19]",1.0,20
"1, [21, 21]",3.0,7
"25, [34, 38]",6.0,18
"18, [5, 10]",7.0,12
"1, [28, 31]",1.0,9
"1, [17, 19]",1.0,15
"2, [3, 3]",7.0,13
"123, [61, 63]",5.0,19
"1, [18, 20]",1.0,20
"2, [20, 23]",2.0,19
"4, [29, 30]",4.0,19
"2, [40, 42]",2.0,10
"14, [14, 18]",3.0,19
"2, [52, 53]",3.0,18
"1, [29, 31]",1.0,6
"2, [10, 11]",1.0,19
"22, [3, 8]",5.0,18
"94, [16, 22]",1.0,8
"14, [32, 35]",5.0,12
"87, [40, 43]",2.0,20
"9, [42, 47]",2.0,20
"2, [10, 14]",1.0,13
"94, [54, 59]",11.0,5
"3, [39, 40]",3.0,16
"12, [56, 59]",7.0,7
"21, [2, 6]",10.0,9
"84, [30, 33]",3.0,20
"3, [17, 21]",2.0,16
"78, [41, 43]",1.0,16
"10, [4, 8]",4.0,7
"5, [46, 46]",7.0,20
"2, [59, 63]",1.0,16
"6, [32, 33]",3.0,13
"6, [43, 47]",2.0,7
"4, [60, 63]",1.0,7
"5, [59, 62]",2.0,18
"3, [27, 31]",1.0,13
"64, [64, 65]",1.0,13
"11, [61, 63]",4.0,8
"3, [3, 7]",1.0,19
"99, [39, 42]",1.0,8
"28, [50, 53]",8.0,17
"8, [36, 39]",2.0,7
"2, [7, 10]",1.0,9
"13, [4, 6]",7.0,
"43, [39, 43]",1.0,
"13, [35, 37]",6.0,
"36, [41, 44]",3.0,
"3, [29, 32]",1.0,
"19, [36, 42]",3.0,
"17, [46, 51]",3.0,
"36, [3, 5]",14.0,
"6, [39, 42]",2.0,
"4, [17, 18]",2.0,
"3, [33, 37]",2.0,
"81, [5, 5]",1.0,
"16, [32, 35]",5.0,
