bidding_profile,contribution,demand
"5, [15, 17]",3.0,5
"6, [31, 33]",2.0,7
"6, [14, 17]",4.0,14
"107, [5, 5]",3.0,12
"1, [27, 28]",1.0,17
"19, [23, 27]",5.0,12
"4, [56, 58]",2.0,14
"10, [18, 23]",2.0,16
"25, [35, 37]",1.0,20
"8, [44, 44]",8.0,16
"81, [49, 51]",3.0,18
"15, [43, 45]",5.0,15
"3, [59, 62]",1.0,16
"110, [9, 13]",3.0,19
"81, [25, 25]",1.0,13
"66, [28, 30]",1.0,14
"2, [30, 33]",1.0,13
"11, [33, 38]",2.0,12
"1, [19, 23]",1.0,8
"96, [25, 27]",4.0,11
"14, [21, 23]",5.0,15
"12, [57, 62]",2.0,8
"2, [27, 29]",1.0,10
"3, [30, 32]",1.0,11
"3, [50, 52]",2.0,11
"1, [26, 29]",1.0,20
"40, [61, 65]",8.0,13
"7, [17, 20]",2.0,14
"5, [30, 35]",1.0,8
"8, [50, 53]",3.0,11
"4, [15, 18]",1.0,14
"122, [7, 8]",2.0,12
"1, [18, 21]",1.0,16
"18, [47, 53]",5.0,10
"24, [33, 33]",1.0,14
"2, [33, 35]",2.0,5
"3, [35, 39]",2.0,9
"2, [59, 61]",1.0,13
"22, [64, 65]",2.0,6
"47, [38, 40]",16.0,6
"5, [47, 48]",6.0,14
"6, [39, 42]",4.0,9
"2, [13, 17]",1.0,20
"2, [31, 32]",2.0,8
"20, [11, 14]",6.0,5
"2, [8, 10]",1.0,14
"3, [60, 63]",1.0,20
"12, [54, 56]",4.0,20
"21, [37, 42]",4.0,19
"14, [54, 57]",4.0,15
"2, [31, 32]",2.0,10
"11, [44, 45]",8.0,6
"24, [29, 29]",1.0,13
"2, [7, 8]",3.0,20
"111, [3, 5]",2.0,8
"5, [29, 34]",1.0,7
"5, [27, 31]",1.0,17
"25, [29, 35]",1.0,20
"2, [25, 25]",3.0,7
"10, [54, 59]",3.0,6
"2, [50, 53]",2.0,9
"3, [13, 16]",1.0,9
"3, [44, 45]",4.0,14
"4, [24, 28]",1.0,7
"10, [15, 19]",2.0,12
"6, [33, 37]",2.0,
"96, [7, 10]",3.0,
"1, [7, 7]",1.0,
"34, [30, 34]",1.0,
"1, [60, 64]",1.0,
"4, [52, 53]",3.0,
