bidding_profile,contribution,demand
"7, [62, 65]",2.0,17
"35, [29, 34]",3.0,20
"11, [9, 12]",1.0,8
"1, [10, 13]",1.0,19
"5, [11, 15]",1.0,10
"10, [28, 29]",11.0,17
"30, [40, 43]",6.0,19
"17, [7, 12]",4.0,18
"1, [1, 3]",1.0,6
"3, [32, 35]",1.0,7
"5, [23, 28]",2.0,8
"8, [58, 61]",2.0,9
"78, [27, 30]",21.0,18
"60, [13, 19]",9.0,19
"11, [14, 19]",4.0,7
"4, [10, 13]",1.0,15
"6, [1, 1]",7.0,9
"5, [50, 54]",2.0,9
"2, [21, 22]",1.0,18
"36, [30, 34]",8.0,18
"2, [44, 44]",2.0,19
"154, [10, 13]",1.0,7
"13, [51, 57]",2.0,10
"2, [48, 51]",1.0,10
"3, [52, 54]",1.0,18
"3, [7, 7]",3.0,19
"75, [57, 59]",1.0,5
"2, [39, 44]",1.0,16
"3, [10, 13]",1.0,12
"63, [55, 56]",1.0,18
"1, [12, 13]",1.0,18
"1, [17, 18]",1.0,12
"4, [2, 6]",2.0,20
"4, [2, 3]",4.0,13
"27, [29, 31]",9.0,11
"85, [17, 23]",2.0,12
"2, [54, 57]",1.0,7
"23, [29, 31]",8.0,19
"3, [40, 45]",1.0,15
"144, [5, 9]",1.0,16
"2, [36, 37]",2.0,20
"30, [38, 43]",7.0,19
"126, [16, 16]",1.0,16
"2, [4, 6]",1.0,9
"25, [60, 65]",1.0,12
"82, [37, 40]",1.0,14
"34, [28, 30]",13.0,9
"6, [38, 39]",10.0,6
"44, [63, 65]",2.0,17
"9, [13, 18]",2.0,11
"2, [1, 1]",8.0,18
"10, [18, 22]",2.0,19
"1, [60, 63]",1.0,7
"4, [37, 40]",1.0,20
"12, [20, 23]",3.0,14
"3, [64, 65]",2.0,14
"30, [29, 33]",8.0,16
"65, [34, 37]",1.0,12
"35, [28, 30]",13.0,5
"18, [3, 4]",10.0,9
"5, [28, 29]",5.0,15
"3, [57, 59]",1.0,18
"3, [63, 65]",1.0,16
"6, [44, 47]",2.0,8
"5, [14, 16]",3.0,8
"68, [52, 52]",1.0,
"14, [46, 51]",3.0,
"79, [55, 58]",1.0,
"4, [59, 63]",1.0,
"45, [16, 17]",1.0,
"11, [20, 23]",5.0,
"5, [36, 41]",1.0,
"149, [48, 50]",2.0,
"2, [4, 8]",1.0,
"15, [48, 52]",3.0,
"12, [46, 50]",4.0,
"31, [43, 48]",6.0,
"9, [20, 20]",6.0,
"34, [40, 46]",7.0,
"113, [61, 64]",4.0,
"121, [26, 29]",30.0,
"4, [57, 59]",2.0,
"10, [42, 44]",4.0,
"2, [30, 32]",1.0,
"4, [47, 48]",3.0,
"7, [62, 65]",2.0,
"31, [41, 46]",10.0,
"135, [34, 38]",1.0,
"26, [20, 26]",5.0,
"1, [57, 61]",1.0,
"6, [45, 48]",4.0,
"33, [51, 54]",2.0,
"11, [13, 15]",4.0,
"2, [59, 61]",1.0,
"13, [61, 64]",5.0,
"4, [50, 55]",1.0,
"29, [26, 28]",21.0,
"3, [10, 12]",1.0,
"1, [46, 48]",1.0,
"1, [47, 47]",4.0,
"1, [57, 59]",1.0,
"2, [51, 52]",2.0,
"18, [61, 65]",4.0,
"3, [17, 20]",2.0,
"3, [3, 5]",3.0,
"73, [52, 58]",4.0,
"4, [30, 31]",5.0,
"127, [27, 31]",6.0,
"13, [44, 47]",5.0,
"8, [57, 63]",2.0,
"24, [27, 32]",7.0,
"9, [49, 52]",3.0,
"18, [21, 26]",4.0,
"6, [29, 30]",7.0,
"5, [48, 50]",4.0,
"92, [11, 17]",1.0,
"27, [30, 32]",9.0,
"11, [41, 43]",4.0,
"2, [63, 65]",2.0,
"8, [2, 3]",12.0,
"7, [4, 7]",3.0,
"51, [40, 43]",1.0,
"27, [1, 3]",9.0,
"5, [5, 11]",2.0,
"5, [4, 6]",4.0,
"16, [52, 58]",4.0,
"50, [20, 23]",2.0,
"5, [56, 58]",4.0,
"5, [34, 39]",2.0,
"4, [11, 14]",1.0,
"149, [24, 28]",1.0,
"3, [23, 26]",1.0,
"3, [47, 49]",3.0,
"12, [3, 8]",2.0,
"7, [61, 65]",2.0,
"63, [56, 62]",1.0,
"33, [42, 46]",8.0,
"4, [18, 20]",2.0,
"14, [7, 8]",9.0,
"4, [37, 40]",1.0,
"6, [23, 29]",1.0,
"16, [16, 22]",3.0,
"6, [16, 19]",3.0,
"2, [23, 24]",1.0,
"22, [47, 52]",4.0,
"16, [37, 40]",1.0,
"39, [33, 38]",10.0,
"3, [62, 64]",1.0,
"4, [56, 62]",2.0,
"3, [8, 13]",1.0,
"132, [21, 24]",2.0,
"7, [57, 60]",2.0,
"102, [27, 30]",26.0,
"6, [46, 49]",2.0,
"4, [1, 1]",5.0,
"37, [12, 16]",1.0,
"2, [8, 11]",1.0,
"52, [57, 59]",2.0,
"6, [53, 55]",4.0,
"3, [60, 62]",1.0,
"132, [6, 9]",3.0,
"1, [16, 16]",1.0,
"8, [47, 50]",3.0,
"66, [34, 39]",1.0,
"10, [17, 21]",2.0,
"1, [64, 65]",1.0,
"3, [16, 19]",2.0,
"2, [10, 11]",1.0,
"8, [34, 38]",2.0,
"24, [30, 33]",9.0,
"2, [34, 35]",1.0,
"9, [17, 23]",2.0,
"79, [25, 28]",34.0,
"112, [37, 37]",2.0,
"117, [48, 50]",2.0,
"1, [1, 1]",1.0,
"28, [26, 30]",12.0,
"6, [2, 6]",2.0,
"4, [54, 56]",2.0,
"39, [26, 29]",16.0,
"2, [52, 56]",1.0,
"34, [8, 9]",1.0,
"1, [60, 64]",1.0,
"17, [48, 51]",3.0,
"2, [48, 49]",1.0,
"59, [27, 30]",22.0,
"5, [53, 55]",2.0,
"4, [38, 40]",2.0,
"60, [41, 47]",10.0,
"5, [54, 59]",1.0,
"5, [39, 44]",1.0,
"9, [46, 51]",4.0,
"2, [22, 23]",3.0,
"12, [19, 24]",3.0,
"79, [58, 63]",2.0,
"98, [52, 65]",4.0,
"139, [2, 15]",11.0,
"28, [20, 33]",3.0,
"9, [5, 18]",2.0,
"10, [37, 50]",1.0,
"123, [42, 55]",9.0,
