bidding_profile,contribution,demand
"91, [25, 31]",15.0,9
"4, [44, 47]",1.0,14
"4, [4, 7]",1.0,10
"14, [15, 17]",5.0,18
"2, [22, 24]",1.0,19
"53, [27, 31]",11.0,9
"2, [29, 31]",1.0,6
"6, [43, 48]",1.0,10
"7, [6, 10]",4.0,19
"5, [20, 23]",2.0,20
"51, [47, 51]",2.0,5
"1, [20, 23]",1.0,6
"16, [61, 64]",5.0,10
"2, [29, 30]",1.0,5
"2, [5, 5]",5.0,19
"21, [59, 64]",7.0,7
"8, [32, 33]",3.0,17
"4, [47, 51]",1.0,8
"4, [23, 26]",1.0,17
"5, [46, 50]",2.0,17
"48, [26, 31]",13.0,14
"47, [20, 24]",3.0,7
"84, [39, 42]",1.0,6
"9, [6, 12]",2.0,12
"2, [8, 11]",2.0,17
"1, [51, 55]",1.0,8
"11, [29, 32]",3.0,17
"6, [22, 28]",1.0,11
"6, [54, 56]",2.0,13
"27, [26, 29]",13.0,19
"2, [22, 27]",1.0,16
"8, [39, 42]",3.0,8
"10, [1, 2]",5.0,11
"5, [47, 51]",2.0,8
"67, [23, 28]",1.0,9
"5, [42, 44]",3.0,18
"1, [45, 45]",1.0,15
"4, [46, 49]",2.0,8
"39, [53, 59]",8.0,18
"60, [16, 20]",2.0,13
"4, [48, 49]",2.0,20
"6, [31, 34]",2.0,12
"1, [63, 65]",1.0,19
"3, [42, 44]",3.0,18
"1, [49, 49]",4.0,9
"22, [2, 5]",1.0,8
"63, [60, 63]",2.0,6
"8, [11, 17]",2.0,5
"16, [1, 4]",5.0,18
"38, [53, 54]",8.0,14
"5, [50, 54]",2.0,11
"82, [24, 28]",1.0,5
"6, [39, 43]",3.0,20
"3, [13, 17]",2.0,9
"4, [53, 56]",2.0,20
"22, [37, 39]",9.0,20
"11, [50, 55]",2.0,12
"3, [45, 49]",1.0,19
"5, [54, 56]",2.0,18
"4, [60, 61]",4.0,5
"4, [45, 49]",1.0,8
"8, [16, 19]",2.0,17
"7, [42, 44]",4.0,6
"1, [21, 23]",1.0,15
"8, [49, 52]",3.0,6
"96, [13, 13]",1.0,
"2, [47, 49]",1.0,
"63, [53, 58]",2.0,
"16, [16, 17]",8.0,
"11, [7, 13]",3.0,
"79, [35, 38]",1.0,
"1, [38, 39]",2.0,
"2, [17, 17]",6.0,
"7, [41, 45]",2.0,
"6, [6, 7]",3.0,
"3, [31, 34]",2.0,
"4, [48, 54]",1.0,
"26, [49, 55]",7.0,
"2, [14, 16]",1.0,
"8, [11, 13]",3.0,
"7, [60, 63]",4.0,
"3, [8, 12]",1.0,
"18, [16, 20]",5.0,
"60, [57, 62]",1.0,
"5, [5, 10]",1.0,
"4, [55, 58]",2.0,
"2, [30, 31]",2.0,
"4, [9, 12]",1.0,
"5, [47, 49]",2.0,
"2, [16, 18]",2.0,
"5, [15, 17]",2.0,
"2, [42, 44]",1.0,
"48, [27, 31]",11.0,
"2, [1, 1]",5.0,
"5, [1, 3]",4.0,
"4, [57, 61]",1.0,
"12, [19, 24]",2.0,
"16, [33, 35]",7.0,
"4, [16, 21]",1.0,
"8, [3, 6]",2.0,
"5, [20, 21]",3.0,
"9, [20, 23]",3.0,
"4, [4, 10]",1.0,
"5, [7, 11]",3.0,
"92, [13, 14]",2.0,
"4, [47, 53]",2.0,
"3, [30, 32]",3.0,
"7, [62, 65]",5.0,
"2, [47, 49]",1.0,
"5, [21, 26]",1.0,
"42, [37, 43]",1.0,
"6, [37, 42]",16.0,
"4, [51, 54]",2.0,
"14, [41, 44]",4.0,
"16, [2, 8]",3.0,
"43, [52, 55]",2.0,
"25, [38, 39]",3.0,
"2, [63, 65]",1.0,
"4, [10, 12]",2.0,
"51, [36, 39]",17.0,
"58, [57, 59]",1.0,
"12, [26, 32]",2.0,
"2, [20, 22]",1.0,
"3, [14, 16]",1.0,
"4, [6, 8]",3.0,
"111, [11, 14]",1.0,
"15, [15, 19]",7.0,
"10, [28, 32]",3.0,
"3, [15, 17]",1.0,
"31, [27, 30]",9.0,
"2, [12, 14]",1.0,
"11, [61, 65]",4.0,
"8, [15, 17]",3.0,
"5, [41, 46]",2.0,
"14, [42, 46]",3.0,
"7, [6, 10]",4.0,
"48, [4, 5]",1.0,
"5, [61, 63]",5.0,
"12, [8, 11]",4.0,
"107, [4, 7]",1.0,
"74, [45, 47]",2.0,
"19, [36, 39]",9.0,
"10, [1, 6]",2.0,
"4, [20, 26]",1.0,
"109, [50, 52]",1.0,
"16, [1, 4]",6.0,
"6, [63, 65]",5.0,
"6, [30, 32]",2.0,
"15, [37, 37]",16.0,
"16, [42, 45]",4.0,
"6, [64, 65]",3.0,
"3, [51, 53]",1.0,
"65, [5, 6]",2.0,
"24, [4, 9]",1.0,
"20, [6, 10]",5.0,
"5, [58, 59]",8.0,
"35, [25, 29]",9.0,
"41, [20, 21]",3.0,
"6, [35, 40]",1.0,
"78, [7, 7]",4.0,
"9, [60, 63]",4.0,
"1, [46, 49]",1.0,
"6, [41, 43]",4.0,
"18, [1, 4]",6.0,
"3, [51, 53]",2.0,
"6, [10, 13]",2.0,
"3, [4, 7]",1.0,
"83, [48, 50]",2.0,
"3, [59, 60]",3.0,
"4, [29, 30]",2.0,
"69, [46, 50]",1.0,
"15, [5, 9]",5.0,
"1, [22, 24]",1.0,
"49, [46, 50]",2.0,
"3, [28, 31]",1.0,
"22, [7, 7]",1.0,
"97, [35, 36]",3.0,
"6, [20, 21]",3.0,
"20, [55, 58]",5.0,
"1, [24, 24]",1.0,
"13, [2, 5]",6.0,
"3, [5, 10]",1.0,
"27, [37, 39]",9.0,
"18, [15, 16]",9.0,
"6, [55, 56]",4.0,
"2, [13, 15]",2.0,
"5, [20, 22]",2.0,
"16, [20, 25]",3.0,
"10, [34, 38]",2.0,
"73, [21, 22]",1.0,
"5, [63, 65]",5.0,
"5, [41, 46]",1.0,
"5, [60, 61]",5.0,
"14, [3, 7]",3.0,
"45, [40, 41]",3.0,
"76, [16, 29]",8.0,
"33, [31, 44]",3.0,
"4, [22, 35]",1.0,
"21, [9, 22]",1.0,
"37, [10, 23]",3.0,
"25, [52, 65]",2.0,
"94, [51, 64]",1.0,
