bidding_profile,contribution,demand
"32, [11, 13]",4.0,11
"8, [39, 40]",7.0,15
"17, [39, 41]",12.0,20
"89, [58, 64]",16.0,12
"17, [62, 65]",7.0,12
"163, [55, 57]",1.0,11
"93, [5, 6]",7.0,13
"146, [59, 60]",2.0,18
"33, [48, 49]",24.0,6
"11, [62, 65]",4.0,16
"2, [29, 33]",1.0,13
"44, [20, 24]",16.0,18
"14, [2, 5]",4.0,7
"35, [38, 42]",16.0,7
"6, [25, 29]",3.0,17
"21, [22, 24]",13.0,9
"134, [39, 43]",2.0,6
"10, [25, 28]",3.0,8
"10, [51, 54]",4.0,15
"3, [52, 54]",1.0,15
"3, [6, 10]",2.0,16
"89, [39, 42]",15.0,20
"4, [8, 14]",2.0,7
"21, [61, 64]",12.0,20
"20, [60, 64]",10.0,11
"12, [14, 17]",4.0,13
"41, [48, 54]",12.0,11
"3, [21, 23]",1.0,18
"112, [29, 34]",3.0,6
"12, [40, 42]",4.0,11
"28, [3, 6]",8.0,12
"49, [61, 65]",14.0,12
"8, [35, 40]",3.0,10
"32, [62, 64]",12.0,12
"9, [23, 26]",3.0,17
"7, [55, 58]",2.0,13
"16, [7, 9]",7.0,10
"5, [21, 25]",1.0,16
"96, [53, 56]",8.0,18
"11, [24, 27]",3.0,7
"9, [3, 7]",2.0,5
"94, [60, 64]",2.0,18
"41, [2, 7]",7.0,16
"92, [35, 38]",1.0,11
"64, [43, 49]",3.0,12
"5, [42, 42]",7.0,11
"41, [15, 19]",20.0,19
"165, [4, 4]",3.0,12
"57, [33, 35]",1.0,13
"14, [6, 10]",6.0,18
"112, [1, 3]",7.0,8
"11, [3, 8]",4.0,13
"15, [1, 3]",8.0,6
"14, [33, 35]",1.0,12
"3, [35, 37]",2.0,18
"19, [48, 51]",5.0,18
"6, [41, 41]",8.0,11
"131, [4, 6]",1.0,20
"3, [29, 30]",2.0,12
"31, [59, 64]",10.0,13
"3, [4, 7]",1.0,18
"2, [8, 12]",1.0,6
"7, [51, 53]",5.0,9
"2, [54, 54]",3.0,8
"21, [8, 8]",1.0,10
"8, [59, 63]",15.0,
"7, [25, 28]",2.0,
"5, [23, 26]",2.0,
"81, [60, 65]",15.0,
"10, [3, 6]",6.0,
"3, [59, 61]",1.0,
"128, [5, 10]",1.0,
"106, [37, 41]",1.0,
"2, [62, 64]",1.0,
"149, [30, 30]",1.0,
"51, [16, 18]",19.0,
"5, [55, 59]",1.0,
"5, [53, 55]",2.0,
"11, [11, 12]",10.0,
"1, [6, 8]",1.0,
"7, [50, 53]",2.0,
"166, [42, 44]",2.0,
"1, [30, 33]",1.0,
"2, [59, 61]",2.0,
"16, [1, 6]",7.0,
"2, [32, 34]",1.0,
"3, [37, 39]",1.0,
"14, [50, 52]",9.0,
"23, [17, 21]",12.0,
"1, [36, 39]",1.0,
"2, [8, 10]",2.0,
"15, [10, 14]",6.0,
"19, [48, 51]",11.0,
"30, [43, 48]",6.0,
"7, [26, 32]",1.0,
"4, [32, 37]",1.0,
"3, [55, 57]",1.0,
"19, [52, 54]",8.0,
"1, [33, 35]",1.0,
"4, [26, 29]",2.0,
"59, [36, 40]",2.0,
"4, [30, 33]",2.0,
"114, [45, 45]",1.0,
"5, [25, 29]",1.0,
"117, [30, 35]",1.0,
"17, [39, 45]",4.0,
"76, [43, 49]",2.0,
"8, [35, 40]",3.0,
"111, [9, 13]",1.0,
"7, [57, 60]",3.0,
"2, [35, 41]",1.0,
"13, [6, 7]",7.0,
"21, [47, 48]",24.0,
"3, [9, 12]",1.0,
"4, [26, 29]",1.0,
"2, [33, 37]",1.0,
"19, [43, 45]",7.0,
"110, [36, 38]",1.0,
"140, [41, 45]",10.0,
"111, [29, 32]",3.0,
"8, [29, 32]",3.0,
"4, [24, 27]",1.0,
"41, [51, 56]",8.0,
"21, [41, 44]",8.0,
"34, [49, 52]",9.0,
"1, [65, 65]",2.0,
"24, [41, 46]",10.0,
"31, [4, 7]",8.0,
"15, [55, 59]",3.0,
"5, [8, 12]",2.0,
"33, [40, 43]",13.0,
"53, [33, 34]",1.0,
"8, [26, 28]",3.0,
"5, [35, 36]",4.0,
"8, [50, 51]",8.0,
"15, [2, 6]",4.0,
"18, [5, 8]",7.0,
"8, [26, 31]",2.0,
"5, [60, 63]",7.0,
"3, [14, 16]",3.0,
"130, [57, 57]",2.0,
"130, [62, 65]",11.0,
"2, [32, 33]",1.0,
"2, [22, 22]",5.0,
"2, [35, 37]",1.0,
"12, [4, 6]",4.0,
"3, [64, 65]",2.0,
"3, [57, 59]",1.0,
"14, [61, 64]",4.0,
"7, [55, 59]",2.0,
"6, [18, 21]",3.0,
"9, [58, 58]",17.0,
"3, [37, 41]",1.0,
"11, [27, 30]",3.0,
"84, [56, 59]",2.0,
"1, [46, 46]",2.0,
"96, [64, 65]",1.0,
"2, [55, 57]",1.0,
"3, [26, 29]",1.0,
"11, [47, 49]",6.0,
"14, [50, 54]",6.0,
"10, [28, 32]",3.0,
"6, [24, 27]",2.0,
"9, [24, 29]",3.0,
"31, [38, 40]",14.0,
"22, [18, 19]",12.0,
"7, [1, 4]",2.0,
"35, [6, 9]",2.0,
"18, [61, 63]",13.0,
"42, [63, 65]",2.0,
"15, [30, 32]",1.0,
"44, [48, 51]",13.0,
"4, [13, 18]",1.0,
"4, [24, 28]",2.0,
"4, [59, 59]",4.0,
"3, [29, 31]",1.0,
"5, [60, 63]",4.0,
"57, [56, 58]",5.0,
"18, [40, 42]",7.0,
"8, [1, 3]",6.0,
"1, [32, 36]",1.0,
"9, [50, 55]",3.0,
"97, [25, 30]",3.0,
"1, [64, 65]",2.0,
"1, [37, 40]",1.0,
"168, [31, 34]",1.0,
"9, [35, 37]",4.0,
