bidding_profile,contribution,demand
"16, [7, 10]",4.0,17
"3, [29, 30]",3.0,9
"30, [4, 6]",18.0,15
"4, [7, 8]",3.0,17
"3, [36, 38]",2.0,12
"14, [48, 53]",3.0,6
"49, [17, 23]",7.0,15
"45, [7, 10]",4.0,9
"14, [55, 58]",5.0,8
"40, [62, 65]",6.0,19
"27, [20, 22]",2.0,19
"22, [7, 12]",4.0,10
"2, [51, 55]",1.0,11
"1, [37, 40]",1.0,17
"5, [14, 17]",4.0,9
"5, [7, 9]",2.0,14
"3, [47, 50]",2.0,9
"6, [21, 22]",3.0,8
"3, [51, 53]",3.0,7
"7, [23, 24]",5.0,17
"11, [36, 39]",5.0,5
"32, [4, 6]",12.0,9
"2, [47, 47]",2.0,11
"7, [48, 52]",2.0,17
"11, [15, 20]",2.0,19
"8, [58, 62]",4.0,15
"53, [48, 53]",3.0,15
"45, [14, 17]",3.0,13
"35, [14, 15]",1.0,20
"11, [13, 18]",3.0,9
"48, [34, 36]",1.0,6
"3, [51, 54]",1.0,9
"6, [47, 52]",1.0,7
"2, [38, 39]",1.0,8
"17, [1, 4]",7.0,11
"5, [35, 38]",4.0,17
"36, [6, 10]",3.0,12
"10, [56, 56]",13.0,13
"13, [18, 19]",2.0,9
"1, [46, 49]",1.0,5
"5, [1, 4]",4.0,15
"38, [11, 12]",1.0,20
"3, [48, 51]",2.0,16
"5, [18, 19]",3.0,5
"22, [43, 47]",2.0,8
"19, [30, 34]",4.0,10
"7, [37, 38]",6.0,5
"4, [42, 45]",1.0,7
"12, [36, 40]",3.0,11
"28, [8, 14]",4.0,6
"2, [34, 38]",1.0,19
"18, [59, 65]",6.0,15
"19, [24, 25]",12.0,7
"25, [55, 57]",13.0,19
"6, [6, 9]",4.0,5
"6, [42, 43]",4.0,14
"3, [42, 42]",3.0,15
"3, [16, 19]",2.0,6
"5, [45, 50]",1.0,13
"11, [53, 57]",3.0,5
"9, [27, 31]",5.0,11
"2, [52, 56]",1.0,14
"5, [44, 46]",2.0,18
"4, [45, 46]",2.0,17
"5, [61, 62]",4.0,20
"2, [44, 45]",3.0,
"11, [37, 40]",6.0,
"3, [31, 32]",3.0,
"11, [28, 30]",6.0,
"2, [25, 27]",1.0,
"17, [1, 3]",11.0,
"8, [59, 62]",2.0,
"21, [48, 53]",4.0,
"2, [46, 48]",2.0,
"3, [40, 42]",1.0,
"10, [28, 32]",5.0,
"6, [14, 15]",5.0,
"6, [28, 30]",4.0,
"16, [42, 47]",3.0,
"2, [37, 37]",2.0,
"25, [15, 19]",6.0,
"4, [50, 50]",6.0,
"8, [49, 52]",3.0,
"8, [46, 52]",2.0,
"17, [36, 41]",5.0,
"15, [33, 36]",4.0,
"1, [34, 34]",2.0,
"2, [18, 20]",3.0,
"5, [21, 25]",3.0,
"5, [6, 8]",5.0,
"50, [55, 56]",10.0,
"19, [39, 43]",1.0,
"4, [15, 20]",2.0,
"7, [51, 54]",2.0,
"1, [21, 22]",1.0,
"52, [41, 44]",13.0,
"3, [39, 43]",2.0,
"7, [18, 21]",2.0,
"22, [43, 48]",5.0,
"4, [53, 55]",2.0,
"3, [32, 35]",1.0,
"14, [61, 65]",7.0,
"1, [36, 38]",1.0,
"11, [62, 65]",3.0,
"16, [43, 46]",5.0,
"6, [51, 54]",3.0,
"7, [17, 21]",4.0,
"8, [58, 61]",2.0,
"27, [26, 30]",6.0,
"48, [28, 31]",7.0,
"7, [25, 29]",3.0,
"3, [37, 41]",1.0,
"23, [12, 17]",3.0,
"5, [50, 54]",1.0,
"30, [35, 38]",5.0,
"3, [42, 43]",3.0,
"8, [36, 38]",4.0,
"31, [17, 23]",5.0,
"11, [23, 26]",3.0,
"6, [58, 60]",4.0,
"11, [52, 54]",3.0,
"1, [43, 44]",1.0,
"29, [16, 20]",7.0,
"3, [61, 62]",2.0,
"5, [58, 63]",2.0,
"11, [8, 13]",4.0,
"47, [22, 23]",1.0,
"36, [51, 54]",2.0,
"19, [11, 15]",4.0,
"24, [14, 18]",2.0,
"16, [36, 41]",3.0,
"35, [7, 11]",3.0,
"11, [59, 61]",5.0,
"4, [63, 65]",4.0,
"2, [51, 53]",2.0,
"5, [13, 16]",3.0,
"5, [29, 31]",4.0,
"10, [16, 17]",5.0,
"11, [5, 8]",4.0,
"4, [11, 17]",1.0,
"6, [28, 30]",6.0,
"26, [27, 31]",6.0,
"5, [13, 16]",2.0,
"7, [2, 3]",6.0,
"4, [12, 15]",3.0,
"20, [60, 63]",6.0,
"18, [6, 9]",5.0,
"6, [3, 7]",2.0,
"6, [17, 17]",7.0,
"7, [38, 40]",7.0,
"20, [17, 21]",6.0,
"10, [47, 50]",1.0,
"4, [40, 44]",1.0,
"30, [61, 65]",6.0,
"20, [51, 54]",1.0,
"13, [49, 52]",5.0,
"17, [10, 14]",8.0,
"2, [18, 21]",1.0,
"1, [38, 39]",1.0,
"6, [33, 38]",3.0,
"7, [18, 19]",8.0,
"26, [1, 1]",7.0,
"11, [50, 54]",5.0,
"2, [13, 15]",2.0,
"17, [35, 38]",2.0,
"1, [3, 5]",1.0,
"31, [59, 63]",1.0,
"4, [34, 35]",2.0,
"26, [17, 22]",8.0,
"11, [42, 45]",4.0,
"29, [43, 46]",4.0,
"44, [54, 57]",26.0,
"52, [59, 63]",1.0,
"3, [30, 34]",2.0,
"35, [24, 29]",10.0,
"21, [16, 19]",4.0,
"8, [40, 43]",2.0,
"11, [10, 12]",7.0,
"6, [63, 65]",3.0,
"8, [44, 47]",3.0,
"16, [28, 31]",7.0,
"19, [44, 47]",4.0,
"4, [35, 39]",2.0,
"18, [41, 43]",11.0,
"4, [38, 41]",1.0,
"2, [16, 18]",1.0,
"10, [24, 26]",6.0,
"7, [47, 49]",3.0,
"2, [43, 46]",2.0,
"6, [58, 61]",2.0,
"12, [11, 14]",3.0,
"52, [13, 15]",4.0,
"7, [26, 31]",2.0,
"4, [16, 20]",1.0,
"5, [23, 26]",2.0,
