bidding_profile,contribution,demand
"98, [15, 20]",1.0,19
"21, [59, 65]",4.0,18
"26, [26, 31]",5.0,18
"42, [71, 75]",1.0,5
"8, [26, 29]",5.0,7
"87, [68, 71]",5.0,5
"25, [68, 72]",5.0,8
"5, [52, 55]",2.0,10
"2, [11, 15]",1.0,10
"15, [57, 60]",6.0,17
"11, [1, 4]",4.0,17
"1, [1, 1]",1.0,7
"3, [21, 25]",1.0,9
"2, [32, 33]",2.0,10
"4, [55, 59]",1.0,8
"33, [56, 58]",12.0,8
"4, [1, 4]",1.0,6
"4, [41, 47]",1.0,7
"6, [52, 57]",1.0,10
"4, [71, 74]",1.0,18
"47, [58, 61]",1.0,20
"5, [43, 48]",1.0,15
"19, [11, 14]",5.0,20
"5, [27, 31]",3.0,12
"2, [62, 66]",1.0,16
"23, [39, 41]",2.0,19
"101, [11, 16]",7.0,20
"101, [49, 55]",6.0,11
"2, [15, 20]",1.0,12
"7, [38, 44]",1.0,5
"81, [74, 75]",13.0,16
"92, [67, 72]",1.0,7
"16, [32, 36]",8.0,13
"3, [42, 45]",1.0,7
"41, [63, 67]",1.0,14
"6, [11, 14]",3.0,19
"2, [26, 27]",2.0,16
"4, [22, 25]",1.0,16
"3, [16, 18]",1.0,9
"10, [41, 45]",2.0,7
"4, [27, 31]",1.0,20
"3, [34, 34]",4.0,8
"97, [1, 2]",1.0,16
"20, [36, 42]",3.0,5
"6, [41, 46]",1.0,6
"42, [9, 10]",1.0,10
"6, [62, 68]",2.0,7
"4, [20, 21]",5.0,16
"6, [50, 53]",2.0,19
"9, [49, 52]",6.0,10
"12, [48, 49]",6.0,18
"5, [50, 53]",2.0,12
"48, [17, 23]",1.0,11
"1, [3, 4]",1.0,17
"3, [70, 74]",1.0,14
"1, [47, 47]",1.0,16
"5, [20, 22]",7.0,18
"1, [61, 63]",1.0,10
"3, [41, 42]",2.0,6
"12, [72, 75]",3.0,13
"11, [1, 4]",6.0,15
"3, [63, 66]",2.0,14
"3, [71, 74]",1.0,6
"98, [56, 59]",5.0,5
"30, [67, 73]",6.0,17
"3, [25, 27]",1.0,17
"4, [51, 54]",1.0,20
"2, [53, 56]",1.0,5
"17, [23, 28]",4.0,6
"5, [3, 8]",1.0,10
"6, [46, 48]",2.0,5
"10, [45, 49]",2.0,19
"10, [39, 44]",2.0,20
"3, [39, 43]",1.0,19
"4, [67, 71]",2.0,13
"25, [19, 23]",5.0,
"79, [72, 73]",4.0,
"25, [52, 54]",2.0,
"2, [9, 12]",1.0,
"90, [70, 71]",1.0,
"1, [1, 3]",1.0,
"5, [66, 66]",7.0,
"109, [24, 28]",2.0,
"1, [70, 72]",1.0,
"1, [39, 41]",1.0,
"6, [40, 43]",2.0,
"58, [10, 11]",4.0,
"3, [22, 25]",2.0,
"8, [60, 64]",2.0,
"3, [52, 55]",1.0,
"26, [36, 38]",3.0,
"4, [58, 60]",4.0,
"9, [9, 12]",1.0,
"6, [41, 44]",2.0,
"5, [32, 36]",3.0,
"13, [66, 70]",5.0,
"3, [42, 46]",1.0,
"47, [31, 35]",11.0,
"9, [57, 62]",4.0,
"8, [36, 39]",3.0,
"1, [40, 40]",1.0,
"6, [21, 24]",2.0,
"6, [18, 23]",1.0,
"91, [42, 45]",2.0,
"5, [40, 44]",1.0,
"3, [13, 16]",1.0,
"24, [57, 58]",5.0,
"3, [10, 14]",1.0,
"6, [62, 64]",2.0,
"9, [48, 51]",4.0,
"1, [46, 46]",1.0,
"30, [32, 35]",11.0,
"3, [9, 11]",1.0,
"1, [24, 24]",2.0,
"3, [2, 6]",1.0,
"2, [30, 31]",1.0,
"11, [44, 49]",2.0,
"3, [68, 70]",1.0,
"26, [10, 13]",8.0,
"4, [23, 25]",3.0,
"3, [41, 42]",2.0,
"1, [24, 28]",3.0,
"9, [36, 40]",2.0,
"4, [4, 7]",1.0,
"9, [48, 51]",3.0,
"91, [21, 25]",2.0,
"52, [13, 13]",1.0,
"3, [70, 72]",1.0,
"31, [57, 61]",12.0,
"10, [74, 75]",5.0,
"5, [61, 63]",2.0,
"3, [41, 45]",1.0,
"1, [51, 51]",2.0,
"75, [70, 71]",1.0,
"20, [49, 54]",7.0,
"90, [42, 42]",2.0,
"5, [42, 44]",2.0,
"5, [20, 25]",2.0,
"12, [23, 27]",3.0,
"6, [63, 67]",3.0,
"7, [74, 75]",7.0,
"9, [19, 23]",5.0,
"4, [9, 13]",1.0,
"4, [71, 75]",1.0,
"2, [39, 44]",1.0,
"70, [68, 73]",3.0,
"111, [40, 45]",1.0,
"9, [1, 4]",3.0,
"3, [4, 6]",1.0,
"5, [24, 28]",2.0,
"28, [45, 50]",1.0,
"2, [45, 48]",1.0,
"7, [59, 62]",3.0,
"2, [57, 59]",1.0,
"11, [36, 41]",5.0,
"13, [56, 57]",11.0,
"6, [23, 28]",1.0,
"4, [61, 64]",1.0,
"4, [30, 33]",1.0,
"4, [23, 26]",1.0,
"4, [40, 44]",2.0,
"48, [27, 29]",1.0,
"18, [65, 66]",10.0,
"71, [73, 75]",6.0,
"1, [45, 45]",1.0,
"7, [50, 53]",2.0,
"4, [63, 66]",3.0,
"6, [61, 63]",3.0,
"4, [17, 22]",1.0,
"24, [68, 71]",6.0,
"2, [16, 18]",1.0,
"7, [35, 39]",2.0,
"90, [36, 37]",2.0,
"5, [62, 67]",1.0,
"79, [60, 64]",3.0,
"9, [55, 59]",4.0,
"3, [51, 53]",2.0,
"105, [13, 17]",1.0,
"5, [28, 34]",1.0,
"19, [67, 72]",4.0,
"112, [43, 48]",2.0,
"1, [52, 52]",1.0,
"5, [51, 51]",2.0,
"4, [72, 74]",2.0,
"3, [15, 17]",1.0,
"16, [31, 34]",7.0,
"2, [1, 3]",2.0,
"5, [41, 44]",2.0,
"89, [68, 72]",2.0,
"1, [23, 25]",1.0,
"1, [18, 20]",1.0,
"36, [20, 23]",2.0,
"4, [5, 8]",1.0,
"24, [57, 60]",12.0,
"6, [22, 25]",2.0,
"6, [37, 40]",3.0,
"29, [1, 5]",6.0,
"2, [61, 64]",1.0,
"1, [2, 3]",1.0,
"75, [38, 42]",2.0,
"4, [5, 9]",1.0,
"10, [36, 40]",4.0,
"8, [23, 29]",2.0,
"2, [51, 54]",1.0,
"11, [24, 29]",3.0,
"2, [2, 5]",1.0,
"2, [46, 49]",1.0,
"72, [7, 11]",7.0,
"7, [62, 64]",3.0,
"2, [59, 61]",2.0,
"2, [12, 13]",2.0,
"21, [1, 4]",6.0,
"2, [70, 72]",1.0,
"9, [72, 75]",3.0,
"2, [41, 46]",1.0,
"59, [14, 16]",2.0,
"2, [70, 73]",1.0,
"2, [16, 18]",1.0,
"32, [26, 26]",3.0,
"6, [13, 17]",2.0,
"7, [44, 49]",2.0,
"38, [65, 67]",14.0,
"63, [63, 68]",2.0,
"3, [28, 31]",1.0,
"3, [45, 47]",1.0,
"65, [7, 22]",5.0,
"10, [45, 60]",1.0,
"22, [21, 36]",2.0,
"15, [45, 60]",1.0,
"6, [19, 34]",1.0,
"30, [1, 16]",3.0,
"9, [28, 43]",1.0,
"16, [1, 16]",2.0,
"65, [33, 48]",7.0,
"43, [49, 64]",4.0,
