bidding_profile,contribution,demand
"6, [25, 31]",1.0,8
"6, [65, 70]",2.0,14
"2, [4, 5]",1.0,9
"2, [44, 47]",1.0,16
"9, [7, 8]",5.0,19
"2, [46, 50]",1.0,19
"1, [25, 27]",1.0,20
"15, [16, 20]",4.0,11
"99, [63, 66]",1.0,18
"3, [41, 44]",1.0,6
"91, [9, 15]",3.0,7
"3, [56, 58]",1.0,11
"19, [4, 10]",3.0,5
"24, [28, 31]",8.0,20
"1, [19, 19]",2.0,9
"4, [13, 16]",1.0,15
"9, [49, 53]",3.0,15
"17, [31, 34]",6.0,18
"4, [53, 55]",2.0,16
"3, [24, 28]",1.0,15
"19, [22, 26]",5.0,20
"4, [64, 69]",1.0,7
"9, [20, 24]",2.0,12
"4, [39, 42]",1.0,7
"23, [6, 12]",4.0,20
"8, [8, 11]",3.0,13
"84, [51, 55]",5.0,9
"7, [29, 32]",2.0,12
"22, [22, 28]",4.0,12
"3, [54, 56]",1.0,16
"114, [26, 29]",1.0,20
"46, [22, 27]",4.0,9
"3, [39, 42]",1.0,10
"7, [1, 2]",5.0,17
"2, [66, 71]",1.0,8
"5, [33, 36]",2.0,20
"4, [70, 75]",1.0,16
"20, [20, 23]",5.0,12
"4, [12, 15]",1.0,8
"24, [56, 59]",6.0,14
"21, [66, 72]",2.0,7
"38, [16, 20]",8.0,17
"2, [48, 49]",2.0,5
"20, [31, 34]",5.0,10
"3, [63, 65]",1.0,7
"31, [42, 44]",2.0,8
"3, [49, 49]",4.0,19
"56, [2, 5]",2.0,13
"3, [60, 63]",1.0,8
"53, [67, 70]",2.0,6
"2, [53, 53]",6.0,20
"3, [50, 54]",1.0,15
"118, [65, 68]",2.0,8
"6, [31, 34]",2.0,19
"18, [15, 20]",5.0,5
"7, [24, 27]",2.0,5
"49, [61, 65]",2.0,6
"36, [3, 8]",1.0,20
"60, [16, 20]",2.0,9
"8, [36, 41]",2.0,10
"7, [29, 35]",2.0,11
"55, [16, 20]",6.0,16
"14, [23, 25]",5.0,17
"64, [63, 67]",1.0,19
"22, [16, 19]",7.0,8
"6, [42, 44]",3.0,17
"6, [21, 23]",6.0,15
"8, [49, 52]",3.0,6
"1, [13, 13]",1.0,10
"4, [66, 68]",2.0,6
"122, [44, 49]",2.0,7
"2, [50, 52]",1.0,10
"66, [16, 19]",5.0,5
"16, [48, 51]",5.0,6
"4, [44, 47]",2.0,11
"8, [1, 2]",4.0,
"4, [7, 11]",2.0,
"2, [36, 36]",6.0,
"59, [16, 20]",12.0,
"2, [74, 75]",2.0,
"27, [59, 65]",2.0,
"5, [63, 69]",1.0,
"18, [14, 16]",13.0,
"1, [11, 13]",1.0,
