bidding_profile,contribution,demand
"4, [53, 54]",2.0,15
"32, [48, 51]",11.0,5
"21, [3, 4]",4.0,10
"2, [73, 73]",2.0,12
"25, [19, 24]",6.0,13
"91, [50, 54]",11.0,12
"4, [8, 12]",1.0,10
"1, [21, 21]",1.0,7
"94, [11, 15]",1.0,13
"4, [12, 14]",3.0,12
"33, [42, 45]",10.0,18
"9, [59, 63]",2.0,10
"17, [24, 27]",5.0,15
"59, [32, 32]",3.0,5
"3, [56, 58]",3.0,6
"36, [45, 51]",7.0,6
"2, [69, 71]",1.0,11
"6, [59, 64]",1.0,20
"3, [4, 7]",1.0,9
"51, [1, 2]",3.0,20
"69, [73, 75]",5.0,16
"38, [72, 75]",6.0,9
"8, [13, 17]",3.0,16
"54, [14, 15]",1.0,11
"4, [56, 59]",1.0,5
"32, [15, 17]",1.0,16
"4, [1, 1]",6.0,5
"2, [35, 35]",6.0,15
"3, [54, 57]",1.0,9
"2, [67, 68]",2.0,14
"17, [33, 38]",6.0,7
"2, [7, 12]",1.0,13
"9, [7, 12]",2.0,5
"30, [36, 42]",7.0,8
"4, [36, 39]",1.0,18
"4, [39, 42]",1.0,15
"3, [16, 17]",2.0,5
"21, [54, 59]",3.0,13
"6, [57, 59]",2.0,9
"3, [73, 75]",1.0,18
"2, [67, 70]",1.0,5
"24, [4, 8]",5.0,20
"4, [8, 13]",1.0,20
"18, [15, 20]",3.0,9
"11, [16, 19]",3.0,16
"2, [68, 70]",1.0,15
"71, [39, 43]",1.0,11
"8, [1, 4]",6.0,19
"28, [49, 55]",9.0,7
"3, [28, 30]",1.0,12
"3, [19, 21]",2.0,14
"1, [40, 41]",1.0,14
"6, [16, 18]",2.0,20
"6, [70, 70]",7.0,10
"10, [16, 19]",3.0,17
"2, [69, 71]",1.0,17
"11, [51, 54]",4.0,13
"7, [21, 23]",3.0,10
"3, [68, 72]",1.0,12
"7, [3, 4]",5.0,13
"74, [14, 15]",3.0,5
"2, [22, 23]",1.0,20
"5, [72, 73]",4.0,5
"27, [53, 58]",5.0,19
"55, [47, 50]",2.0,17
"7, [18, 22]",2.0,7
"4, [51, 53]",2.0,15
"2, [61, 64]",1.0,15
"12, [55, 61]",3.0,10
"16, [35, 40]",8.0,17
"5, [61, 67]",1.0,14
"2, [59, 61]",2.0,10
"4, [74, 75]",3.0,14
"42, [26, 30]",9.0,20
"3, [45, 47]",1.0,8
"24, [26, 32]",6.0,
"1, [40, 42]",1.0,
"24, [66, 69]",6.0,
"3, [1, 3]",1.0,
"55, [2, 4]",1.0,
"6, [40, 45]",1.0,
"3, [64, 64]",9.0,
"14, [37, 39]",6.0,
"12, [71, 73]",4.0,
"12, [44, 45]",7.0,
"3, [62, 62]",3.0,
"12, [37, 40]",6.0,
"4, [18, 23]",1.0,
"29, [7, 8]",1.0,
"2, [46, 46]",5.0,
"2, [7, 9]",1.0,
"28, [64, 66]",10.0,
"6, [57, 61]",2.0,
"2, [4, 4]",5.0,
"33, [51, 51]",8.0,
"94, [14, 18]",1.0,
"62, [72, 75]",5.0,
"2, [61, 62]",1.0,
"4, [66, 69]",3.0,
"12, [67, 69]",6.0,
"96, [11, 15]",1.0,
"6, [35, 38]",2.0,
"3, [8, 11]",1.0,
"45, [42, 46]",15.0,
"25, [1, 5]",6.0,
"13, [18, 21]",7.0,
"3, [31, 33]",2.0,
"10, [71, 75]",3.0,
"4, [40, 45]",1.0,
"9, [3, 8]",2.0,
"7, [58, 62]",2.0,
"2, [21, 24]",1.0,
"3, [63, 65]",1.0,
"43, [39, 42]",1.0,
"11, [72, 75]",5.0,
"8, [2, 3]",6.0,
"81, [61, 64]",1.0,
"16, [67, 70]",5.0,
"6, [19, 21]",4.0,
"2, [3, 6]",1.0,
"2, [60, 62]",1.0,
"3, [68, 72]",1.0,
"16, [37, 40]",5.0,
"35, [49, 54]",11.0,
"20, [48, 50]",9.0,
"4, [35, 35]",5.0,
"82, [9, 11]",3.0,
"31, [49, 54]",10.0,
"3, [21, 22]",2.0,
"13, [31, 37]",2.0,
"88, [3, 5]",2.0,
"3, [1, 4]",1.0,
"1, [34, 35]",1.0,
"13, [11, 16]",3.0,
"6, [23, 25]",3.0,
"11, [4, 7]",4.0,
"19, [53, 58]",6.0,
"1, [56, 58]",1.0,
"3, [1, 3]",2.0,
"5, [12, 18]",2.0,
"5, [57, 59]",2.0,
"6, [39, 44]",1.0,
"20, [2, 5]",5.0,
"93, [64, 69]",6.0,
"22, [64, 67]",6.0,
"90, [73, 75]",6.0,
"13, [37, 40]",4.0,
"10, [11, 14]",4.0,
"2, [59, 61]",1.0,
"35, [16, 17]",2.0,
"3, [11, 11]",3.0,
"54, [5, 7]",1.0,
"9, [15, 17]",3.0,
"1, [47, 49]",1.0,
"3, [26, 27]",2.0,
"1, [56, 56]",1.0,
"33, [22, 25]",2.0,
"3, [45, 49]",1.0,
"2, [45, 48]",1.0,
"7, [8, 11]",2.0,
"9, [4, 8]",3.0,
"5, [33, 38]",1.0,
"3, [43, 48]",1.0,
"11, [1, 5]",6.0,
"7, [46, 49]",2.0,
"3, [17, 21]",1.0,
"77, [4, 5]",1.0,
"3, [72, 75]",2.0,
"33, [35, 41]",10.0,
"12, [2, 6]",5.0,
"22, [9, 13]",6.0,
"3, [6, 7]",2.0,
"3, [25, 27]",1.0,
"3, [1, 3]",2.0,
"2, [55, 57]",2.0,
"2, [34, 36]",1.0,
"11, [17, 22]",2.0,
"4, [8, 9]",2.0,
"8, [32, 34]",7.0,
"10, [29, 30]",1.0,
"28, [65, 68]",3.0,
"16, [51, 53]",8.0,
"8, [32, 33]",4.0,
"6, [6, 11]",1.0,
"1, [73, 75]",1.0,
"3, [30, 33]",2.0,
"2, [6, 9]",1.0,
"84, [53, 57]",1.0,
"4, [5, 8]",2.0,
"1, [10, 11]",1.0,
"3, [65, 67]",3.0,
"7, [73, 75]",4.0,
"26, [51, 57]",4.0,
"23, [71, 75]",8.0,
"79, [67, 72]",3.0,
"10, [71, 74]",3.0,
"5, [55, 58]",3.0,
"42, [55, 61]",3.0,
"58, [50, 56]",9.0,
"11, [28, 32]",3.0,
"4, [63, 64]",2.0,
"5, [16, 18]",2.0,
"13, [65, 68]",6.0,
"3, [64, 66]",2.0,
"11, [70, 75]",5.0,
"24, [1, 2]",3.0,
"76, [11, 12]",1.0,
"14, [45, 49]",4.0,
"42, [43, 47]",9.0,
"3, [45, 45]",4.0,
"82, [10, 13]",1.0,
"51, [46, 51]",3.0,
"7, [24, 25]",8.0,
"12, [45, 50]",5.0,
"12, [52, 54]",4.0,
"11, [56, 60]",3.0,
"5, [58, 60]",2.0,
"3, [69, 71]",1.0,
"1, [61, 62]",1.0,
"17, [52, 54]",8.0,
"96, [57, 60]",3.0,
"3, [58, 61]",1.0,
"65, [25, 30]",1.0,
"88, [27, 31]",6.0,
"12, [49, 51]",4.0,
"11, [13, 28]",2.0,
"96, [49, 64]",6.0,
"46, [3, 18]",4.0,
"88, [3, 18]",1.0,
