bidding_profile,contribution,demand
"2, [38, 41]",1.0,7
"4, [33, 37]",1.0,16
"11, [58, 60]",4.0,19
"1, [11, 13]",1.0,13
"2, [50, 51]",1.0,8
"94, [1, 3]",2.0,16
"7, [15, 18]",3.0,16
"119, [66, 66]",1.0,15
"2, [38, 39]",1.0,10
"3, [72, 75]",1.0,6
"1, [29, 31]",1.0,19
"20, [28, 31]",5.0,15
"4, [26, 27]",3.0,17
"12, [63, 68]",2.0,19
"8, [44, 47]",4.0,8
"2, [68, 68]",2.0,7
"1, [4, 4]",1.0,19
"54, [20, 25]",1.0,16
"20, [69, 75]",4.0,6
"5, [69, 72]",2.0,5
"3, [40, 43]",1.0,13
"31, [63, 66]",1.0,11
"147, [55, 58]",11.0,19
"24, [14, 18]",1.0,12
"2, [72, 75]",1.0,6
"4, [3, 6]",3.0,5
"8, [55, 55]",8.0,10
"4, [74, 75]",2.0,13
"7, [22, 27]",3.0,10
"50, [63, 65]",3.0,10
"1, [73, 75]",1.0,14
"15, [42, 43]",15.0,17
"85, [41, 46]",28.0,7
"12, [44, 45]",7.0,19
"11, [36, 39]",3.0,19
"12, [70, 73]",3.0,11
"7, [35, 36]",4.0,15
"39, [49, 53]",1.0,10
"131, [66, 69]",2.0,11
"1, [68, 68]",2.0,6
"1, [18, 19]",1.0,20
"6, [1, 3]",2.0,20
"12, [29, 33]",4.0,14
"17, [22, 28]",3.0,15
"3, [70, 72]",1.0,18
"3, [37, 40]",1.0,11
"20, [45, 51]",7.0,12
"6, [51, 52]",6.0,13
"92, [48, 52]",1.0,11
"5, [36, 39]",3.0,10
"1, [5, 6]",1.0,17
"115, [20, 23]",1.0,7
"2, [18, 20]",2.0,10
"10, [1, 3]",4.0,6
"8, [27, 31]",5.0,20
"1, [33, 34]",1.0,20
"4, [66, 69]",1.0,11
"4, [52, 53]",2.0,13
"13, [34, 34]",13.0,7
"37, [17, 21]",21.0,9
"148, [28, 30]",3.0,12
"118, [68, 70]",2.0,7
"46, [6, 10]",22.0,9
"116, [33, 35]",1.0,16
"20, [51, 54]",6.0,11
"5, [3, 4]",4.0,14
"73, [39, 43]",2.0,8
"8, [28, 31]",2.0,7
"10, [26, 29]",5.0,19
"14, [24, 27]",6.0,20
"42, [67, 73]",6.0,8
"19, [70, 74]",4.0,15
"3, [29, 30]",2.0,11
"15, [52, 55]",5.0,17
"5, [61, 63]",3.0,17
"3, [66, 69]",1.0,
"5, [62, 66]",1.0,
"2, [49, 51]",1.0,
"3, [72, 74]",1.0,
"8, [45, 45]",10.0,
"78, [25, 29]",7.0,
"2, [69, 72]",1.0,
"29, [11, 14]",16.0,
"5, [24, 25]",6.0,
"5, [59, 60]",4.0,
"3, [62, 64]",1.0,
"27, [23, 27]",7.0,
"2, [7, 7]",6.0,
"41, [24, 29]",8.0,
"120, [74, 75]",4.0,
"20, [68, 70]",4.0,
"6, [7, 13]",1.0,
"14, [55, 57]",7.0,
"1, [35, 35]",2.0,
"40, [14, 18]",1.0,
"7, [1, 4]",3.0,
"1, [73, 73]",1.0,
"2, [70, 70]",2.0,
"103, [40, 45]",1.0,
"5, [62, 66]",1.0,
"12, [44, 45]",12.0,
"10, [69, 73]",2.0,
"2, [73, 74]",1.0,
"49, [2, 3]",1.0,
"6, [36, 38]",4.0,
"12, [30, 36]",4.0,
"3, [64, 68]",1.0,
"14, [57, 59]",5.0,
"17, [29, 33]",4.0,
"2, [1, 3]",1.0,
"4, [72, 75]",1.0,
"5, [32, 37]",1.0,
"3, [3, 6]",1.0,
"2, [2, 3]",2.0,
"2, [72, 73]",1.0,
"6, [18, 20]",2.0,
"10, [8, 12]",4.0,
"5, [32, 36]",1.0,
"40, [42, 46]",23.0,
"50, [24, 27]",7.0,
"23, [44, 48]",10.0,
"2, [30, 34]",1.0,
"8, [46, 49]",5.0,
"16, [64, 69]",5.0,
"13, [46, 50]",5.0,
"29, [42, 48]",11.0,
"4, [33, 37]",1.0,
"25, [4, 9]",1.0,
"1, [20, 21]",1.0,
"54, [56, 60]",20.0,
"6, [22, 24]",2.0,
"1, [35, 37]",1.0,
"6, [1, 4]",2.0,
"116, [60, 63]",1.0,
"5, [39, 42]",2.0,
"5, [31, 35]",1.0,
"10, [28, 32]",5.0,
"7, [35, 37]",3.0,
"5, [55, 55]",12.0,
"16, [67, 71]",5.0,
"81, [35, 39]",2.0,
"24, [52, 56]",5.0,
"1, [32, 32]",1.0,
"4, [5, 8]",1.0,
"1, [20, 21]",1.0,
"5, [9, 13]",1.0,
"73, [11, 14]",10.0,
"32, [42, 46]",14.0,
"7, [24, 28]",3.0,
"12, [36, 41]",2.0,
"27, [23, 27]",7.0,
"6, [10, 16]",1.0,
"104, [32, 35]",1.0,
"3, [32, 34]",1.0,
"109, [54, 58]",1.0,
"2, [48, 51]",1.0,
"3, [72, 75]",1.0,
"3, [73, 75]",1.0,
"3, [50, 53]",1.0,
"3, [21, 26]",1.0,
"9, [61, 62]",5.0,
"12, [59, 64]",2.0,
"4, [43, 47]",1.0,
"3, [62, 66]",1.0,
"102, [72, 74]",1.0,
"79, [32, 35]",1.0,
"4, [3, 5]",2.0,
"34, [24, 29]",7.0,
"7, [1, 4]",3.0,
"122, [1, 3]",4.0,
"71, [29, 29]",3.0,
"21, [64, 69]",6.0,
"12, [43, 44]",15.0,
"119, [67, 71]",4.0,
"34, [66, 72]",6.0,
"7, [44, 50]",1.0,
"137, [69, 75]",4.0,
"3, [32, 34]",1.0,
"3, [4, 7]",1.0,
"59, [44, 48]",12.0,
"24, [28, 32]",5.0,
"2, [42, 47]",1.0,
"9, [13, 17]",4.0,
"10, [64, 65]",5.0,
"23, [34, 36]",8.0,
"6, [63, 66]",3.0,
"143, [65, 69]",6.0,
"18, [13, 17]",4.0,
"3, [73, 75]",1.0,
"43, [75, 75]",21.0,
"2, [49, 52]",1.0,
"129, [15, 17]",3.0,
"17, [22, 27]",3.0,
"2, [31, 36]",1.0,
"4, [29, 33]",2.0,
"2, [71, 72]",1.0,
"2, [20, 24]",1.0,
"3, [32, 35]",1.0,
"11, [46, 52]",3.0,
"1, [10, 11]",1.0,
"33, [23, 26]",9.0,
"7, [43, 44]",9.0,
"11, [23, 28]",4.0,
"40, [28, 32]",4.0,
"146, [44, 45]",13.0,
"10, [18, 22]",2.0,
"6, [57, 57]",8.0,
"9, [2, 5]",5.0,
"3, [21, 26]",1.0,
"3, [1, 4]",2.0,
"4, [4, 9]",1.0,
"10, [68, 73]",4.0,
"4, [25, 29]",2.0,
"5, [59, 64]",1.0,
"146, [66, 70]",1.0,
"9, [30, 33]",3.0,
"5, [18, 22]",2.0,
"23, [23, 26]",8.0,
"7, [19, 22]",1.0,
"3, [21, 23]",1.0,
"2, [9, 12]",1.0,
"7, [48, 54]",1.0,
"38, [27, 30]",4.0,
"9, [64, 66]",4.0,
"90, [18, 19]",1.0,
"43, [28, 43]",3.0,
"60, [29, 44]",4.0,
