bidding_profile,contribution,demand
"4, [11, 13]",3.0,9
"2, [39, 40]",1.0,6
"3, [39, 41]",1.0,6
"24, [58, 64]",4.0,20
"50, [62, 67]",1.0,12
"8, [55, 57]",8.0,18
"11, [5, 6]",8.0,6
"26, [71, 75]",15.0,17
"34, [4, 8]",7.0,10
"63, [9, 13]",4.0,8
"6, [29, 33]",2.0,11
"70, [20, 24]",1.0,17
"4, [2, 5]",3.0,7
"3, [38, 42]",1.0,12
"92, [25, 29]",2.0,20
"5, [22, 24]",5.0,14
"2, [39, 43]",1.0,20
"5, [25, 28]",2.0,9
"85, [51, 54]",8.0,9
"6, [52, 54]",4.0,10
"4, [6, 10]",2.0,12
"2, [39, 42]",1.0,17
"16, [8, 14]",3.0,20
"5, [61, 64]",3.0,13
"31, [60, 64]",1.0,16
"3, [14, 17]",1.0,7
"25, [48, 54]",8.0,16
"2, [21, 23]",1.0,10
"13, [29, 34]",4.0,20
"1, [40, 42]",1.0,8
"105, [3, 6]",3.0,17
"5, [61, 66]",1.0,18
"6, [66, 71]",2.0,14
"55, [32, 36]",1.0,9
"7, [31, 33]",4.0,8
"118, [42, 48]",1.0,6
"2, [2, 2]",2.0,14
"5, [63, 66]",2.0,20
"15, [61, 65]",3.0,15
"3, [13, 17]",1.0,5
"5, [36, 37]",3.0,12
"56, [26, 32]",3.0,14
"8, [24, 27]",2.0,7
"135, [44, 49]",2.0,18
"13, [9, 14]",3.0,5
"29, [52, 57]",8.0,16
"3, [10, 11]",3.0,8
"10, [55, 56]",8.0,20
"6, [12, 14]",2.0,11
"1, [47, 47]",1.0,6
"10, [53, 54]",9.0,11
"5, [62, 65]",2.0,20
"8, [3, 8]",3.0,6
"6, [1, 3]",4.0,10
"8, [33, 35]",3.0,10
"23, [72, 75]",13.0,19
"3, [70, 73]",1.0,20
"2, [61, 63]",1.0,7
"7, [16, 16]",11.0,6
"124, [39, 40]",2.0,15
"149, [23, 26]",2.0,16
"15, [56, 58]",6.0,17
"24, [8, 11]",6.0,19
"3, [70, 74]",1.0,10
"145, [51, 53]",10.0,8
"1, [54, 54]",1.0,14
"2, [8, 8]",2.0,6
"15, [59, 63]",3.0,12
"7, [25, 28]",3.0,13
"3, [23, 26]",2.0,8
"13, [60, 65]",4.0,19
"3, [3, 6]",2.0,6
"8, [59, 61]",3.0,20
"48, [5, 10]",10.0,11
"4, [37, 41]",1.0,19
"6, [62, 64]",2.0,
"1, [30, 30]",1.0,
"158, [16, 18]",4.0,
"26, [55, 59]",6.0,
"16, [53, 55]",10.0,
"1, [11, 12]",1.0,
"17, [6, 8]",6.0,
"23, [50, 53]",7.0,
"156, [42, 44]",2.0,
"8, [30, 33]",3.0,
"12, [59, 61]",4.0,
"53, [71, 73]",7.0,
"13, [50, 51]",11.0,
"40, [38, 42]",11.0,
"97, [1, 3]",8.0,
"8, [11, 14]",2.0,
"10, [43, 47]",2.0,
"7, [19, 21]",4.0,
"3, [3, 6]",1.0,
"9, [66, 70]",2.0,
"3, [39, 42]",1.0,
"9, [56, 59]",5.0,
"20, [51, 56]",10.0,
"16, [32, 38]",3.0,
"5, [3, 8]",1.0,
"2, [13, 17]",1.0,
"5, [11, 14]",2.0,
"63, [44, 47]",16.0,
"5, [37, 40]",3.0,
"150, [24, 28]",1.0,
"3, [68, 68]",3.0,
"4, [25, 29]",2.0,
"13, [30, 35]",4.0,
"14, [39, 45]",2.0,
"56, [43, 49]",1.0,
"57, [35, 40]",2.0,
"147, [9, 13]",1.0,
"15, [57, 60]",5.0,
"7, [35, 41]",1.0,
"17, [74, 75]",10.0,
"26, [14, 17]",1.0,
"1, [13, 14]",1.0,
"4, [32, 35]",1.0,
"34, [66, 69]",2.0,
"5, [24, 29]",1.0,
"4, [40, 42]",2.0,
"4, [22, 25]",1.0,
"2, [40, 43]",1.0,
"103, [73, 75]",11.0,
"9, [29, 32]",4.0,
"7, [24, 27]",3.0,
"33, [51, 56]",8.0,
"6, [41, 44]",2.0,
"51, [49, 52]",14.0,
"1, [65, 67]",1.0,
"11, [41, 46]",2.0,
"25, [4, 7]",8.0,
"18, [55, 59]",5.0,
"26, [8, 12]",6.0,
"86, [40, 43]",1.0,
"3, [33, 34]",4.0,
"121, [72, 74]",13.0,
"6, [28, 31]",2.0,
"15, [12, 16]",3.0,
"4, [14, 17]",1.0,
"7, [32, 33]",4.0,
"4, [35, 38]",1.0,
"150, [58, 61]",3.0,
"2, [63, 64]",2.0,
"10, [20, 23]",3.0,
"9, [10, 15]",2.0,
"1, [21, 22]",1.0,
"3, [26, 27]",2.0,
"127, [5, 8]",7.0,
"6, [26, 28]",2.0,
"3, [11, 14]",1.0,
"8, [57, 59]",5.0,
"12, [61, 64]",3.0,
"5, [55, 59]",1.0,
"18, [18, 21]",7.0,
"14, [58, 58]",2.0,
"14, [68, 71]",4.0,
"2, [67, 71]",1.0,
"72, [28, 33]",2.0,
"11, [11, 16]",2.0,
"124, [9, 12]",5.0,
"45, [1, 7]",7.0,
"4, [45, 46]",3.0,
"23, [56, 59]",6.0,
"5, [38, 41]",2.0,
"3, [15, 19]",1.0,
"9, [32, 35]",3.0,
"5, [41, 43]",2.0,
"12, [53, 57]",4.0,
"77, [42, 43]",2.0,
"1, [65, 66]",1.0,
"14, [1, 4]",4.0,
"14, [6, 9]",4.0,
"2, [61, 63]",2.0,
"7, [63, 66]",2.0,
"2, [30, 32]",1.0,
"32, [48, 51]",9.0,
"2, [13, 18]",1.0,
"120, [24, 28]",2.0,
"59, [66, 69]",2.0,
"4, [67, 68]",2.0,
"2, [43, 46]",1.0,
"3, [65, 68]",1.0,
"8, [68, 71]",3.0,
"8, [40, 44]",2.0,
"127, [7, 8]",6.0,
"4, [18, 21]",2.0,
"107, [58, 64]",1.0,
"15, [33, 37]",4.0,
"2, [35, 37]",2.0,
"7, [37, 40]",2.0,
"7, [31, 34]",2.0,
"9, [35, 37]",4.0,
"129, [15, 20]",13.0,
"1, [14, 14]",1.0,
"4, [34, 36]",4.0,
"8, [55, 56]",4.0,
"4, [2, 5]",1.0,
"3, [27, 30]",2.0,
"67, [8, 13]",3.0,
"4, [21, 24]",1.0,
"8, [8, 11]",2.0,
"103, [25, 30]",1.0,
"3, [65, 67]",1.0,
"12, [25, 30]",2.0,
"43, [4, 8]",10.0,
"6, [54, 54]",8.0,
"42, [72, 75]",12.0,
"5, [8, 10]",3.0,
"6, [40, 45]",1.0,
"4, [74, 75]",7.0,
"7, [25, 28]",3.0,
"6, [54, 55]",5.0,
"152, [67, 69]",1.0,
"14, [23, 27]",4.0,
"57, [34, 37]",1.0,
"2, [53, 53]",2.0,
"10, [54, 57]",5.0,
"2, [70, 72]",1.0,
"2, [57, 60]",1.0,
"7, [53, 55]",3.0,
"11, [73, 74]",9.0,
"7, [68, 74]",1.0,
"12, [22, 26]",4.0,
"5, [30, 33]",2.0,
"31, [9, 24]",4.0,
"113, [17, 32]",10.0,
"10, [46, 61]",1.0,
"14, [56, 71]",2.0,
