bidding_profile,contribution,demand
"5, [13, 14]",3.0,16
"29, [7, 10]",10.0,8
"9, [9, 11]",7.0,8
"8, [16, 19]",2.0,6
"2, [19, 20]",1.0,8
"75, [15, 18]",2.0,20
"68, [16, 20]",3.0,6
"36, [17, 17]",1.0,7
"7, [18, 20]",3.0,7
"6, [11, 13]",2.0,11
"36, [17, 20]",2.0,7
"90, [1, 3]",2.0,20
"1, [16, 17]",2.0,10
"4, [17, 18]",3.0,17
"56, [18, 20]",1.0,13
"6, [15, 20]",3.0,10
"40, [13, 19]",7.0,17
"12, [1, 4]",5.0,16
"6, [6, 9]",5.0,8
"13, [10, 13]",4.0,6
"10, [15, 19]",3.0,
"8, [18, 20]",3.0,
"82, [5, 5]",1.0,
"64, [7, 9]",16.0,
"25, [7, 10]",14.0,
"16, [6, 10]",17.0,
"10, [10, 14]",2.0,
"4, [13, 19]",1.0,
"85, [12, 18]",12.0,
"5, [11, 13]",3.0,
"14, [6, 11]",7.0,
"3, [1, 1]",9.0,
"59, [4, 6]",1.0,
"69, [9, 9]",4.0,
"3, [16, 17]",2.0,
"27, [8, 11]",7.0,
"4, [3, 6]",1.0,
"6, [19, 20]",3.0,
"5, [3, 5]",3.0,
"3, [19, 20]",2.0,
"71, [17, 18]",2.0,
"5, [3, 5]",2.0,
"80, [5, 8]",1.0,
"93, [3, 3]",1.0,
"27, [10, 13]",3.0,
"3, [18, 20]",1.0,
"6, [8, 12]",3.0,
"30, [1, 4]",9.0,
"5, [14, 16]",4.0,
"4, [1, 1]",9.0,
"2, [19, 20]",2.0,
"2, [16, 17]",1.0,
"29, [13, 18]",6.0,
"5, [17, 19]",3.0,
"37, [13, 17]",8.0,
"17, [3, 8]",3.0,
"6, [2, 3]",3.0,
"3, [3, 7]",2.0,
"46, [17, 18]",1.0,
"2, [5, 7]",1.0,
"50, [13, 20]",12.0,
"20, [1, 8]",4.0,
