bidding_profile,contribution,demand
"18, [4, 6]",7.0,16
"6, [7, 9]",2.0,18
"56, [4, 7]",5.0,18
"27, [2, 2]",1.0,19
"4, [6, 7]",4.0,6
"22, [17, 20]",10.0,8
"33, [5, 10]",7.0,6
"40, [1, 4]",2.0,17
"7, [9, 12]",3.0,15
"18, [5, 7]",8.0,8
"48, [1, 3]",8.0,12
"10, [10, 14]",4.0,11
"16, [1, 2]",9.0,11
"1, [13, 15]",1.0,19
"30, [18, 20]",10.0,9
"3, [3, 4]",2.0,18
"10, [10, 11]",5.0,10
"8, [1, 6]",2.0,13
"8, [13, 16]",2.0,19
"6, [10, 13]",5.0,12
"56, [9, 10]",1.0,
"11, [17, 19]",2.0,
"30, [12, 17]",5.0,
"22, [17, 20]",7.0,
"52, [1, 2]",1.0,
"18, [8, 13]",5.0,
"1, [2, 5]",1.0,
"18, [4, 10]",8.0,
"52, [14, 17]",7.0,
"11, [4, 7]",5.0,
"12, [16, 20]",10.0,
"7, [11, 13]",5.0,
"7, [14, 17]",2.0,
"27, [2, 3]",1.0,
"3, [3, 6]",1.0,
"6, [10, 16]",2.0,
"11, [15, 17]",4.0,
"9, [2, 6]",2.0,
"2, [2, 7]",2.0,
"1, [3, 6]",1.0,
"4, [8, 9]",5.0,
"1, [9, 11]",1.0,
"2, [11, 12]",1.0,
"13, [18, 20]",9.0,
"12, [1, 3]",9.0,
"3, [9, 10]",5.0,
"1, [8, 8]",1.0,
"2, [16, 17]",1.0,
"5, [2, 6]",2.0,
"21, [6, 10]",5.0,
"17, [17, 20]",10.0,
"4, [11, 16]",2.0,
"48, [14, 17]",10.0,
"1, [7, 8]",1.0,
"1, [11, 12]",1.0,
"4, [18, 19]",6.0,
"3, [3, 4]",2.0,
"1, [3, 5]",1.0,
"2, [2, 5]",1.0,
"13, [15, 17]",10.0,
"19, [5, 12]",3.0,
"8, [10, 17]",1.0,
"6, [1, 8]",1.0,
