bidding_profile,contribution,demand
"6, [15, 16]",6.0,12
"95, [9, 11]",1.0,18
"3, [10, 15]",1.0,20
"2, [1, 1]",4.0,7
"15, [4, 7]",4.0,5
"2, [4, 6]",1.0,7
"3, [7, 10]",2.0,14
"3, [17, 20]",1.0,14
"111, [1, 4]",2.0,5
"10, [7, 10]",6.0,12
"22, [4, 8]",2.0,20
"13, [14, 16]",7.0,16
"18, [13, 16]",6.0,9
"57, [5, 6]",1.0,18
"7, [1, 5]",4.0,12
"8, [3, 5]",8.0,7
"27, [12, 15]",7.0,17
"11, [14, 19]",3.0,10
"2, [9, 10]",1.0,7
"20, [1, 5]",4.0,6
"18, [3, 6]",6.0,
"13, [13, 14]",10.0,
"30, [11, 15]",12.0,
"5, [5, 9]",1.0,
"3, [5, 8]",1.0,
"2, [9, 10]",1.0,
"1, [10, 12]",1.0,
"1, [1, 3]",1.0,
"5, [1, 3]",3.0,
"68, [11, 17]",16.0,
"4, [8, 11]",1.0,
"33, [1, 2]",4.0,
"2, [5, 8]",2.0,
"24, [1, 3]",4.0,
"5, [10, 15]",1.0,
"3, [17, 19]",1.0,
"1, [16, 20]",1.0,
"12, [18, 19]",12.0,
"39, [19, 20]",4.0,
"16, [10, 10]",1.0,
"3, [19, 20]",3.0,
"69, [1, 1]",2.0,
"3, [5, 6]",4.0,
"5, [1, 2]",4.0,
"3, [8, 14]",1.0,
"7, [1, 4]",2.0,
"3, [1, 1]",3.0,
"19, [5, 11]",3.0,
"64, [6, 10]",4.0,
"85, [12, 17]",11.0,
"14, [15, 20]",4.0,
"5, [1, 4]",4.0,
"26, [11, 15]",14.0,
"4, [14, 15]",2.0,
"10, [19, 19]",10.0,
"47, [4, 6]",2.0,
"11, [5, 10]",2.0,
"3, [17, 19]",1.0,
"4, [7, 8]",4.0,
"9, [3, 6]",7.0,
