bidding_profile,contribution,demand
"2, [11, 11]",4.0,11
"5, [10, 10]",6.0,8
"15, [16, 18]",6.0,20
"6, [6, 11]",1.0,7
"14, [16, 18]",7.0,17
"30, [16, 20]",6.0,12
"25, [11, 16]",6.0,7
"13, [5, 9]",8.0,14
"4, [1, 5]",1.0,9
"11, [15, 18]",5.0,5
"4, [14, 17]",3.0,12
"10, [1, 4]",3.0,10
"8, [4, 8]",3.0,15
"19, [11, 15]",4.0,14
"6, [9, 10]",6.0,15
"14, [14, 19]",5.0,17
"10, [15, 16]",5.0,13
"30, [9, 11]",5.0,5
"12, [6, 7]",9.0,14
"12, [9, 12]",4.0,17
"5, [17, 20]",2.0,
"16, [15, 18]",4.0,
"11, [3, 6]",4.0,
"6, [6, 9]",2.0,
"3, [4, 6]",3.0,
"19, [18, 20]",9.0,
"17, [7, 11]",5.0,
"75, [1, 1]",6.0,
"10, [10, 13]",4.0,
"40, [1, 3]",1.0,
"58, [7, 13]",11.0,
"3, [4, 8]",2.0,
"14, [6, 9]",6.0,
"14, [12, 15]",6.0,
"7, [6, 7]",8.0,
"18, [13, 17]",4.0,
"4, [15, 18]",3.0,
"6, [18, 20]",3.0,
"20, [3, 5]",8.0,
"47, [5, 9]",1.0,
"21, [12, 15]",6.0,
"10, [11, 14]",6.0,
"9, [10, 12]",8.0,
"12, [12, 18]",2.0,
"5, [11, 14]",2.0,
"11, [4, 7]",8.0,
"13, [1, 3]",1.0,
"14, [2, 3]",11.0,
"27, [15, 18]",7.0,
"2, [18, 18]",4.0,
"50, [14, 17]",4.0,
"15, [11, 15]",3.0,
"3, [13, 16]",1.0,
"10, [5, 8]",4.0,
"6, [8, 9]",5.0,
"8, [3, 9]",3.0,
"27, [11, 14]",6.0,
"3, [1, 5]",1.0,
"8, [1, 2]",9.0,
"25, [17, 19]",9.0,
"49, [2, 9]",7.0,
"35, [13, 20]",4.0,
