bidding_profile,contribution,demand
"4, [14, 15]",5.0,11
"68, [12, 15]",1.0,5
"1, [1, 1]",1.0,10
"140, [19, 19]",1.0,7
"13, [4, 9]",3.0,10
"6, [16, 20]",2.0,8
"3, [12, 14]",1.0,10
"8, [9, 10]",4.0,18
"18, [17, 17]",7.0,13
"1, [7, 9]",1.0,17
"36, [10, 12]",14.0,16
"1, [13, 16]",5.0,12
"3, [15, 17]",1.0,13
"8, [3, 6]",2.0,9
"2, [2, 5]",1.0,14
"5, [1, 4]",2.0,13
"20, [13, 17]",4.0,17
"18, [5, 11]",4.0,10
"3, [12, 14]",1.0,10
"1, [6, 7]",1.0,20
"6, [1, 3]",4.0,
"20, [18, 20]",8.0,
"81, [2, 6]",1.0,
"3, [3, 4]",2.0,
"12, [14, 17]",3.0,
"3, [3, 5]",1.0,
"2, [1, 1]",3.0,
"19, [9, 9]",25.0,
"1, [12, 15]",1.0,
"1, [16, 17]",1.0,
"4, [6, 11]",1.0,
"2, [1, 6]",1.0,
"4, [1, 6]",2.0,
"2, [7, 13]",1.0,
"3, [7, 10]",1.0,
"107, [9, 12]",31.0,
"1, [4, 5]",2.0,
"10, [12, 17]",2.0,
"13, [15, 17]",5.0,
"17, [18, 20]",7.0,
"7, [16, 19]",2.0,
"100, [1, 5]",5.0,
"5, [1, 6]",1.0,
"165, [2, 7]",1.0,
"4, [4, 7]",2.0,
"180, [17, 19]",1.0,
"146, [8, 12]",36.0,
"67, [1, 4]",3.0,
"16, [10, 16]",5.0,
"1, [7, 9]",1.0,
"3, [5, 7]",1.0,
"48, [10, 11]",25.0,
"6, [19, 20]",7.0,
"1, [7, 7]",2.0,
"4, [4, 7]",1.0,
"8, [18, 20]",3.0,
"7, [12, 15]",2.0,
"27, [6, 8]",4.0,
"4, [16, 20]",1.0,
"165, [1, 2]",1.0,
