bidding_profile,contribution,demand
"8, [6, 7]",6.0,19
"142, [49, 53]",30.0,9
"146, [74, 75]",4.0,9
"6, [12, 17]",2.0,9
"150, [40, 42]",3.0,11
"6, [40, 42]",4.0,17
"7, [72, 73]",4.0,20
"6, [26, 29]",2.0,15
"8, [50, 50]",11.0,20
"2, [54, 54]",3.0,13
"1, [72, 75]",1.0,14
"1, [55, 58]",1.0,16
"62, [52, 53]",1.0,12
"4, [24, 28]",2.0,12
"5, [17, 21]",1.0,17
"12, [11, 14]",4.0,12
"83, [56, 59]",2.0,12
"4, [64, 70]",1.0,15
"3, [45, 49]",1.0,10
"2, [1, 1]",4.0,15
"38, [1, 7]",6.0,16
"28, [58, 60]",5.0,16
"4, [14, 19]",1.0,17
"5, [55, 60]",1.0,18
"33, [19, 25]",5.0,11
"75, [37, 39]",7.0,8
"25, [9, 12]",7.0,14
"26, [54, 57]",10.0,9
"68, [6, 12]",15.0,14
"9, [2, 6]",2.0,15
"6, [36, 36]",12.0,15
"148, [16, 20]",1.0,10
"4, [34, 37]",1.0,12
"8, [23, 26]",3.0,8
"20, [54, 55]",8.0,11
"54, [48, 50]",46.0,12
"10, [71, 75]",2.0,18
"5, [25, 29]",2.0,18
"11, [8, 10]",4.0,11
"7, [27, 28]",4.0,15
"57, [35, 39]",1.0,6
"20, [40, 44]",4.0,6
"11, [66, 71]",4.0,15
"4, [62, 63]",2.0,16
"99, [20, 23]",2.0,14
"6, [15, 17]",2.0,14
"6, [57, 62]",1.0,11
"1, [41, 44]",1.0,20
"68, [55, 57]",2.0,10
"5, [65, 71]",1.0,9
"5, [4, 6]",2.0,16
"11, [38, 43]",2.0,5
"3, [57, 59]",1.0,19
"17, [36, 40]",7.0,12
"4, [11, 15]",2.0,15
"9, [4, 6]",2.0,9
"6, [61, 61]",8.0,14
"57, [2, 5]",6.0,17
"3, [16, 19]",1.0,16
"6, [70, 72]",2.0,9
"3, [24, 26]",1.0,17
"2, [38, 41]",1.0,18
"3, [17, 20]",1.0,13
"78, [37, 41]",6.0,5
"5, [46, 47]",1.0,13
"6, [33, 36]",2.0,13
"13, [58, 62]",4.0,8
"16, [39, 42]",5.0,7
"95, [15, 16]",1.0,7
"3, [63, 67]",1.0,11
"3, [65, 70]",1.0,6
"3, [42, 45]",2.0,19
"2, [65, 68]",1.0,15
"1, [73, 75]",1.0,17
"6, [71, 72]",3.0,10
"149, [49, 53]",5.0,
"8, [68, 70]",3.0,
"5, [58, 62]",1.0,
"38, [10, 15]",7.0,
"1, [57, 57]",2.0,
"11, [31, 33]",11.0,
"58, [29, 33]",17.0,
"18, [64, 69]",3.0,
"72, [57, 60]",2.0,
"7, [18, 19]",5.0,
"1, [55, 57]",1.0,
"15, [61, 64]",7.0,
"8, [39, 40]",4.0,
"3, [68, 70]",3.0,
"1, [16, 16]",1.0,
"23, [9, 12]",6.0,
"8, [5, 8]",2.0,
"39, [61, 65]",8.0,
"3, [42, 45]",1.0,
"74, [16, 16]",1.0,
"10, [46, 47]",1.0,
"15, [41, 46]",4.0,
"51, [30, 33]",13.0,
"6, [69, 70]",3.0,
"121, [20, 25]",2.0,
"3, [41, 42]",2.0,
"14, [66, 69]",4.0,
"15, [1, 5]",3.0,
"3, [22, 24]",1.0,
"46, [49, 50]",29.0,
"6, [23, 25]",2.0,
"22, [19, 25]",4.0,
"32, [27, 30]",9.0,
"25, [44, 47]",9.0,
"111, [66, 68]",3.0,
"13, [2, 4]",9.0,
"24, [37, 43]",9.0,
"8, [24, 27]",2.0,
"147, [65, 68]",1.0,
"4, [73, 75]",4.0,
"4, [55, 60]",2.0,
"6, [10, 14]",4.0,
"19, [67, 71]",4.0,
"5, [4, 8]",1.0,
"1, [31, 31]",1.0,
"22, [44, 48]",5.0,
"7, [49, 51]",5.0,
"15, [63, 66]",4.0,
"3, [19, 22]",2.0,
"5, [19, 24]",2.0,
"6, [56, 59]",2.0,
"71, [15, 19]",3.0,
"36, [37, 43]",6.0,
"6, [35, 41]",2.0,
"2, [2, 4]",2.0,
"3, [46, 48]",1.0,
"5, [1, 2]",3.0,
"47, [38, 40]",8.0,
"108, [66, 71]",2.0,
"7, [45, 51]",1.0,
"3, [56, 59]",2.0,
"101, [7, 11]",3.0,
"13, [19, 22]",6.0,
"21, [18, 22]",5.0,
"124, [64, 70]",1.0,
"1, [43, 46]",1.0,
"1, [46, 49]",1.0,
"11, [58, 60]",5.0,
"5, [57, 59]",2.0,
"3, [64, 65]",3.0,
"2, [74, 75]",1.0,
"6, [15, 21]",1.0,
"6, [32, 35]",3.0,
"83, [70, 74]",3.0,
"33, [3, 7]",2.0,
"5, [74, 75]",3.0,
"3, [34, 36]",1.0,
"2, [45, 49]",1.0,
"12, [40, 42]",4.0,
"9, [72, 75]",6.0,
"5, [3, 7]",1.0,
"3, [31, 35]",1.0,
"2, [33, 34]",2.0,
"1, [45, 47]",1.0,
"3, [52, 56]",1.0,
"143, [56, 60]",2.0,
"8, [58, 61]",3.0,
"12, [62, 64]",4.0,
"7, [66, 69]",3.0,
"7, [14, 19]",2.0,
"21, [8, 12]",5.0,
"10, [58, 59]",5.0,
"14, [31, 37]",2.0,
"5, [55, 56]",1.0,
"5, [13, 15]",2.0,
"71, [25, 28]",1.0,
"3, [16, 22]",1.0,
"18, [37, 40]",9.0,
"4, [17, 23]",1.0,
"116, [64, 64]",1.0,
"5, [14, 20]",1.0,
"3, [67, 67]",3.0,
"7, [66, 67]",4.0,
"25, [39, 43]",6.0,
"11, [20, 24]",3.0,
"8, [24, 28]",2.0,
"6, [67, 71]",2.0,
"7, [59, 62]",5.0,
"5, [55, 61]",1.0,
"2, [74, 75]",1.0,
"6, [14, 17]",2.0,
"85, [31, 34]",8.0,
"3, [45, 47]",1.0,
"3, [55, 58]",2.0,
"68, [60, 65]",3.0,
"3, [23, 25]",3.0,
"147, [27, 33]",4.0,
"2, [65, 70]",1.0,
"7, [44, 47]",4.0,
"45, [68, 71]",2.0,
"2, [26, 31]",1.0,
"12, [2, 4]",4.0,
"9, [8, 14]",2.0,
"10, [54, 56]",4.0,
"68, [24, 24]",2.0,
"4, [46, 50]",1.0,
"21, [50, 52]",10.0,
"58, [38, 41]",5.0,
"4, [12, 15]",2.0,
"115, [33, 35]",2.0,
"3, [12, 16]",2.0,
"13, [18, 20]",6.0,
