bidding_profile,contribution,demand
"17, [31, 33]",9.0,5
"14, [28, 33]",5.0,5
"51, [68, 73]",9.0,19
"3, [44, 49]",1.0,11
"91, [52, 52]",1.0,19
"4, [2, 4]",2.0,14
"2, [61, 64]",1.0,20
"5, [37, 42]",1.0,11
"104, [25, 28]",3.0,6
"40, [19, 22]",15.0,9
"1, [8, 8]",1.0,6
"48, [20, 23]",13.0,11
"6, [53, 57]",3.0,16
"89, [48, 51]",3.0,13
"10, [70, 73]",3.0,9
"6, [55, 58]",3.0,11
"20, [64, 67]",5.0,12
"6, [56, 59]",2.0,8
"3, [66, 68]",1.0,19
"16, [66, 69]",4.0,8
"2, [39, 42]",1.0,5
"9, [72, 75]",7.0,18
"7, [26, 32]",1.0,6
"31, [28, 30]",11.0,15
"17, [58, 63]",3.0,6
"8, [24, 28]",3.0,13
"2, [30, 34]",1.0,20
"51, [68, 72]",11.0,10
"6, [13, 18]",1.0,20
"1, [1, 5]",1.0,16
"107, [8, 13]",4.0,20
"14, [55, 61]",3.0,20
"1, [1, 4]",1.0,13
"13, [49, 55]",2.0,9
"3, [39, 44]",1.0,13
"6, [72, 75]",3.0,16
"16, [51, 56]",7.0,17
"2, [16, 17]",1.0,18
"78, [50, 54]",5.0,16
"3, [34, 37]",1.0,20
"6, [70, 72]",2.0,10
"6, [66, 68]",5.0,20
"4, [42, 44]",3.0,16
"80, [58, 61]",2.0,10
"33, [68, 71]",12.0,7
"11, [36, 39]",3.0,14
"35, [65, 66]",3.0,5
"2, [55, 56]",1.0,18
"41, [73, 74]",1.0,11
"9, [72, 75]",3.0,14
"2, [17, 23]",1.0,19
"7, [24, 27]",3.0,18
"15, [56, 62]",3.0,11
"88, [10, 10]",1.0,6
"1, [38, 39]",1.0,18
"5, [19, 20]",7.0,11
"3, [55, 58]",1.0,20
"1, [62, 63]",1.0,10
"24, [6, 10]",5.0,13
"96, [19, 23]",15.0,7
"40, [70, 71]",8.0,16
"33, [21, 24]",10.0,15
"1, [61, 61]",1.0,12
"5, [25, 27]",2.0,17
"1, [37, 39]",1.0,5
"44, [19, 21]",12.0,16
"1, [18, 19]",1.0,17
"34, [5, 10]",6.0,20
"3, [11, 14]",2.0,6
"3, [37, 40]",1.0,20
"6, [42, 45]",3.0,15
"1, [22, 22]",1.0,20
"16, [36, 41]",3.0,14
"8, [8, 11]",1.0,11
"16, [42, 45]",4.0,15
"4, [62, 65]",1.0,
"6, [63, 65]",2.0,
"94, [6, 7]",6.0,
"44, [56, 60]",1.0,
"36, [20, 26]",9.0,
"73, [9, 14]",3.0,
"2, [65, 65]",4.0,
"39, [20, 25]",8.0,
"11, [57, 60]",3.0,
"4, [37, 40]",1.0,
"8, [7, 8]",4.0,
"1, [54, 55]",1.0,
"7, [44, 46]",4.0,
"3, [37, 40]",1.0,
"4, [25, 28]",1.0,
"26, [49, 53]",9.0,
"114, [2, 5]",3.0,
"17, [6, 9]",5.0,
"2, [20, 22]",2.0,
"28, [69, 72]",8.0,
"4, [37, 40]",1.0,
"14, [31, 32]",8.0,
"62, [30, 35]",2.0,
"5, [52, 55]",4.0,
"30, [30, 33]",8.0,
"2, [71, 71]",7.0,
"22, [33, 37]",1.0,
"89, [39, 40]",1.0,
"9, [35, 39]",5.0,
"37, [30, 36]",3.0,
"4, [1, 6]",1.0,
"3, [22, 26]",1.0,
"3, [16, 19]",2.0,
"27, [29, 31]",11.0,
"23, [71, 75]",5.0,
"3, [37, 40]",1.0,
"2, [2, 2]",3.0,
"10, [61, 65]",2.0,
"31, [35, 40]",6.0,
"1, [17, 18]",2.0,
"74, [51, 56]",3.0,
"1, [42, 45]",1.0,
"2, [28, 30]",1.0,
"6, [72, 74]",3.0,
"1, [3, 5]",1.0,
"4, [38, 43]",1.0,
"7, [14, 17]",3.0,
"10, [29, 31]",6.0,
"1, [74, 75]",1.0,
"6, [55, 58]",3.0,
"5, [64, 69]",1.0,
"18, [30, 33]",5.0,
"18, [40, 42]",15.0,
"24, [56, 58]",3.0,
"96, [7, 10]",4.0,
"9, [50, 54]",2.0,
"14, [69, 71]",6.0,
"3, [69, 71]",1.0,
"92, [37, 41]",1.0,
"49, [59, 61]",1.0,
