bidding_profile,contribution,demand
"25, [43, 43]",25.0,7
"163, [37, 37]",13.0,6
"33, [64, 66]",13.0,6
"3, [32, 37]",1.0,12
"12, [70, 72]",4.0,18
"65, [71, 75]",16.0,8
"46, [48, 53]",10.0,11
"2, [29, 33]",1.0,8
"74, [13, 17]",18.0,17
"40, [66, 69]",10.0,7
"42, [61, 64]",16.0,5
"26, [1, 4]",9.0,8
"5, [17, 21]",1.0,14
"51, [47, 51]",16.0,11
"2, [33, 34]",1.0,13
"22, [62, 67]",9.0,10
"5, [58, 59]",1.0,15
"25, [38, 40]",15.0,20
"6, [23, 24]",4.0,10
"54, [45, 48]",28.0,10
"16, [47, 52]",21.0,18
"20, [20, 22]",7.0,13
"156, [10, 14]",13.0,15
"5, [27, 30]",3.0,8
"132, [17, 18]",9.0,11
"109, [59, 63]",9.0,12
"49, [38, 40]",8.0,6
"30, [72, 74]",13.0,5
"14, [2, 5]",5.0,10
"24, [49, 51]",10.0,17
"12, [50, 54]",7.0,14
"9, [33, 36]",4.0,13
"13, [16, 21]",4.0,15
"5, [55, 56]",4.0,17
"75, [14, 18]",20.0,6
"80, [38, 43]",18.0,13
"1, [4, 8]",1.0,6
"43, [11, 13]",15.0,17
"6, [29, 33]",2.0,11
"4, [46, 49]",1.0,10
"16, [46, 49]",5.0,19
"5, [44, 46]",5.0,5
"19, [57, 63]",7.0,7
"46, [51, 54]",23.0,18
"12, [19, 22]",6.0,5
"23, [4, 6]",6.0,18
"98, [9, 10]",1.0,14
"27, [58, 61]",7.0,12
"166, [69, 69]",6.0,12
"4, [63, 66]",1.0,6
"61, [52, 56]",14.0,15
"51, [50, 53]",20.0,9
"2, [28, 31]",1.0,16
"2, [31, 32]",2.0,17
"14, [20, 26]",4.0,13
"64, [49, 52]",8.0,9
"50, [8, 13]",9.0,20
"5, [1, 3]",5.0,5
"134, [66, 68]",19.0,10
"45, [41, 43]",17.0,15
"7, [11, 14]",3.0,8
"160, [48, 49]",1.0,9
"15, [38, 39]",17.0,20
"31, [28, 31]",10.0,6
"28, [36, 41]",11.0,15
"167, [35, 37]",2.0,15
"126, [48, 54]",22.0,8
"16, [17, 20]",5.0,6
"1, [58, 60]",1.0,8
"18, [3, 5]",7.0,9
"6, [56, 60]",2.0,7
"28, [43, 44]",25.0,17
"14, [19, 23]",6.0,8
"28, [40, 43]",17.0,7
"129, [47, 50]",10.0,20
"5, [54, 56]",2.0,
"160, [56, 60]",2.0,
"6, [66, 68]",3.0,
"27, [48, 48]",1.0,
"2, [10, 14]",1.0,
"20, [59, 63]",7.0,
"35, [12, 16]",14.0,
"113, [44, 47]",29.0,
"22, [5, 8]",8.0,
"18, [63, 65]",8.0,
"104, [13, 17]",3.0,
"16, [60, 63]",9.0,
"2, [62, 65]",2.0,
"11, [5, 6]",6.0,
"21, [43, 45]",9.0,
"36, [23, 28]",6.0,
"69, [40, 40]",10.0,
"60, [39, 42]",21.0,
"22, [59, 62]",16.0,
"13, [63, 65]",6.0,
"77, [17, 18]",1.0,
"23, [65, 66]",14.0,
"9, [1, 4]",3.0,
"59, [42, 46]",21.0,
"13, [48, 50]",7.0,
"16, [21, 22]",12.0,
"50, [3, 4]",15.0,
"174, [41, 41]",13.0,
"9, [1, 4]",3.0,
"4, [57, 59]",4.0,
"4, [19, 22]",1.0,
"5, [64, 65]",3.0,
"91, [2, 4]",12.0,
"14, [56, 60]",7.0,
"32, [60, 63]",9.0,
"9, [59, 62]",5.0,
"2, [23, 25]",1.0,
"7, [20, 24]",2.0,
"34, [46, 47]",21.0,
"26, [3, 6]",16.0,
"22, [64, 70]",9.0,
"136, [45, 50]",25.0,
"40, [46, 47]",30.0,
"9, [26, 31]",4.0,
"34, [64, 69]",17.0,
"28, [70, 72]",5.0,
"26, [42, 45]",7.0,
"4, [1, 2]",2.0,
"140, [73, 74]",10.0,
"3, [70, 73]",2.0,
"34, [46, 51]",15.0,
"11, [56, 57]",7.0,
"8, [58, 58]",11.0,
"14, [64, 69]",4.0,
"11, [66, 69]",8.0,
"34, [38, 40]",15.0,
"34, [65, 69]",11.0,
"41, [59, 65]",7.0,
"22, [1, 4]",6.0,
"15, [5, 9]",5.0,
"104, [14, 20]",17.0,
"81, [58, 61]",12.0,
"11, [41, 45]",7.0,
"15, [67, 68]",11.0,
"71, [27, 28]",5.0,
"29, [57, 63]",7.0,
"28, [10, 13]",7.0,
"7, [29, 32]",2.0,
"28, [43, 44]",1.0,
"8, [33, 35]",3.0,
"11, [13, 14]",6.0,
"3, [73, 75]",1.0,
"29, [11, 14]",16.0,
"42, [24, 29]",7.0,
"126, [35, 38]",8.0,
"39, [15, 17]",15.0,
"18, [28, 34]",8.0,
"37, [4, 7]",15.0,
"90, [13, 15]",9.0,
"19, [31, 34]",6.0,
"11, [46, 46]",16.0,
"25, [24, 26]",10.0,
"48, [9, 14]",8.0,
"140, [29, 31]",12.0,
"2, [1, 5]",1.0,
"47, [42, 47]",15.0,
"2, [69, 72]",2.0,
"14, [27, 32]",3.0,
"38, [30, 36]",9.0,
"23, [25, 30]",4.0,
"139, [58, 60]",1.0,
"19, [70, 73]",5.0,
"45, [13, 16]",18.0,
"85, [32, 37]",5.0,
"19, [12, 13]",14.0,
"4, [12, 12]",5.0,
"7, [20, 23]",5.0,
"21, [12, 15]",12.0,
"66, [9, 14]",12.0,
"58, [49, 52]",23.0,
"8, [67, 70]",3.0,
"16, [20, 23]",7.0,
"25, [3, 6]",12.0,
"10, [36, 41]",2.0,
"1, [58, 60]",1.0,
"7, [8, 10]",3.0,
"40, [52, 53]",19.0,
"37, [49, 54]",11.0,
"25, [30, 31]",7.0,
"37, [52, 55]",10.0,
"50, [27, 29]",2.0,
"49, [59, 63]",17.0,
"49, [33, 37]",11.0,
"14, [48, 52]",4.0,
"17, [21, 24]",8.0,
"5, [6, 8]",2.0,
"12, [69, 74]",5.0,
"13, [39, 42]",5.0,
"34, [1, 4]",9.0,
"130, [46, 46]",20.0,
"23, [51, 57]",6.0,
"53, [45, 48]",28.0,
"43, [37, 40]",14.0,
"7, [73, 75]",7.0,
"131, [7, 11]",3.0,
"6, [70, 71]",10.0,
"8, [58, 60]",6.0,
"73, [42, 45]",21.0,
"13, [70, 72]",11.0,
"12, [54, 60]",2.0,
"97, [63, 67]",7.0,
"4, [63, 66]",1.0,
"29, [30, 34]",14.0,
"14, [7, 12]",4.0,
"17, [62, 67]",7.0,
"32, [49, 51]",16.0,
"55, [60, 64]",12.0,
"44, [32, 35]",11.0,
"17, [8, 13]",4.0,
"1, [8, 11]",1.0,
"15, [32, 37]",6.0,
"30, [41, 43]",18.0,
"18, [46, 49]",9.0,
"29, [63, 66]",12.0,
"30, [12, 17]",10.0,
"2, [67, 68]",2.0,
"3, [64, 65]",2.0,
"12, [24, 27]",6.0,
"65, [46, 52]",10.0,
"63, [58, 63]",11.0,
"67, [1, 16]",6.0,
"49, [60, 75]",12.0,
"6, [34, 49]",3.0,
"143, [52, 67]",11.0,
"33, [3, 18]",4.0,
"34, [20, 35]",7.0,
"45, [34, 49]",9.0,
