bidding_profile,contribution,demand
"21, [32, 38]",3.0,18
"4, [33, 35]",2.0,17
"62, [44, 44]",2.0,15
"86, [62, 62]",1.0,16
"2, [37, 39]",1.0,10
"2, [96, 96]",2.0,10
"2, [16, 19]",1.0,20
"8, [25, 28]",5.0,13
"6, [76, 80]",2.0,18
"3, [90, 90]",3.0,11
"26, [21, 25]",7.0,9
"6, [44, 46]",2.0,7
"2, [53, 53]",2.0,10
"87, [95, 99]",1.0,7
"2, [48, 50]",1.0,11
"10, [62, 65]",3.0,7
"8, [44, 45]",4.0,5
"22, [29, 35]",4.0,6
"5, [37, 41]",1.0,20
"3, [47, 51]",1.0,6
"3, [72, 75]",2.0,15
"17, [69, 72]",1.0,11
"2, [66, 68]",2.0,7
"102, [39, 42]",2.0,16
"9, [24, 26]",8.0,11
"2, [4, 7]",2.0,12
"90, [1, 3]",2.0,16
"37, [56, 60]",17.0,5
"69, [41, 44]",4.0,7
"13, [82, 86]",4.0,14
"9, [3, 4]",5.0,8
"7, [75, 80]",2.0,20
"1, [12, 14]",1.0,19
"74, [9, 9]",1.0,12
"2, [88, 92]",1.0,17
"3, [77, 78]",2.0,17
"7, [83, 89]",2.0,13
"10, [82, 87]",5.0,6
"7, [96, 100]",2.0,7
"20, [21, 21]",5.0,13
"7, [39, 43]",2.0,9
"60, [40, 45]",12.0,8
"71, [73, 77]",15.0,13
"3, [67, 70]",1.0,12
"1, [76, 79]",1.0,9
"3, [84, 85]",2.0,20
"28, [73, 75]",4.0,20
"6, [8, 8]",8.0,19
"9, [78, 82]",2.0,17
"7, [38, 44]",1.0,17
"2, [76, 79]",1.0,10
"27, [82, 88]",4.0,15
"7, [73, 76]",5.0,18
"4, [29, 32]",1.0,12
"51, [9, 13]",1.0,19
"1, [10, 14]",1.0,11
"1, [41, 42]",12.0,13
"12, [51, 54]",3.0,13
"1, [86, 89]",1.0,6
"43, [78, 79]",2.0,7
"7, [80, 81]",4.0,15
"68, [93, 94]",1.0,14
"11, [82, 86]",1.0,5
"18, [82, 85]",6.0,15
"81, [50, 55]",3.0,17
"4, [29, 30]",2.0,11
"3, [16, 16]",5.0,8
"9, [63, 66]",3.0,20
"3, [69, 73]",1.0,19
"100, [55, 59]",21.0,19
"1, [35, 38]",1.0,16
"112, [46, 50]",10.0,19
"2, [67, 70]",1.0,18
"5, [95, 96]",1.0,16
"12, [82, 88]",2.0,9
"5, [14, 17]",2.0,9
"29, [44, 47]",1.0,18
"10, [16, 19]",5.0,12
"17, [94, 98]",6.0,14
"2, [86, 90]",1.0,18
"5, [50, 53]",3.0,16
"14, [80, 82]",5.0,6
"2, [5, 6]",3.0,5
"12, [73, 79]",4.0,13
"2, [44, 47]",1.0,8
"8, [4, 8]",2.0,6
"12, [73, 75]",5.0,11
"3, [68, 70]",1.0,12
"5, [34, 38]",1.0,13
"31, [42, 47]",9.0,16
"67, [12, 14]",1.0,15
"99, [100, 100]",1.0,14
"79, [47, 51]",9.0,5
"81, [13, 17]",7.0,20
"34, [47, 51]",5.0,20
"7, [87, 93]",1.0,20
"6, [77, 81]",2.0,13
"2, [64, 66]",1.0,11
"20, [14, 16]",4.0,14
"4, [37, 39]",2.0,6
"3, [96, 97]",2.0,
"23, [68, 71]",9.0,
"70, [3, 3]",2.0,
"94, [89, 92]",2.0,
"12, [28, 34]",3.0,
"28, [22, 26]",10.0,
"1, [64, 66]",1.0,
"30, [22, 28]",6.0,
"1, [64, 65]",1.0,
"15, [58, 62]",3.0,
"4, [88, 91]",1.0,
"14, [41, 45]",4.0,
"2, [36, 38]",1.0,
"4, [83, 84]",3.0,
"82, [15, 20]",5.0,
"18, [59, 63]",4.0,
"3, [14, 15]",5.0,
"95, [96, 100]",1.0,
"15, [81, 86]",5.0,
"6, [30, 34]",2.0,
"27, [72, 76]",15.0,
"93, [65, 67]",1.0,
"4, [93, 97]",1.0,
"2, [86, 90]",1.0,
"5, [1, 1]",16.0,
"81, [20, 23]",10.0,
"10, [43, 46]",5.0,
"3, [64, 66]",1.0,
"16, [27, 31]",4.0,
"5, [89, 93]",2.0,
"1, [86, 89]",1.0,
"3, [28, 30]",2.0,
"86, [63, 65]",3.0,
"1, [96, 100]",1.0,
"34, [59, 65]",6.0,
"11, [36, 42]",2.0,
"4, [27, 32]",1.0,
"46, [1, 4]",22.0,
"28, [82, 85]",2.0,
"2, [30, 35]",1.0,
"4, [53, 56]",1.0,
"2, [54, 57]",2.0,
"6, [95, 98]",2.0,
"27, [26, 29]",5.0,
"15, [67, 68]",1.0,
"13, [30, 35]",3.0,
"4, [93, 97]",1.0,
"4, [34, 39]",1.0,
"70, [27, 30]",2.0,
"4, [98, 99]",2.0,
"3, [31, 35]",2.0,
"3, [3, 7]",2.0,
"27, [36, 37]",2.0,
"9, [73, 79]",2.0,
"1, [96, 98]",1.0,
"2, [69, 70]",1.0,
"3, [86, 89]",1.0,
"14, [8, 9]",7.0,
"15, [48, 51]",4.0,
"7, [89, 93]",3.0,
"1, [97, 98]",2.0,
"6, [75, 78]",2.0,
"49, [20, 25]",15.0,
"6, [70, 75]",3.0,
"4, [49, 52]",1.0,
"90, [22, 24]",5.0,
"22, [22, 25]",6.0,
"4, [69, 72]",2.0,
"6, [28, 31]",4.0,
"8, [97, 100]",2.0,
"14, [4, 9]",3.0,
"2, [96, 96]",2.0,
"37, [36, 39]",2.0,
"30, [42, 46]",7.0,
"8, [74, 78]",2.0,
"9, [2, 5]",5.0,
"3, [79, 82]",1.0,
"3, [6, 7]",3.0,
"36, [73, 76]",13.0,
"59, [19, 21]",33.0,
"4, [80, 85]",1.0,
"1, [86, 87]",1.0,
"41, [88, 91]",1.0,
"3, [42, 43]",2.0,
"3, [66, 70]",2.0,
"3, [95, 99]",1.0,
"5, [29, 31]",3.0,
"60, [71, 73]",9.0,
"6, [79, 85]",1.0,
"81, [87, 90]",1.0,
"8, [84, 88]",2.0,
"53, [58, 64]",8.0,
"9, [56, 60]",4.0,
"11, [30, 34]",4.0,
"5, [32, 33]",3.0,
"3, [89, 92]",1.0,
"36, [57, 60]",10.0,
"37, [78, 78]",1.0,
"2, [7, 8]",2.0,
"3, [2, 6]",1.0,
"2, [65, 66]",1.0,
"3, [30, 32]",2.0,
"3, [38, 39]",2.0,
"8, [33, 37]",2.0,
"64, [21, 25]",13.0,
"4, [49, 50]",3.0,
"4, [28, 33]",2.0,
"3, [63, 65]",1.0,
"2, [62, 62]",2.0,
"10, [32, 34]",5.0,
"10, [3, 9]",3.0,
"3, [11, 14]",1.0,
"6, [5, 9]",2.0,
"16, [42, 44]",8.0,
"2, [50, 55]",1.0,
"96, [65, 69]",3.0,
"108, [54, 55]",1.0,
"15, [71, 75]",3.0,
"3, [11, 13]",1.0,
"8, [80, 82]",7.0,
"14, [23, 26]",9.0,
"59, [35, 36]",10.0,
"84, [75, 75]",1.0,
"4, [31, 34]",2.0,
"18, [13, 15]",6.0,
"16, [21, 24]",5.0,
"30, [6, 8]",1.0,
"1, [31, 32]",1.0,
"4, [28, 33]",1.0,
"28, [21, 24]",7.0,
"11, [35, 37]",4.0,
"4, [5, 8]",2.0,
"91, [64, 69]",1.0,
"14, [65, 65]",2.0,
"10, [56, 59]",3.0,
"120, [25, 29]",2.0,
"21, [38, 40]",2.0,
"40, [97, 100]",2.0,
"27, [47, 51]",6.0,
"44, [14, 15]",1.0,
"6, [57, 60]",2.0,
"20, [68, 70]",8.0,
"2, [53, 57]",1.0,
"7, [18, 21]",2.0,
"8, [15, 17]",3.0,
"99, [27, 30]",1.0,
"18, [5, 11]",3.0,
"9, [26, 28]",5.0,
"4, [59, 60]",6.0,
"30, [8, 12]",8.0,
"1, [58, 58]",2.0,
"105, [64, 67]",1.0,
"49, [23, 29]",10.0,
"11, [41, 42]",9.0,
"6, [65, 66]",3.0,
"3, [93, 96]",1.0,
"5, [48, 49]",3.0,
"6, [22, 26]",4.0,
"3, [9, 13]",1.0,
"1, [27, 30]",1.0,
"6, [45, 49]",2.0,
"3, [62, 66]",1.0,
"3, [77, 80]",1.0,
"48, [13, 17]",5.0,
"34, [79, 81]",1.0,
"31, [32, 34]",1.0,
"2, [49, 50]",1.0,
"1, [97, 99]",1.0,
"6, [36, 40]",4.0,
"15, [4, 8]",3.0,
"1, [96, 97]",2.0,
"10, [3, 7]",4.0,
"4, [88, 92]",1.0,
"8, [25, 29]",2.0,
"6, [68, 70]",2.0,
"33, [52, 56]",7.0,
"5, [7, 11]",8.0,
"92, [39, 42]",2.0,
"2, [59, 62]",1.0,
"24, [52, 54]",16.0,
"35, [9, 10]",1.0,
"33, [21, 23]",12.0,
"54, [80, 81]",2.0,
"11, [80, 82]",7.0,
"26, [96, 99]",1.0,
"24, [17, 19]",2.0,
"6, [65, 69]",2.0,
"12, [23, 26]",4.0,
"23, [2, 7]",1.0,
"4, [37, 42]",2.0,
"62, [94, 97]",21.0,
"4, [60, 63]",1.0,
"36, [87, 91]",1.0,
"2, [93, 96]",1.0,
"16, [23, 25]",6.0,
"2, [67, 70]",1.0,
"52, [71, 73]",1.0,
"15, [20, 21]",16.0,
"8, [84, 87]",2.0,
"6, [89, 92]",3.0,
"48, [81, 100]",6.0,
"95, [63, 82]",3.0,
"17, [13, 32]",1.0,
