bidding_profile,contribution,demand
"5, [24, 27]",2.0,9
"10, [42, 44]",1.0,8
"4, [60, 64]",2.0,8
"2, [60, 65]",1.0,10
"7, [33, 36]",2.0,5
"1, [89, 91]",1.0,11
"6, [66, 68]",2.0,15
"12, [21, 23]",2.0,6
"7, [93, 96]",3.0,5
"11, [84, 88]",3.0,16
"4, [90, 94]",1.0,7
"8, [1, 4]",4.0,9
"13, [26, 31]",3.0,9
"8, [74, 78]",4.0,14
"4, [75, 77]",3.0,14
"21, [34, 38]",4.0,18
"4, [63, 65]",2.0,16
"19, [24, 28]",5.0,20
"2, [50, 53]",1.0,14
"4, [90, 93]",1.0,18
"6, [67, 72]",3.0,17
"5, [9, 13]",1.0,16
"4, [61, 65]",2.0,14
"1, [10, 11]",2.0,18
"81, [68, 71]",3.0,9
"8, [78, 81]",3.0,15
"8, [18, 21]",3.0,19
"3, [49, 53]",1.0,19
"85, [47, 51]",13.0,7
"13, [32, 37]",4.0,10
"22, [17, 21]",7.0,5
"8, [92, 95]",2.0,20
"3, [56, 59]",2.0,11
"4, [18, 22]",1.0,15
"77, [1, 1]",1.0,16
"15, [1, 5]",3.0,6
"18, [93, 99]",3.0,19
"63, [76, 82]",11.0,15
"8, [19, 21]",4.0,8
"6, [21, 25]",2.0,7
"75, [64, 64]",1.0,9
"117, [45, 47]",1.0,7
"3, [26, 28]",2.0,9
"7, [20, 22]",3.0,12
"2, [39, 41]",1.0,14
"11, [7, 11]",3.0,17
"1, [10, 14]",1.0,5
"15, [92, 96]",3.0,12
"4, [87, 93]",1.0,14
"2, [95, 97]",1.0,18
"2, [56, 58]",1.0,19
"2, [50, 52]",1.0,15
"6, [26, 29]",5.0,11
"108, [47, 51]",13.0,13
"3, [12, 14]",1.0,8
"36, [86, 91]",3.0,18
"3, [68, 69]",3.0,5
"1, [91, 94]",1.0,11
"5, [98, 100]",3.0,9
"96, [98, 99]",4.0,14
"4, [44, 50]",1.0,6
"6, [50, 55]",1.0,18
"5, [97, 98]",3.0,16
"2, [84, 85]",3.0,13
"6, [8, 13]",2.0,15
"4, [92, 92]",5.0,12
"111, [35, 37]",2.0,16
"8, [68, 71]",3.0,19
"6, [2, 4]",2.0,20
"5, [89, 94]",1.0,19
"120, [1, 4]",1.0,15
"15, [32, 36]",3.0,13
"110, [63, 66]",3.0,10
"9, [61, 63]",4.0,15
"1, [65, 68]",1.0,9
"17, [36, 38]",1.0,19
"4, [24, 25]",2.0,8
"46, [20, 23]",3.0,5
"5, [22, 25]",2.0,7
"6, [70, 71]",3.0,16
"118, [58, 62]",2.0,19
"13, [8, 14]",2.0,17
"10, [26, 30]",2.0,14
"3, [40, 45]",1.0,11
"2, [38, 40]",1.0,5
"38, [47, 51]",4.0,8
"3, [47, 48]",2.0,7
"3, [85, 86]",3.0,5
"1, [51, 51]",1.0,12
"8, [62, 66]",2.0,9
"3, [25, 28]",1.0,7
"9, [8, 11]",3.0,18
"5, [42, 44]",2.0,6
"7, [54, 57]",5.0,6
"64, [3, 6]",1.0,6
"111, [30, 32]",1.0,13
"6, [44, 45]",3.0,14
"8, [76, 77]",9.0,12
"76, [70, 73]",3.0,18
"19, [7, 9]",1.0,14
"73, [42, 46]",4.0,
"6, [98, 100]",3.0,
"18, [32, 36]",5.0,
"11, [27, 32]",4.0,
"2, [51, 56]",1.0,
"9, [69, 71]",3.0,
"4, [59, 61]",2.0,
"3, [61, 64]",2.0,
"24, [58, 61]",1.0,
"4, [61, 64]",3.0,
"2, [37, 42]",1.0,
"2, [95, 100]",1.0,
"3, [39, 42]",1.0,
"9, [74, 77]",5.0,
"93, [87, 91]",1.0,
"5, [6, 8]",3.0,
"8, [5, 11]",3.0,
"93, [98, 100]",1.0,
"14, [77, 82]",4.0,
"13, [44, 48]",3.0,
"15, [36, 40]",3.0,
"8, [92, 93]",5.0,
"2, [6, 11]",1.0,
"5, [31, 36]",1.0,
"8, [85, 89]",2.0,
"4, [72, 75]",1.0,
"3, [36, 37]",3.0,
"3, [41, 42]",2.0,
"2, [49, 52]",1.0,
"3, [69, 72]",1.0,
"1, [59, 63]",1.0,
"8, [19, 21]",4.0,
"3, [27, 30]",2.0,
"18, [87, 93]",3.0,
"96, [27, 27]",3.0,
"4, [52, 56]",1.0,
"4, [43, 44]",2.0,
"66, [11, 13]",2.0,
"17, [87, 87]",3.0,
"9, [70, 74]",2.0,
"2, [68, 69]",2.0,
"94, [65, 69]",1.0,
"2, [51, 54]",1.0,
"10, [15, 21]",2.0,
"12, [4, 8]",3.0,
"60, [62, 67]",1.0,
"4, [85, 88]",3.0,
"1, [53, 53]",4.0,
"2, [65, 68]",2.0,
"7, [6, 9]",3.0,
"1, [82, 84]",1.0,
"1, [4, 4]",3.0,
"5, [13, 17]",1.0,
"5, [33, 38]",2.0,
"96, [69, 72]",2.0,
"3, [49, 51]",1.0,
"3, [8, 12]",2.0,
"8, [8, 11]",3.0,
"24, [84, 87]",1.0,
"68, [72, 72]",1.0,
"83, [63, 66]",3.0,
"38, [47, 49]",16.0,
"2, [62, 65]",1.0,
"83, [34, 35]",4.0,
"27, [41, 43]",4.0,
"3, [24, 28]",1.0,
"28, [24, 28]",6.0,
"3, [59, 60]",2.0,
"9, [18, 22]",2.0,
"12, [35, 39]",5.0,
"4, [57, 60]",1.0,
"6, [29, 34]",1.0,
"6, [90, 95]",1.0,
"13, [63, 67]",3.0,
"16, [67, 71]",4.0,
"7, [61, 63]",3.0,
"4, [20, 24]",1.0,
"103, [58, 63]",2.0,
"58, [31, 33]",1.0,
"1, [91, 91]",1.0,
"4, [89, 92]",1.0,
"11, [29, 32]",1.0,
"8, [84, 89]",2.0,
"5, [4, 6]",4.0,
"7, [42, 45]",4.0,
"2, [31, 32]",1.0,
"2, [85, 87]",2.0,
"26, [21, 23]",3.0,
"28, [54, 59]",5.0,
"22, [14, 18]",9.0,
"2, [82, 85]",1.0,
"64, [20, 22]",3.0,
"51, [54, 57]",3.0,
"1, [30, 33]",1.0,
"2, [26, 28]",1.0,
"86, [86, 91]",2.0,
"14, [97, 100]",4.0,
"5, [72, 78]",1.0,
"8, [57, 61]",2.0,
"8, [67, 72]",2.0,
"2, [69, 70]",3.0,
"10, [97, 100]",3.0,
"8, [34, 37]",5.0,
"5, [92, 94]",5.0,
"7, [6, 8]",3.0,
"4, [92, 94]",2.0,
"36, [22, 22]",2.0,
"5, [42, 46]",3.0,
"4, [29, 32]",1.0,
"5, [22, 25]",2.0,
"9, [52, 52]",9.0,
"29, [46, 49]",17.0,
"23, [24, 28]",6.0,
"4, [56, 57]",2.0,
"4, [66, 70]",1.0,
"11, [52, 57]",5.0,
"19, [96, 100]",7.0,
"4, [16, 16]",11.0,
"16, [3, 6]",2.0,
"3, [65, 68]",2.0,
"2, [21, 21]",3.0,
"2, [94, 94]",2.0,
"4, [1, 4]",2.0,
"51, [59, 59]",2.0,
"4, [21, 24]",2.0,
"11, [76, 81]",4.0,
"3, [55, 57]",3.0,
"6, [52, 57]",1.0,
"6, [24, 27]",2.0,
"3, [2, 5]",1.0,
"117, [22, 28]",1.0,
"88, [73, 77]",1.0,
"3, [5, 7]",1.0,
"2, [34, 37]",1.0,
"33, [50, 51]",1.0,
"13, [2, 4]",5.0,
"102, [38, 38]",1.0,
"15, [54, 57]",5.0,
"87, [59, 59]",2.0,
"13, [14, 18]",5.0,
"67, [3, 4]",4.0,
"5, [6, 11]",1.0,
"96, [43, 47]",4.0,
"1, [69, 72]",1.0,
"3, [81, 84]",1.0,
"55, [49, 52]",1.0,
"11, [62, 65]",3.0,
"94, [77, 79]",5.0,
"116, [30, 30]",1.0,
"8, [17, 22]",4.0,
"19, [2, 7]",4.0,
"3, [44, 44]",3.0,
"10, [27, 30]",4.0,
"12, [18, 20]",4.0,
"12, [7, 12]",3.0,
"2, [62, 65]",1.0,
"4, [79, 83]",1.0,
"4, [42, 44]",4.0,
"1, [53, 56]",1.0,
"102, [7, 9]",3.0,
"6, [41, 44]",3.0,
"17, [78, 82]",5.0,
"7, [4, 7]",1.0,
"55, [27, 28]",1.0,
"77, [9, 15]",2.0,
"9, [1, 5]",3.0,
"2, [22, 25]",2.0,
"2, [32, 38]",1.0,
"12, [31, 31]",1.0,
"3, [13, 16]",1.0,
"56, [97, 97]",2.0,
"5, [60, 62]",4.0,
"14, [86, 92]",2.0,
"57, [1, 5]",1.0,
"4, [98, 99]",4.0,
"15, [64, 68]",3.0,
"1, [89, 89]",1.0,
"3, [38, 41]",1.0,
"10, [26, 30]",2.0,
"9, [55, 59]",3.0,
"5, [71, 75]",2.0,
"3, [90, 94]",1.0,
"10, [36, 38]",4.0,
"57, [97, 100]",2.0,
"15, [25, 30]",5.0,
"13, [78, 81]",4.0,
"5, [98, 100]",2.0,
"13, [6, 12]",2.0,
"6, [47, 48]",4.0,
"8, [85, 88]",3.0,
"15, [33, 38]",5.0,
"4, [11, 16]",2.0,
"4, [50, 53]",1.0,
"5, [22, 26]",1.0,
"1, [38, 40]",1.0,
"1, [38, 38]",1.0,
"8, [64, 69]",2.0,
"10, [11, 15]",2.0,
"1, [72, 73]",1.0,
"10, [74, 75]",10.0,
"24, [1, 20]",5.0,
"15, [6, 25]",1.0,
"65, [45, 64]",1.0,
"15, [81, 100]",1.0,
"13, [38, 57]",1.0,
"7, [81, 100]",1.0,
"10, [50, 69]",1.0,
"17, [42, 61]",1.0,
"12, [54, 73]",2.0,
"104, [67, 86]",6.0,
"80, [78, 97]",5.0,
"112, [25, 44]",6.0,
