bidding_profile,contribution,demand
"12, [47, 50]",6.0,17
"57, [19, 24]",2.0,11
"112, [69, 74]",4.0,6
"3, [94, 95]",2.0,6
"3, [85, 88]",1.0,19
"9, [19, 22]",5.0,16
"2, [20, 22]",1.0,8
"12, [16, 19]",4.0,10
"33, [36, 37]",1.0,15
"5, [91, 96]",2.0,14
"4, [17, 17]",5.0,6
"213, [12, 14]",3.0,16
"85, [5, 9]",2.0,8
"2, [29, 30]",1.0,18
"107, [56, 58]",1.0,17
"2, [51, 52]",2.0,6
"8, [86, 89]",4.0,9
"142, [1, 6]",1.0,7
"2, [30, 30]",6.0,13
"4, [18, 21]",3.0,10
"9, [91, 97]",2.0,8
"7, [67, 69]",4.0,6
"7, [1, 4]",4.0,14
"128, [22, 23]",4.0,15
"2, [92, 92]",3.0,10
"8, [84, 88]",2.0,6
"2, [84, 87]",1.0,6
"1, [77, 78]",1.0,10
"5, [26, 31]",1.0,7
"7, [91, 97]",2.0,7
"6, [58, 60]",2.0,15
"5, [69, 71]",3.0,6
"7, [33, 38]",2.0,14
"16, [77, 82]",3.0,10
"14, [94, 97]",6.0,15
"15, [27, 29]",5.0,12
"3, [3, 5]",1.0,8
"2, [60, 61]",2.0,18
"226, [30, 34]",3.0,10
"193, [43, 44]",1.0,15
"113, [50, 53]",1.0,10
"44, [76, 80]",9.0,12
"4, [49, 53]",1.0,18
"4, [46, 47]",3.0,6
"91, [75, 77]",8.0,6
"11, [65, 69]",4.0,9
"88, [94, 94]",2.0,7
"7, [64, 67]",4.0,19
"6, [85, 90]",2.0,18
"7, [36, 39]",2.0,17
"3, [48, 49]",3.0,12
"10, [89, 94]",4.0,20
"6, [36, 42]",1.0,18
"6, [88, 89]",3.0,20
"36, [62, 68]",6.0,17
"4, [27, 31]",1.0,6
"9, [59, 61]",3.0,12
"42, [29, 35]",5.0,12
"13, [70, 73]",6.0,6
"13, [79, 80]",1.0,11
"4, [50, 55]",1.0,18
"24, [46, 50]",5.0,10
"2, [2, 4]",1.0,20
"2, [76, 80]",1.0,19
"3, [1, 4]",2.0,19
"9, [28, 30]",3.0,16
"14, [71, 75]",5.0,13
"6, [92, 93]",3.0,7
"4, [66, 69]",1.0,10
"1, [63, 63]",1.0,10
"6, [23, 26]",4.0,10
"11, [33, 36]",3.0,19
"14, [94, 97]",7.0,13
"2, [90, 92]",1.0,20
"8, [36, 39]",3.0,12
"19, [68, 73]",5.0,18
"13, [95, 98]",4.0,17
"8, [11, 13]",3.0,8
"28, [48, 51]",7.0,18
"117, [58, 61]",1.0,7
"137, [21, 21]",2.0,13
"6, [1, 4]",2.0,13
"15, [39, 41]",9.0,15
"145, [25, 28]",4.0,15
"1, [89, 89]",1.0,11
"17, [18, 22]",4.0,19
"10, [44, 48]",4.0,14
"8, [96, 100]",3.0,8
"39, [83, 87]",8.0,6
"2, [73, 75]",1.0,19
"3, [2, 4]",2.0,8
"88, [23, 27]",1.0,15
"3, [35, 39]",2.0,17
"3, [33, 35]",1.0,11
"7, [7, 11]",2.0,11
"14, [17, 20]",5.0,15
"2, [47, 50]",2.0,14
"2, [51, 57]",1.0,16
"16, [83, 84]",10.0,14
"184, [26, 28]",4.0,12
"6, [77, 79]",3.0,
"188, [20, 26]",5.0,
"69, [89, 92]",4.0,
"154, [80, 80]",2.0,
"14, [79, 85]",3.0,
"146, [85, 85]",2.0,
"4, [98, 98]",6.0,
"6, [86, 91]",1.0,
"10, [53, 58]",2.0,
"2, [4, 5]",1.0,
"9, [66, 72]",4.0,
"27, [43, 47]",3.0,
"181, [48, 49]",1.0,
"25, [86, 89]",10.0,
"20, [22, 26]",5.0,
"1, [60, 63]",1.0,
"5, [31, 33]",2.0,
"54, [4, 4]",1.0,
"268, [33, 36]",1.0,
"16, [22, 25]",4.0,
"74, [18, 21]",3.0,
"11, [75, 78]",7.0,
"64, [11, 11]",2.0,
"13, [72, 74]",5.0,
"67, [82, 83]",2.0,
"1, [24, 28]",1.0,
"5, [32, 33]",3.0,
"3, [39, 40]",4.0,
"6, [96, 97]",6.0,
"14, [89, 93]",3.0,
"10, [69, 72]",5.0,
"249, [61, 64]",5.0,
"10, [9, 14]",3.0,
"21, [62, 67]",4.0,
"16, [60, 65]",3.0,
"16, [78, 81]",5.0,
"3, [13, 16]",1.0,
"8, [18, 23]",2.0,
"10, [58, 62]",2.0,
"98, [60, 63]",2.0,
"12, [10, 12]",4.0,
"216, [13, 17]",4.0,
"3, [33, 36]",1.0,
"17, [28, 31]",5.0,
"11, [93, 96]",3.0,
"15, [74, 78]",4.0,
"6, [95, 98]",2.0,
"278, [17, 21]",4.0,
"104, [71, 71]",4.0,
"227, [97, 100]",7.0,
"9, [22, 27]",2.0,
"3, [51, 55]",2.0,
"4, [58, 62]",1.0,
"7, [51, 54]",3.0,
"12, [95, 98]",4.0,
"3, [44, 46]",3.0,
"5, [3, 8]",2.0,
"1, [90, 93]",1.0,
"2, [4, 10]",1.0,
"3, [35, 39]",1.0,
"14, [15, 21]",6.0,
"107, [99, 100]",1.0,
"175, [62, 62]",6.0,
"4, [24, 27]",3.0,
"6, [7, 9]",5.0,
"1, [85, 87]",1.0,
