bidding_profile,contribution,demand
"4, [43, 43]",4.0,6
"41, [37, 37]",2.0,8
"4, [64, 66]",4.0,16
"8, [32, 37]",2.0,13
"30, [70, 72]",11.0,15
"5, [71, 77]",2.0,11
"8, [48, 53]",2.0,5
"14, [29, 33]",4.0,11
"5, [13, 17]",1.0,13
"15, [66, 69]",6.0,9
"2, [61, 64]",2.0,17
"7, [1, 4]",3.0,18
"14, [17, 21]",3.0,12
"16, [47, 51]",5.0,18
"9, [92, 94]",4.0,9
"8, [28, 33]",2.0,20
"3, [58, 59]",3.0,9
"11, [38, 40]",5.0,11
"2, [23, 24]",3.0,13
"4, [45, 48]",1.0,14
"1, [77, 82]",1.0,5
"5, [62, 65]",2.0,16
"70, [11, 14]",8.0,12
"12, [26, 29]",3.0,10
"5, [18, 20]",3.0,6
"36, [70, 73]",12.0,5
"5, [34, 38]",1.0,8
"4, [1, 1]",8.0,5
"8, [39, 42]",3.0,6
"53, [94, 97]",5.0,5
"2, [88, 90]",1.0,11
"19, [50, 54]",4.0,13
"10, [33, 36]",3.0,10
"6, [16, 21]",2.0,18
"1, [55, 56]",2.0,20
"16, [14, 18]",4.0,8
"5, [86, 90]",1.0,8
"35, [68, 71]",9.0,7
"6, [73, 77]",2.0,5
"12, [11, 13]",8.0,5
"18, [29, 33]",10.0,18
"16, [46, 49]",6.0,10
"6, [46, 49]",3.0,13
"16, [44, 46]",6.0,7
"13, [57, 63]",4.0,5
"19, [80, 86]",7.0,13
"25, [11, 14]",5.0,20
"1, [22, 22]",1.0,20
"5, [90, 92]",3.0,10
"4, [92, 93]",4.0,20
"20, [58, 61]",5.0,18
"3, [69, 69]",6.0,8
"9, [63, 66]",3.0,20
"8, [52, 56]",4.0,12
"13, [50, 53]",4.0,11
"14, [28, 31]",8.0,11
"4, [94, 95]",2.0,14
"3, [92, 94]",3.0,16
"24, [46, 52]",5.0,16
"3, [35, 36]",3.0,6
"6, [93, 98]",2.0,19
"7, [91, 94]",3.0,10
"4, [73, 74]",3.0,13
"7, [84, 88]",2.0,10
"3, [17, 18]",3.0,8
"15, [94, 97]",5.0,8
"1, [48, 49]",1.0,12
"6, [93, 96]",2.0,16
"6, [2, 4]",4.0,5
