bidding_profile,contribution,demand
"3, [66, 68]",1.0,18
"149, [30, 33]",4.0,9
"4, [47, 50]",1.0,12
"1, [38, 40]",1.0,6
"118, [74, 75]",1.0,10
"129, [34, 36]",1.0,20
"1, [99, 100]",2.0,17
"125, [6, 10]",2.0,18
"26, [95, 98]",7.0,15
"13, [20, 24]",3.0,7
"3, [47, 50]",1.0,14
"23, [24, 28]",5.0,16
"6, [77, 81]",3.0,15
"26, [67, 71]",6.0,17
"5, [32, 32]",9.0,11
"2, [55, 60]",1.0,5
"7, [13, 16]",3.0,16
"24, [20, 25]",4.0,8
"2, [58, 61]",1.0,7
"16, [51, 56]",5.0,11
"4, [14, 19]",1.0,12
"9, [17, 19]",8.0,20
"9, [36, 38]",3.0,10
"76, [39, 41]",1.0,6
"19, [52, 56]",4.0,10
"7, [38, 43]",2.0,15
"1, [9, 9]",2.0,9
"9, [41, 46]",3.0,8
"18, [22, 26]",5.0,16
"11, [41, 46]",2.0,13
"5, [83, 85]",2.0,16
"7, [90, 92]",4.0,9
"2, [19, 21]",2.0,14
"119, [63, 65]",2.0,6
"11, [83, 87]",3.0,12
"16, [32, 36]",8.0,11
"6, [22, 27]",1.0,12
"11, [19, 22]",6.0,14
"7, [41, 43]",3.0,19
"20, [32, 38]",3.0,10
"26, [1, 6]",5.0,12
"9, [77, 83]",2.0,7
"2, [21, 22]",2.0,12
"4, [48, 53]",1.0,17
"98, [19, 25]",1.0,15
"9, [25, 30]",2.0,14
"1, [55, 57]",1.0,10
"1, [85, 87]",1.0,13
"6, [91, 93]",3.0,15
"113, [36, 36]",1.0,20
"27, [97, 100]",7.0,8
"2, [62, 65]",2.0,19
"6, [67, 69]",6.0,11
"1, [42, 46]",1.0,8
"17, [95, 97]",6.0,10
"52, [40, 43]",1.0,15
"3, [46, 49]",1.0,20
"3, [2, 2]",8.0,7
"12, [71, 74]",4.0,7
"3, [71, 76]",1.0,11
"6, [78, 79]",3.0,15
"151, [95, 100]",10.0,11
"7, [10, 15]",2.0,10
"10, [95, 96]",7.0,17
"9, [28, 33]",2.0,19
"2, [99, 100]",1.0,16
"27, [12, 18]",6.0,16
"8, [23, 25]",4.0,13
"2, [9, 10]",2.0,14
"2, [88, 90]",1.0,8
"3, [45, 48]",1.0,18
"5, [64, 68]",1.0,6
"82, [56, 59]",1.0,17
"22, [72, 77]",3.0,5
"3, [74, 78]",2.0,14
"3, [59, 60]",5.0,13
"138, [7, 9]",4.0,5
"4, [44, 49]",1.0,14
"31, [54, 55]",1.0,10
"23, [69, 73]",6.0,17
"15, [32, 33]",11.0,13
