bidding_profile,contribution,demand
"3, [24, 27]",1.0,14
"3, [42, 44]",1.0,17
"46, [60, 64]",9.0,10
"10, [60, 65]",2.0,13
"30, [33, 36]",9.0,12
"62, [14, 17]",22.0,13
"5, [30, 32]",2.0,17
"6, [24, 27]",2.0,18
"4, [63, 66]",1.0,12
"9, [34, 36]",4.0,5
"12, [51, 55]",4.0,6
"1, [67, 71]",1.0,8
"5, [33, 35]",5.0,16
"65, [34, 38]",6.0,9
"7, [63, 65]",3.0,6
"5, [24, 28]",1.0,5
"63, [50, 53]",9.0,20
"5, [24, 28]",2.0,14
"1, [82, 85]",1.0,5
"9, [62, 66]",2.0,17
"5, [17, 20]",2.0,18
"2, [32, 34]",2.0,5
"13, [24, 27]",2.0,13
"6, [18, 21]",2.0,14
"24, [49, 53]",1.0,10
"10, [47, 51]",2.0,7
"4, [32, 37]",1.0,11
"5, [17, 21]",2.0,19
"8, [77, 80]",2.0,7
"14, [56, 59]",3.0,5
"6, [18, 22]",2.0,14
"7, [1, 1]",7.0,7
"71, [1, 5]",19.0,19
"3, [49, 55]",1.0,11
"72, [53, 55]",5.0,9
"4, [22, 25]",2.0,20
"50, [79, 84]",9.0,19
"3, [8, 10]",1.0,15
"52, [69, 71]",19.0,14
"1, [26, 28]",1.0,13
"4, [20, 22]",2.0,13
"3, [39, 41]",6.0,16
"8, [7, 11]",2.0,15
"4, [10, 14]",1.0,14
"4, [19, 25]",2.0,11
"78, [63, 66]",9.0,9
"8, [32, 35]",2.0,15
"14, [71, 76]",4.0,16
"2, [36, 37]",2.0,11
"8, [36, 39]",3.0,20
"14, [15, 18]",5.0,15
"29, [12, 16]",9.0,9
"20, [69, 72]",5.0,14
"9, [29, 32]",3.0,7
"3, [40, 41]",4.0,18
"17, [27, 32]",1.0,7
"3, [65, 71]",1.0,19
"10, [37, 40]",4.0,18
"2, [65, 67]",1.0,16
"17, [3, 6]",1.0,11
"21, [83, 85]",10.0,7
"91, [74, 76]",4.0,14
"18, [27, 29]",1.0,12
"1, [81, 83]",1.0,13
"14, [16, 20]",3.0,14
"17, [36, 39]",5.0,18
"4, [65, 68]",1.0,8
"2, [53, 57]",1.0,15
"36, [78, 81]",11.0,19
"11, [61, 63]",9.0,17
"85, [65, 68]",1.0,11
"12, [36, 38]",5.0,13
"2, [24, 25]",1.0,10
"76, [20, 23]",2.0,11
"10, [22, 25]",3.0,19
"33, [70, 71]",24.0,14
"90, [58, 62]",10.0,5
"3, [8, 14]",1.0,15
"4, [26, 30]",1.0,14
"14, [40, 45]",4.0,7
"45, [38, 40]",1.0,6
"10, [47, 51]",4.0,14
"2, [47, 48]",3.0,18
"5, [85, 85]",15.0,8
"5, [51, 51]",12.0,18
"55, [62, 66]",6.0,
"1, [25, 28]",1.0,
"3, [8, 11]",1.0,
"1, [42, 44]",1.0,
"80, [54, 57]",5.0,
"4, [3, 6]",1.0,
"3, [30, 32]",3.0,
"12, [44, 45]",1.0,
"4, [76, 77]",4.0,
"42, [70, 73]",23.0,
"3, [7, 9]",3.0,
"6, [42, 46]",2.0,
"26, [73, 77]",9.0,
"6, [32, 36]",2.0,
"3, [27, 32]",1.0,
"34, [51, 56]",8.0,
"66, [69, 71]",27.0,
"3, [59, 61]",1.0,
"28, [61, 64]",9.0,
"48, [58, 61]",13.0,
"6, [61, 64]",2.0,
"5, [37, 42]",1.0,
"5, [31, 36]",1.0,
"29, [23, 25]",6.0,
"42, [49, 53]",1.0,
"5, [6, 8]",2.0,
"62, [5, 11]",2.0,
"44, [6, 11]",8.0,
"9, [60, 63]",6.0,
"21, [53, 58]",4.0,
"7, [73, 74]",4.0,
"59, [29, 32]",4.0,
"89, [42, 47]",2.0,
"4, [44, 48]",1.0,
"23, [72, 75]",9.0,
"4, [36, 37]",2.0,
"2, [41, 42]",1.0,
"3, [49, 52]",1.0,
"76, [69, 72]",14.0,
"14, [59, 63]",5.0,
"5, [19, 21]",3.0,
"3, [27, 30]",1.0,
"16, [50, 54]",7.0,
"93, [9, 12]",1.0,
"37, [39, 43]",9.0,
"1, [79, 80]",1.0,
"2, [11, 13]",1.0,
"2, [2, 3]",1.0,
"88, [50, 51]",1.0,
"1, [65, 69]",1.0,
"24, [51, 54]",6.0,
"33, [15, 21]",5.0,
"6, [4, 8]",2.0,
"42, [62, 67]",7.0,
"6, [77, 80]",3.0,
"6, [53, 53]",2.0,
"1, [65, 68]",1.0,
"15, [6, 9]",4.0,
"81, [82, 84]",1.0,
"1, [4, 4]",1.0,
"23, [13, 17]",23.0,
"13, [33, 38]",6.0,
"30, [69, 72]",11.0,
"2, [49, 51]",1.0,
"4, [8, 12]",1.0,
"4, [8, 11]",1.0,
"1, [66, 69]",1.0,
"7, [72, 72]",8.0,
"22, [63, 66]",8.0,
"4, [47, 49]",4.0,
"6, [62, 65]",4.0,
"14, [34, 35]",8.0,
"2, [41, 43]",1.0,
"14, [24, 28]",3.0,
"14, [24, 28]",3.0,
"6, [59, 60]",6.0,
"10, [18, 22]",2.0,
"18, [35, 39]",5.0,
"5, [57, 60]",3.0,
"68, [29, 34]",4.0,
"23, [48, 53]",5.0,
"15, [29, 35]",3.0,
"5, [16, 19]",3.0,
"11, [46, 48]",5.0,
"65, [61, 66]",9.0,
"2, [54, 55]",2.0,
"2, [40, 40]",3.0,
"20, [9, 13]",1.0,
"5, [76, 79]",2.0,
"2, [47, 49]",1.0,
"12, [70, 72]",8.0,
"1, [42, 45]",1.0,
"2, [31, 32]",2.0,
"8, [76, 78]",3.0,
"1, [21, 23]",1.0,
"22, [54, 59]",5.0,
"6, [14, 18]",3.0,
"6, [82, 85]",2.0,
"2, [20, 22]",2.0,
"10, [54, 57]",5.0,
"3, [30, 33]",1.0,
"2, [26, 28]",1.0,
"50, [59, 64]",9.0,
"18, [51, 57]",6.0,
"5, [57, 61]",1.0,
"3, [67, 72]",1.0,
"20, [69, 70]",14.0,
"37, [71, 74]",19.0,
"25, [34, 37]",8.0,
"4, [24, 25]",2.0,
"6, [21, 22]",3.0,
"10, [34, 35]",8.0,
"4, [2, 5]",2.0,
"4, [82, 85]",1.0,
"8, [61, 62]",5.0,
"10, [18, 23]",3.0,
"31, [76, 76]",4.0,
"9, [46, 49]",5.0,
"6, [24, 28]",3.0,
"51, [56, 57]",2.0,
"2, [66, 70]",1.0,
"92, [52, 57]",8.0,
"4, [31, 33]",2.0,
"46, [5, 5]",1.0,
"9, [68, 71]",33.0,
"1, [65, 68]",1.0,
"28, [21, 21]",2.0,
"87, [81, 81]",1.0,
"16, [1, 4]",5.0,
"6, [59, 59]",6.0,
"8, [21, 24]",2.0,
"4, [76, 81]",1.0,
"3, [55, 57]",3.0,
"5, [52, 57]",1.0,
"6, [24, 27]",2.0,
"3, [2, 5]",1.0,
"4, [22, 28]",1.0,
"3, [73, 77]",1.0,
"4, [5, 7]",2.0,
"14, [34, 37]",6.0,
"10, [50, 51]",12.0,
"12, [2, 4]",4.0,
"11, [38, 38]",1.0,
"4, [54, 57]",3.0,
"6, [59, 59]",9.0,
"39, [14, 18]",18.0,
"27, [3, 4]",2.0,
"6, [6, 11]",2.0,
"18, [43, 47]",4.0,
"16, [69, 72]",4.0,
"3, [81, 84]",1.0,
"4, [49, 52]",1.0,
"28, [62, 65]",9.0,
"6, [77, 79]",3.0,
