bidding_profile,contribution,demand
"8, [14, 16]",4.0,15
"3, [28, 32]",1.0,19
"28, [53, 55]",11.0,11
"106, [16, 20]",5.0,6
"6, [16, 18]",3.0,16
"6, [1, 5]",3.0,10
"9, [9, 12]",3.0,16
"18, [40, 42]",10.0,9
"109, [63, 66]",7.0,13
"18, [57, 59]",8.0,19
"9, [1, 4]",4.0,8
"9, [9, 11]",5.0,20
"15, [71, 75]",4.0,12
"9, [24, 26]",3.0,8
"4, [2, 8]",1.0,5
"86, [47, 51]",2.0,6
"2, [30, 34]",1.0,19
"4, [29, 32]",1.0,13
"4, [75, 79]",1.0,5
"2, [3, 5]",2.0,17
"7, [6, 10]",3.0,18
"26, [52, 55]",16.0,13
"3, [17, 21]",1.0,15
"40, [67, 73]",6.0,18
"58, [18, 22]",1.0,8
"9, [58, 63]",3.0,18
"3, [29, 30]",3.0,15
"38, [1, 5]",9.0,10
"12, [69, 74]",2.0,18
"7, [18, 21]",3.0,8
"8, [45, 47]",3.0,13
"1, [26, 30]",1.0,19
"6, [72, 73]",4.0,19
"11, [14, 19]",2.0,18
"14, [9, 11]",5.0,15
"23, [22, 25]",9.0,15
"86, [63, 68]",9.0,11
"3, [48, 54]",1.0,12
"14, [7, 10]",4.0,13
"29, [66, 70]",6.0,20
"8, [68, 70]",7.0,19
"53, [10, 15]",8.0,9
"4, [48, 52]",1.0,11
"9, [9, 13]",4.0,16
"16, [7, 10]",5.0,10
"52, [61, 62]",10.0,16
"2, [17, 20]",2.0,20
"2, [60, 61]",1.0,12
"110, [10, 13]",5.0,16
"5, [5, 7]",2.0,6
"26, [60, 64]",7.0,11
"14, [49, 52]",4.0,20
"3, [3, 6]",2.0,7
"5, [2, 4]",5.0,18
"9, [14, 16]",3.0,12
"6, [8, 10]",3.0,17
"34, [68, 73]",6.0,7
"3, [49, 53]",1.0,10
"3, [27, 32]",1.0,11
"9, [73, 76]",4.0,10
"5, [50, 52]",4.0,12
"9, [63, 66]",5.0,17
"8, [39, 43]",2.0,6
"107, [73, 76]",5.0,9
"11, [53, 55]",4.0,5
"89, [69, 72]",1.0,18
"19, [83, 85]",8.0,17
"12, [20, 23]",5.0,8
"18, [45, 48]",6.0,18
"105, [49, 49]",2.0,12
"77, [66, 68]",3.0,8
"6, [62, 66]",1.0,9
"1, [83, 85]",1.0,17
"6, [35, 38]",2.0,7
"82, [8, 12]",6.0,10
"6, [6, 11]",1.0,20
"46, [42, 46]",1.0,7
"23, [80, 84]",7.0,13
"19, [31, 34]",5.0,6
"14, [62, 68]",6.0,20
"1, [47, 50]",1.0,20
"16, [13, 16]",4.0,10
"15, [56, 58]",10.0,19
"7, [78, 81]",3.0,8
"62, [32, 34]",3.0,5
"5, [6, 9]",2.0,
"3, [65, 67]",3.0,
"21, [60, 66]",8.0,
"16, [41, 42]",8.0,
"10, [36, 41]",5.0,
"22, [1, 5]",6.0,
"9, [10, 15]",2.0,
"17, [84, 85]",9.0,
"4, [29, 34]",1.0,
"4, [80, 81]",4.0,
"2, [32, 33]",4.0,
"9, [16, 19]",5.0,
"8, [50, 52]",3.0,
"1, [14, 15]",1.0,
"50, [25, 27]",1.0,
"4, [54, 54]",12.0,
"16, [36, 40]",5.0,
"7, [60, 65]",2.0,
"8, [43, 47]",3.0,
"13, [36, 38]",5.0,
"1, [34, 34]",2.0,
"1, [82, 82]",1.0,
"21, [83, 85]",7.0,
"8, [69, 70]",5.0,
"5, [56, 59]",2.0,
"66, [1, 4]",3.0,
"2, [25, 30]",1.0,
"11, [67, 71]",4.0,
"2, [28, 30]",1.0,
"2, [78, 80]",1.0,
"32, [83, 83]",2.0,
"6, [6, 10]",2.0,
"3, [68, 68]",3.0,
"5, [31, 37]",1.0,
"121, [51, 52]",1.0,
"25, [9, 12]",7.0,
"5, [44, 48]",3.0,
"52, [44, 44]",5.0,
"4, [14, 14]",4.0,
"1, [81, 84]",1.0,
"1, [15, 19]",1.0,
"27, [61, 64]",9.0,
"24, [42, 45]",7.0,
"1, [18, 21]",1.0,
"12, [53, 54]",16.0,
"5, [24, 26]",2.0,
"21, [41, 43]",6.0,
"3, [35, 37]",2.0,
"6, [12, 13]",6.0,
"28, [67, 68]",6.0,
"10, [61, 63]",5.0,
"1, [42, 43]",1.0,
"24, [14, 18]",5.0,
"15, [12, 17]",5.0,
"10, [72, 74]",5.0,
"8, [3, 6]",4.0,
"4, [21, 21]",5.0,
"1, [46, 46]",2.0,
"16, [46, 48]",8.0,
"1, [12, 12]",2.0,
"10, [61, 65]",3.0,
"11, [66, 70]",5.0,
"15, [16, 18]",6.0,
"3, [10, 10]",6.0,
"20, [45, 47]",7.0,
"20, [16, 19]",6.0,
"46, [77, 82]",2.0,
"1, [68, 71]",1.0,
"1, [25, 27]",1.0,
"40, [54, 58]",8.0,
"6, [32, 34]",4.0,
"3, [5, 7]",1.0,
"63, [46, 48]",3.0,
"5, [29, 33]",3.0,
"13, [15, 18]",4.0,
"66, [1, 3]",5.0,
"2, [37, 40]",1.0,
"82, [48, 50]",1.0,
"17, [60, 63]",5.0,
"20, [43, 46]",6.0,
"1, [77, 79]",1.0,
"74, [73, 74]",1.0,
"10, [46, 48]",1.0,
"8, [32, 37]",2.0,
"7, [12, 12]",7.0,
"12, [40, 43]",6.0,
"13, [29, 33]",3.0,
"2, [20, 20]",5.0,
"2, [40, 41]",1.0,
"13, [63, 64]",7.0,
"6, [80, 83]",4.0,
"106, [54, 60]",16.0,
"1, [48, 50]",1.0,
"13, [8, 12]",3.0,
"35, [65, 71]",5.0,
"14, [75, 81]",2.0,
"4, [28, 30]",2.0,
"6, [44, 47]",3.0,
"8, [37, 41]",2.0,
"1, [49, 50]",2.0,
"24, [25, 30]",4.0,
"12, [26, 29]",4.0,
"3, [39, 42]",2.0,
"66, [40, 43]",6.0,
"50, [62, 68]",9.0,
"99, [65, 68]",6.0,
"2, [85, 85]",8.0,
"45, [25, 30]",4.0,
"22, [3, 8]",4.0,
"24, [10, 12]",8.0,
"38, [55, 59]",15.0,
"81, [44, 46]",5.0,
"11, [60, 62]",5.0,
"86, [51, 55]",1.0,
"30, [21, 24]",11.0,
"30, [54, 59]",5.0,
"20, [53, 56]",6.0,
