bidding_profile,contribution,demand
"6, [18, 20]",2.0,8
"3, [41, 42]",3.0,14
"11, [50, 53]",5.0,11
"14, [13, 16]",4.0,20
"60, [58, 64]",1.0,7
"9, [26, 29]",4.0,13
"10, [79, 83]",4.0,20
"2, [55, 58]",1.0,9
"4, [52, 53]",4.0,17
"3, [73, 74]",3.0,7
"104, [26, 26]",8.0,6
"1, [23, 27]",2.0,6
"7, [38, 41]",3.0,14
"2, [80, 80]",2.0,13
"8, [34, 36]",6.0,9
"36, [73, 74]",1.0,6
"15, [1, 4]",4.0,10
"11, [16, 21]",2.0,15
"3, [18, 23]",1.0,6
"11, [20, 24]",3.0,13
"5, [15, 19]",1.0,5
"1, [44, 45]",1.0,13
"12, [78, 79]",9.0,18
"1, [55, 57]",1.0,20
"3, [11, 13]",1.0,6
"2, [1, 4]",2.0,6
"6, [59, 60]",4.0,9
"10, [13, 18]",2.0,6
"9, [2, 2]",12.0,9
"9, [10, 14]",3.0,10
"9, [83, 85]",4.0,5
"44, [85, 85]",1.0,17
"33, [24, 25]",4.0,13
"3, [21, 22]",4.0,8
"7, [39, 43]",3.0,12
"24, [36, 39]",6.0,6
"4, [12, 14]",4.0,10
"91, [25, 26]",6.0,6
"12, [38, 42]",5.0,8
"3, [18, 21]",1.0,13
"66, [63, 64]",1.0,14
"36, [23, 28]",9.0,9
"38, [11, 14]",2.0,8
"16, [45, 48]",7.0,14
"3, [13, 15]",2.0,18
"27, [5, 10]",6.0,8
"27, [34, 40]",4.0,12
"8, [13, 16]",3.0,8
"2, [28, 28]",3.0,7
"2, [69, 71]",1.0,10
"1, [21, 25]",1.0,6
"2, [78, 78]",2.0,18
"96, [5, 7]",16.0,17
"64, [77, 80]",7.0,5
"6, [73, 77]",2.0,6
"1, [57, 58]",2.0,17
"40, [77, 83]",8.0,16
"25, [49, 51]",2.0,17
"21, [59, 62]",2.0,10
"6, [40, 42]",3.0,9
"22, [35, 40]",11.0,5
"3, [48, 49]",5.0,13
"3, [44, 45]",3.0,15
"1, [48, 48]",3.0,5
"2, [61, 63]",1.0,14
"40, [38, 39]",3.0,20
"15, [45, 48]",6.0,19
"101, [2, 6]",1.0,13
"5, [65, 69]",1.0,14
"32, [48, 53]",6.0,12
"41, [63, 65]",1.0,8
"2, [81, 85]",1.0,8
"24, [45, 49]",5.0,10
"2, [84, 85]",1.0,13
"10, [15, 19]",2.0,7
"105, [80, 81]",1.0,12
"11, [35, 36]",10.0,13
"7, [45, 49]",4.0,19
"17, [68, 73]",3.0,14
"70, [80, 82]",5.0,14
"1, [15, 17]",1.0,12
"5, [73, 74]",3.0,7
"2, [42, 45]",2.0,13
"8, [83, 85]",4.0,6
"12, [17, 21]",4.0,14
"5, [12, 15]",2.0,
"5, [7, 10]",2.0,
"6, [65, 68]",4.0,
"45, [58, 61]",4.0,
"10, [83, 85]",4.0,
"21, [62, 66]",2.0,
"10, [56, 62]",3.0,
"6, [19, 21]",3.0,
"9, [24, 26]",4.0,
"7, [22, 28]",1.0,
"5, [60, 62]",4.0,
"9, [82, 83]",5.0,
"1, [25, 28]",1.0,
"7, [63, 68]",2.0,
