bidding_profile,contribution,demand
"1, [7, 10]",1.0,9
"4, [75, 77]",4.0,12
"2, [75, 75]",2.0,19
"5, [7, 9]",2.0,15
"2, [3, 6]",2.0,8
"3, [66, 68]",1.0,12
"79, [48, 53]",2.0,14
"7, [17, 23]",3.0,13
"343, [7, 10]",2.0,5
"2, [55, 58]",2.0,5
"32, [62, 67]",14.0,15
"2, [20, 22]",1.0,19
"215, [7, 12]",2.0,17
"9, [51, 55]",2.0,5
"268, [37, 40]",2.0,20
"8, [14, 17]",2.0,10
"4, [7, 9]",2.0,18
"1, [47, 50]",1.0,10
"3, [67, 69]",1.0,10
"4, [6, 9]",1.0,15
"50, [43, 44]",1.0,9
"2, [22, 27]",1.0,12
"2, [74, 74]",5.0,16
"15, [25, 28]",5.0,8
"46, [11, 14]",1.0,17
"287, [56, 58]",3.0,18
"2, [47, 52]",1.0,19
"8, [48, 52]",2.0,16
"27, [83, 85]",4.0,16
"8, [14, 17]",2.0,10
"10, [14, 15]",7.0,17
"34, [13, 18]",7.0,11
"11, [34, 36]",4.0,8
"3, [51, 54]",2.0,5
"3, [47, 52]",1.0,18
"1, [38, 39]",1.0,20
"8, [1, 4]",6.0,14
"13, [35, 38]",7.0,9
"169, [6, 10]",2.0,9
"207, [79, 82]",4.0,6
"1, [9, 11]",1.0,6
"5, [1, 5]",3.0,10
"184, [22, 22]",1.0,6
"1, [82, 85]",1.0,9
"4, [77, 78]",2.0,9
"3, [76, 78]",2.0,14
"2, [52, 54]",1.0,8
"10, [6, 9]",2.0,11
"83, [62, 67]",39.0,15
"181, [80, 83]",2.0,16
"9, [15, 18]",4.0,12
"12, [28, 32]",3.0,9
"4, [41, 43]",2.0,14
"238, [60, 65]",32.0,14
"49, [75, 79]",2.0,12
"175, [59, 65]",50.0,13
"121, [24, 25]",1.0,20
"8, [55, 57]",5.0,6
"4, [6, 9]",1.0,19
"4, [42, 43]",2.0,17
"19, [78, 80]",11.0,17
"2, [67, 68]",1.0,12
"11, [73, 76]",8.0,20
"12, [45, 50]",2.0,6
"348, [77, 83]",2.0,5
"12, [18, 21]",3.0,9
"173, [36, 41]",1.0,12
"178, [42, 45]",2.0,5
"1, [20, 22]",1.0,6
"8, [29, 32]",2.0,20
"5, [18, 20]",2.0,16
"6, [16, 18]",3.0,12
"9, [69, 73]",2.0,19
"4, [2, 4]",2.0,17
"1, [20, 22]",1.0,10
"167, [47, 47]",1.0,13
"9, [29, 34]",2.0,19
"318, [32, 36]",1.0,20
"6, [63, 68]",3.0,17
"18, [74, 78]",7.0,13
"25, [12, 16]",6.0,10
"1, [9, 13]",1.0,11
"82, [22, 22]",1.0,13
"221, [23, 24]",5.0,15
"268, [36, 41]",1.0,9
"155, [44, 46]",1.0,
"306, [7, 10]",2.0,
"2, [32, 35]",2.0,
"3, [2, 6]",1.0,
"7, [30, 36]",2.0,
"110, [63, 68]",29.0,
"87, [60, 64]",11.0,
"4, [3, 8]",1.0,
"1, [5, 6]",1.0,
"2, [42, 43]",2.0,
"3, [38, 40]",1.0,
"3, [78, 80]",1.0,
"8, [55, 56]",5.0,
"5, [39, 43]",1.0,
"9, [74, 78]",3.0,
"3, [82, 85]",2.0,
"3, [21, 24]",1.0,
"31, [31, 33]",3.0,
"4, [42, 45]",1.0,
"5, [52, 54]",3.0,
"4, [41, 44]",1.0,
"11, [43, 49]",2.0,
"15, [24, 26]",5.0,
"35, [74, 77]",6.0,
"233, [61, 66]",48.0,
"299, [70, 72]",5.0,
"4, [37, 40]",2.0,
"19, [73, 78]",5.0,
"8, [75, 78]",2.0,
"298, [71, 77]",1.0,
"10, [15, 17]",6.0,
"13, [53, 59]",2.0,
"3, [7, 11]",2.0,
"3, [22, 24]",1.0,
"6, [73, 76]",4.0,
"5, [50, 53]",2.0,
"4, [18, 21]",1.0,
"26, [69, 74]",5.0,
"13, [50, 54]",3.0,
"25, [35, 38]",10.0,
"3, [42, 43]",3.0,
"7, [36, 38]",3.0,
"3, [17, 23]",1.0,
"9, [23, 26]",5.0,
"26, [63, 68]",9.0,
"145, [1, 6]",2.0,
"3, [2, 5]",2.0,
"137, [7, 9]",1.0,
"2, [58, 61]",1.0,
"4, [18, 24]",1.0,
"1, [39, 41]",1.0,
"52, [63, 65]",35.0,
"6, [1, 4]",5.0,
"4, [56, 58]",3.0,
"2, [36, 38]",2.0,
"6, [36, 40]",3.0,
"6, [53, 54]",3.0,
"160, [61, 65]",45.0,
"5, [26, 30]",1.0,
"115, [48, 53]",6.0,
"1, [66, 66]",1.0,
"31, [63, 66]",21.0,
"9, [29, 31]",4.0,
"1, [16, 17]",1.0,
"3, [5, 8]",2.0,
"2, [66, 69]",1.0,
"19, [79, 83]",10.0,
"3, [9, 12]",1.0,
"103, [51, 52]",3.0,
"4, [9, 12]",1.0,
"326, [31, 31]",1.0,
"4, [6, 12]",2.0,
"3, [23, 25]",1.0,
"4, [46, 47]",3.0,
"15, [14, 18]",4.0,
"7, [12, 14]",3.0,
"11, [4, 7]",3.0,
"5, [54, 58]",2.0,
"18, [63, 66]",9.0,
"5, [40, 44]",1.0,
"60, [61, 66]",11.0,
"4, [51, 54]",3.0,
"14, [49, 52]",10.0,
"3, [10, 14]",1.0,
"74, [18, 21]",2.0,
"2, [38, 39]",1.0,
"15, [33, 38]",6.0,
"1, [71, 72]",2.0,
"2, [26, 27]",2.0,
"2, [10, 15]",1.0,
"5, [83, 85]",3.0,
"4, [26, 29]",1.0,
"3, [5, 8]",1.0,
"5, [45, 48]",2.0,
"58, [64, 68]",23.0,
"1, [83, 85]",1.0,
"6, [83, 85]",4.0,
"2, [39, 44]",1.0,
