bidding_profile,contribution,demand
"1, [68, 70]",1.0,11
"7, [79, 82]",2.0,9
"25, [4, 10]",3.0,5
"9, [82, 83]",5.0,13
"3, [60, 61]",2.0,11
"4, [4, 5]",4.0,6
"25, [74, 79]",11.0,9
"6, [69, 72]",2.0,7
"116, [3, 6]",4.0,9
"2, [55, 57]",1.0,10
"8, [82, 85]",6.0,12
"2, [39, 42]",1.0,14
"6, [38, 40]",2.0,19
"5, [17, 20]",2.0,13
"7, [16, 19]",3.0,12
"100, [63, 66]",3.0,14
"69, [67, 71]",1.0,14
"30, [81, 85]",2.0,13
"8, [83, 85]",6.0,7
"1, [9, 9]",1.0,19
"11, [58, 63]",2.0,17
"14, [60, 64]",4.0,19
"4, [21, 23]",2.0,19
"6, [64, 69]",2.0,7
"15, [28, 32]",6.0,18
"14, [45, 50]",3.0,8
"103, [63, 69]",3.0,9
"15, [36, 41]",3.0,20
"4, [39, 41]",2.0,9
"2, [36, 38]",1.0,18
"4, [25, 27]",3.0,9
"8, [72, 74]",3.0,7
"12, [51, 54]",5.0,7
"45, [85, 85]",5.0,16
"10, [74, 79]",2.0,15
"4, [31, 35]",1.0,10
"7, [15, 18]",2.0,20
"1, [43, 44]",1.0,12
"15, [50, 53]",5.0,20
"4, [16, 19]",3.0,15
"6, [48, 51]",3.0,20
"11, [39, 41]",4.0,9
"8, [44, 47]",4.0,9
"131, [58, 60]",1.0,19
"15, [60, 64]",3.0,17
"3, [15, 18]",1.0,19
"16, [59, 62]",10.0,9
"4, [24, 28]",1.0,11
"9, [13, 16]",3.0,19
"2, [14, 16]",1.0,6
"3, [65, 67]",2.0,7
"39, [72, 75]",12.0,9
"7, [65, 68]",2.0,12
"96, [75, 78]",2.0,5
"13, [73, 75]",11.0,10
"4, [79, 81]",3.0,17
"4, [57, 58]",4.0,6
"4, [41, 43]",3.0,16
"37, [20, 25]",7.0,18
"7, [24, 26]",1.0,12
"55, [52, 54]",5.0,18
"83, [50, 52]",9.0,6
"7, [60, 62]",5.0,12
"15, [51, 54]",5.0,20
"71, [61, 62]",1.0,15
"10, [3, 7]",3.0,10
"1, [76, 77]",1.0,11
"6, [12, 17]",1.0,16
"83, [3, 5]",1.0,15
"10, [21, 26]",2.0,11
"9, [59, 65]",3.0,17
"140, [8, 9]",1.0,9
"113, [23, 23]",1.0,15
"1, [10, 12]",1.0,19
"4, [80, 83]",2.0,14
"17, [1, 6]",4.0,9
"5, [66, 70]",3.0,9
"42, [6, 6]",1.0,16
"11, [77, 82]",2.0,8
"8, [36, 39]",2.0,14
"1, [21, 23]",1.0,17
"16, [12, 18]",3.0,20
"7, [15, 19]",2.0,10
"2, [53, 53]",2.0,17
"2, [79, 83]",1.0,18
"3, [1, 2]",3.0,
"10, [58, 63]",2.0,
"2, [84, 85]",1.0,
"4, [64, 67]",3.0,
"1, [41, 43]",1.0,
"1, [3, 4]",1.0,
"3, [1, 6]",1.0,
"3, [80, 82]",2.0,
"1, [19, 21]",1.0,
"1, [10, 12]",1.0,
"4, [69, 70]",3.0,
"1, [7, 9]",1.0,
"7, [64, 67]",3.0,
"4, [64, 67]",1.0,
"9, [20, 22]",4.0,
"2, [42, 43]",2.0,
"6, [25, 30]",2.0,
"117, [24, 25]",1.0,
"26, [28, 30]",9.0,
"4, [47, 50]",2.0,
"13, [73, 74]",12.0,
"11, [61, 64]",7.0,
"25, [49, 54]",5.0,
"71, [84, 84]",1.0,
"7, [60, 61]",9.0,
"7, [60, 66]",2.0,
"60, [78, 81]",1.0,
"58, [10, 16]",1.0,
"33, [22, 24]",10.0,
"2, [12, 14]",1.0,
"114, [52, 56]",4.0,
"2, [68, 69]",1.0,
"1, [19, 19]",1.0,
"8, [60, 64]",3.0,
"1, [14, 16]",1.0,
"3, [78, 82]",1.0,
"4, [19, 22]",1.0,
"15, [18, 23]",2.0,
"17, [48, 52]",2.0,
"4, [56, 60]",2.0,
"2, [18, 20]",2.0,
"5, [53, 55]",5.0,
"1, [7, 10]",1.0,
"8, [38, 43]",2.0,
"5, [21, 27]",1.0,
"1, [72, 75]",1.0,
"10, [52, 55]",5.0,
"31, [48, 54]",2.0,
"30, [32, 37]",1.0,
"37, [49, 52]",16.0,
"46, [41, 41]",5.0,
"26, [65, 71]",3.0,
"12, [2, 5]",4.0,
"2, [7, 11]",1.0,
"6, [3, 7]",2.0,
"6, [16, 18]",2.0,
"5, [19, 24]",1.0,
"75, [66, 71]",2.0,
"4, [1, 6]",2.0,
"2, [58, 64]",1.0,
"2, [10, 12]",1.0,
"33, [79, 79]",2.0,
"3, [81, 82]",3.0,
"75, [28, 28]",1.0,
"14, [53, 58]",3.0,
"3, [70, 71]",2.0,
"4, [44, 46]",3.0,
"3, [48, 52]",1.0,
"2, [25, 27]",1.0,
"103, [47, 51]",2.0,
"73, [34, 34]",7.0,
"12, [5, 8]",1.0,
"10, [83, 85]",5.0,
"15, [53, 56]",5.0,
"3, [7, 9]",1.0,
"5, [6, 12]",1.0,
"3, [68, 70]",2.0,
"7, [62, 63]",7.0,
"1, [39, 39]",2.0,
"25, [82, 85]",7.0,
"141, [10, 11]",1.0,
"1, [19, 22]",1.0,
"10, [38, 42]",3.0,
"2, [77, 80]",1.0,
"15, [52, 58]",3.0,
"8, [15, 21]",3.0,
"4, [40, 41]",5.0,
"3, [68, 73]",1.0,
"10, [39, 43]",2.0,
"6, [36, 38]",2.0,
"14, [25, 27]",6.0,
"5, [1, 3]",3.0,
"5, [18, 23]",1.0,
"3, [11, 15]",1.0,
"2, [65, 68]",2.0,
"3, [9, 11]",1.0,
"2, [78, 83]",1.0,
"11, [78, 82]",3.0,
"136, [34, 34]",8.0,
"36, [25, 29]",4.0,
"3, [33, 35]",1.0,
"9, [79, 84]",2.0,
"1, [33, 33]",1.0,
"11, [12, 18]",3.0,
"2, [70, 72]",1.0,
"5, [17, 19]",2.0,
"4, [18, 24]",2.0,
"54, [2, 4]",4.0,
"1, [58, 60]",1.0,
"6, [7, 10]",1.0,
"7, [12, 15]",2.0,
"17, [51, 54]",5.0,
"56, [41, 44]",4.0,
"1, [41, 43]",1.0,
"91, [12, 13]",3.0,
"3, [16, 17]",2.0,
"2, [77, 79]",2.0,
"2, [76, 77]",2.0,
"1, [11, 14]",1.0,
"19, [2, 8]",3.0,
"46, [78, 83]",2.0,
"8, [57, 61]",3.0,
"10, [2, 6]",2.0,
"54, [42, 47]",1.0,
"10, [12, 15]",3.0,
"122, [25, 25]",4.0,
"3, [21, 25]",1.0,
"1, [17, 21]",1.0,
"3, [47, 50]",2.0,
"32, [71, 75]",12.0,
"15, [54, 56]",5.0,
"34, [74, 77]",11.0,
"6, [18, 20]",2.0,
"11, [79, 82]",3.0,
"23, [72, 75]",8.0,
"3, [7, 9]",1.0,
"3, [79, 82]",1.0,
"1, [35, 36]",2.0,
"10, [44, 45]",6.0,
"32, [43, 44]",1.0,
"16, [73, 76]",7.0,
"22, [56, 60]",9.0,
"6, [19, 24]",1.0,
"74, [81, 85]",1.0,
"7, [4, 6]",4.0,
"14, [62, 64]",6.0,
"3, [40, 41]",5.0,
"115, [28, 31]",5.0,
"19, [40, 45]",4.0,
"4, [52, 58]",1.0,
"19, [83, 85]",5.0,
"15, [61, 62]",1.0,
"18, [10, 12]",1.0,
"51, [23, 24]",1.0,
"11, [65, 71]",2.0,
"77, [14, 19]",3.0,
"15, [1, 1]",4.0,
"118, [39, 42]",5.0,
"5, [64, 68]",1.0,
"10, [68, 73]",2.0,
"17, [34, 35]",10.0,
"113, [61, 67]",5.0,
"4, [42, 46]",2.0,
"12, [46, 48]",7.0,
"5, [1, 2]",3.0,
"3, [2, 6]",1.0,
"3, [31, 34]",1.0,
"4, [41, 44]",2.0,
"44, [3, 4]",1.0,
"6, [42, 44]",2.0,
"12, [1, 18]",2.0,
"18, [58, 75]",1.0,
"140, [28, 45]",8.0,
"23, [1, 18]",2.0,
"20, [51, 68]",2.0,
"43, [64, 81]",3.0,
"28, [12, 29]",3.0,
"51, [3, 20]",3.0,
"100, [28, 45]",3.0,
"32, [16, 33]",3.0,
"57, [1, 18]",1.0,
"34, [1, 18]",3.0,
"117, [32, 49]",1.0,
