bidding_profile,contribution,demand
"20, [19, 25]",5.0,11
"84, [80, 85]",1.0,7
"5, [25, 29]",1.0,19
"9, [64, 65]",6.0,19
"9, [1, 5]",2.0,10
"60, [8, 10]",20.0,10
"83, [30, 33]",1.0,19
"1, [50, 53]",1.0,6
"15, [40, 43]",5.0,17
"84, [82, 84]",30.0,20
"10, [20, 20]",1.0,7
"132, [1, 4]",1.0,20
"21, [69, 74]",6.0,10
"117, [62, 64]",14.0,8
"8, [2, 6]",3.0,5
"120, [9, 11]",20.0,5
"1, [85, 85]",1.0,14
"4, [69, 75]",1.0,9
"181, [24, 27]",1.0,5
"10, [66, 71]",2.0,7
"12, [44, 50]",4.0,19
"98, [38, 44]",22.0,7
"73, [35, 35]",2.0,18
"103, [18, 21]",3.0,16
"57, [63, 64]",6.0,17
"1, [72, 74]",1.0,19
"9, [23, 26]",3.0,20
"21, [41, 45]",2.0,13
"4, [32, 33]",2.0,10
"29, [8, 12]",17.0,14
"2, [47, 48]",2.0,12
"18, [66, 70]",4.0,14
"17, [21, 23]",1.0,7
"39, [60, 64]",12.0,9
"61, [31, 32]",1.0,10
"8, [54, 60]",1.0,18
"3, [6, 8]",1.0,15
"2, [32, 34]",1.0,13
"17, [53, 55]",14.0,16
"2, [51, 53]",1.0,17
"46, [82, 84]",21.0,8
"33, [62, 64]",11.0,16
"19, [15, 18]",1.0,6
"13, [26, 29]",8.0,7
"3, [45, 51]",1.0,11
"9, [72, 77]",2.0,12
"1, [16, 19]",1.0,19
"4, [1, 3]",3.0,15
"9, [2, 6]",2.0,20
"125, [82, 85]",21.0,14
"5, [30, 34]",2.0,12
"184, [17, 18]",3.0,20
"2, [51, 52]",2.0,13
"8, [1, 5]",4.0,11
"183, [10, 12]",2.0,15
"4, [15, 19]",1.0,15
"5, [48, 52]",1.0,20
"2, [79, 81]",1.0,18
"5, [21, 25]",1.0,12
"117, [71, 71]",2.0,13
"168, [1, 5]",4.0,11
"1, [6, 10]",1.0,10
"10, [28, 32]",4.0,10
"4, [5, 9]",1.0,8
"151, [18, 22]",1.0,10
"32, [62, 65]",11.0,13
"7, [70, 72]",3.0,20
"13, [65, 69]",5.0,18
"79, [79, 80]",1.0,13
"103, [77, 80]",4.0,12
"2, [46, 48]",2.0,13
"82, [82, 85]",27.0,7
"25, [10, 13]",16.0,8
"4, [65, 68]",1.0,14
"47, [58, 64]",16.0,7
"4, [9, 10]",3.0,11
"8, [4, 7]",2.0,10
"9, [30, 35]",2.0,5
"123, [52, 56]",25.0,12
"4, [49, 54]",1.0,18
"107, [62, 63]",1.0,18
"2, [2, 6]",1.0,17
"4, [61, 64]",2.0,13
"9, [56, 59]",5.0,10
"68, [59, 65]",13.0,18
"26, [37, 40]",8.0,
"5, [19, 22]",2.0,
"94, [37, 41]",32.0,
"6, [11, 12]",6.0,
"104, [65, 70]",3.0,
"23, [60, 61]",13.0,
"10, [55, 58]",5.0,
"1, [47, 50]",1.0,
"10, [11, 13]",6.0,
"2, [64, 67]",1.0,
"5, [64, 66]",2.0,
"36, [75, 80]",6.0,
"18, [18, 24]",6.0,
"5, [49, 55]",1.0,
"6, [77, 80]",2.0,
"2, [48, 50]",1.0,
"111, [24, 25]",1.0,
"172, [43, 45]",5.0,
"41, [10, 13]",19.0,
"17, [75, 81]",4.0,
"39, [31, 32]",3.0,
"52, [11, 14]",13.0,
"2, [57, 59]",1.0,
"1, [47, 49]",1.0,
"5, [71, 74]",2.0,
"67, [39, 43]",17.0,
"2, [51, 53]",1.0,
"6, [71, 74]",2.0,
"1, [85, 85]",1.0,
"3, [55, 57]",1.0,
"3, [5, 11]",1.0,
"41, [59, 62]",11.0,
"7, [34, 37]",2.0,
"1, [35, 37]",1.0,
"15, [10, 11]",20.0,
"10, [66, 67]",5.0,
"22, [45, 49]",5.0,
"159, [7, 8]",21.0,
"9, [72, 77]",2.0,
"28, [81, 85]",31.0,
"4, [5, 6]",2.0,
"2, [44, 49]",1.0,
"146, [25, 29]",3.0,
"6, [9, 12]",2.0,
"2, [28, 30]",1.0,
"2, [77, 78]",1.0,
"12, [45, 51]",4.0,
"16, [18, 21]",6.0,
"41, [36, 37]",43.0,
"18, [83, 85]",12.0,
"1, [49, 53]",1.0,
"2, [47, 49]",2.0,
"52, [21, 23]",1.0,
"1, [48, 50]",1.0,
"8, [66, 70]",5.0,
"37, [27, 32]",8.0,
"137, [47, 48]",1.0,
"4, [51, 54]",1.0,
"152, [68, 71]",4.0,
"8, [1, 4]",2.0,
"24, [27, 28]",8.0,
"1, [67, 71]",1.0,
"3, [15, 17]",1.0,
"159, [82, 85]",7.0,
"10, [63, 65]",5.0,
"4, [32, 36]",2.0,
"6, [48, 52]",2.0,
"24, [60, 62]",15.0,
"10, [66, 70]",2.0,
"2, [3, 8]",1.0,
"47, [38, 40]",25.0,
"10, [18, 22]",2.0,
"64, [51, 51]",2.0,
"3, [73, 78]",1.0,
"48, [23, 27]",13.0,
"128, [68, 71]",6.0,
"4, [2, 5]",3.0,
"17, [62, 67]",5.0,
"27, [43, 49]",5.0,
"91, [77, 79]",1.0,
"24, [12, 16]",5.0,
"24, [59, 60]",15.0,
"1, [75, 77]",1.0,
"12, [39, 41]",5.0,
"19, [17, 19]",7.0,
"63, [77, 80]",4.0,
"7, [65, 67]",5.0,
"33, [61, 65]",10.0,
"2, [3, 7]",1.0,
"4, [1, 3]",3.0,
"73, [37, 39]",42.0,
"6, [53, 53]",12.0,
"3, [78, 79]",3.0,
"40, [74, 80]",9.0,
"57, [63, 68]",3.0,
"12, [82, 84]",7.0,
"39, [17, 22]",7.0,
"183, [54, 58]",6.0,
"2, [56, 57]",2.0,
"5, [80, 84]",1.0,
"5, [76, 78]",2.0,
"28, [62, 64]",12.0,
"22, [1, 4]",4.0,
"13, [41, 44]",5.0,
"1, [4, 8]",1.0,
"2, [25, 26]",1.0,
"1, [79, 81]",1.0,
"3, [29, 30]",3.0,
"12, [69, 72]",5.0,
"2, [16, 17]",1.0,
"1, [27, 27]",5.0,
"9, [31, 32]",2.0,
"183, [31, 35]",2.0,
"28, [74, 77]",11.0,
"19, [37, 41]",31.0,
"13, [54, 57]",8.0,
"4, [3, 9]",1.0,
"108, [24, 24]",1.0,
"9, [30, 35]",2.0,
"11, [67, 70]",3.0,
"15, [42, 47]",4.0,
"105, [82, 85]",31.0,
"14, [38, 38]",15.0,
"77, [37, 40]",21.0,
"3, [41, 43]",1.0,
"193, [38, 43]",34.0,
"3, [13, 18]",1.0,
"3, [30, 32]",3.0,
"3, [55, 58]",1.0,
"10, [26, 29]",7.0,
"6, [3, 8]",1.0,
"9, [76, 81]",4.0,
"4, [24, 27]",1.0,
"15, [64, 66]",5.0,
"1, [4, 6]",1.0,
"3, [20, 22]",1.0,
"2, [27, 31]",1.0,
"6, [43, 47]",4.0,
"2, [35, 38]",1.0,
"36, [61, 64]",14.0,
"58, [47, 50]",1.0,
"16, [11, 12]",13.0,
"190, [37, 42]",28.0,
"3, [19, 22]",1.0,
"8, [79, 83]",2.0,
"97, [27, 28]",7.0,
"5, [3, 7]",1.0,
"5, [22, 26]",1.0,
"7, [19, 25]",1.0,
"37, [83, 85]",28.0,
"7, [64, 67]",2.0,
"3, [18, 18]",6.0,
"12, [19, 22]",3.0,
"3, [61, 61]",5.0,
"2, [80, 82]",1.0,
"101, [21, 26]",1.0,
"14, [35, 41]",2.0,
"5, [71, 73]",2.0,
"5, [45, 48]",4.0,
"17, [30, 35]",3.0,
"6, [32, 35]",2.0,
"1, [66, 70]",1.0,
"9, [26, 27]",7.0,
"63, [35, 36]",1.0,
"9, [44, 45]",5.0,
"4, [44, 45]",2.0,
"1, [6, 7]",1.0,
"84, [41, 43]",2.0,
"3, [41, 43]",3.0,
"132, [12, 15]",8.0,
"15, [24, 41]",1.0,
"63, [42, 59]",5.0,
"175, [30, 47]",2.0,
"42, [1, 18]",4.0,
"109, [33, 50]",2.0,
"15, [48, 65]",2.0,
