bidding_profile,contribution,demand
"1, [47, 50]",1.0,5
"6, [19, 24]",1.0,18
"10, [69, 74]",3.0,20
"1, [74, 75]",1.0,13
"4, [85, 85]",6.0,7
"16, [19, 22]",4.0,14
"5, [20, 22]",5.0,8
"2, [16, 19]",1.0,10
"2, [36, 37]",3.0,12
"2, [44, 48]",1.0,6
"3, [72, 72]",8.0,7
"58, [12, 14]",1.0,15
"2, [5, 9]",1.0,8
"2, [29, 30]",3.0,10
"8, [56, 58]",4.0,9
"3, [51, 52]",3.0,15
"5, [9, 12]",3.0,14
"18, [82, 85]",7.0,10
"78, [30, 30]",1.0,17
"2, [18, 21]",2.0,12
"8, [49, 54]",3.0,14
"12, [70, 70]",1.0,20
"24, [81, 85]",8.0,20
"59, [22, 23]",2.0,14
"2, [6, 7]",2.0,17
"53, [53, 56]",2.0,16
"1, [77, 78]",1.0,13
"5, [26, 31]",2.0,14
"22, [56, 62]",5.0,11
"3, [9, 12]",2.0,17
"2, [30, 35]",1.0,16
"15, [39, 44]",5.0,19
"48, [57, 58]",1.0,20
"97, [70, 72]",2.0,13
"28, [3, 5]",5.0,7
"3, [60, 61]",3.0,17
"3, [30, 34]",1.0,5
"84, [43, 44]",1.0,19
"1, [50, 53]",1.0,7
"75, [76, 80]",1.0,13
"10, [49, 53]",2.0,7
"1, [46, 47]",1.0,5
"105, [75, 77]",1.0,5
"20, [65, 69]",8.0,6
"3, [10, 12]",2.0,6
"71, [25, 30]",4.0,12
"7, [36, 39]",4.0,9
"7, [48, 49]",4.0,5
"106, [33, 38]",2.0,12
"14, [49, 53]",3.0,6
"85, [10, 16]",5.0,13
"5, [27, 31]",1.0,19
"6, [59, 61]",3.0,8
"1, [29, 35]",3.0,17
"6, [70, 73]",2.0,18
"14, [79, 80]",10.0,16
"72, [50, 55]",2.0,11
"1, [46, 50]",1.0,8
"5, [2, 4]",3.0,8
"4, [76, 80]",1.0,10
"3, [1, 4]",1.0,15
"3, [28, 30]",2.0,14
"6, [71, 75]",2.0,15
"3, [24, 26]",5.0,19
"24, [75, 79]",1.0,14
"6, [9, 10]",3.0,5
"1, [47, 50]",1.0,10
"6, [63, 66]",2.0,14
"98, [1, 3]",1.0,18
"2, [36, 39]",1.0,6
"12, [68, 73]",3.0,6
"5, [47, 48]",3.0,20
"29, [8, 13]",5.0,16
"23, [44, 48]",1.0,15
"4, [21, 24]",1.0,16
"2, [12, 12]",5.0,7
"11, [39, 43]",4.0,8
"4, [42, 43]",2.0,17
"2, [4, 7]",2.0,14
"7, [2, 5]",2.0,17
"3, [66, 70]",2.0,11
"27, [19, 25]",4.0,6
"60, [60, 64]",1.0,6
"4, [73, 75]",2.0,19
"2, [2, 4]",1.0,16
"11, [23, 27]",3.0,
"10, [35, 39]",2.0,
"34, [33, 35]",2.0,
"18, [7, 11]",5.0,
"7, [17, 20]",2.0,
"5, [47, 50]",4.0,
"5, [51, 57]",1.0,
"12, [83, 84]",7.0,
"11, [26, 28]",4.0,
"3, [77, 79]",1.0,
"30, [20, 26]",5.0,
"6, [9, 12]",2.0,
"14, [13, 19]",5.0,
"9, [85, 85]",9.0,
"14, [3, 5]",5.0,
"5, [55, 61]",2.0,
"1, [35, 36]",1.0,
"92, [80, 83]",8.0,
"9, [48, 53]",2.0,
"1, [24, 26]",1.0,
"13, [66, 69]",4.0,
"7, [26, 29]",4.0,
"36, [32, 38]",6.0,
"4, [11, 13]",2.0,
"40, [21, 21]",1.0,
"17, [10, 14]",5.0,
"8, [31, 33]",12.0,
"1, [32, 34]",1.0,
"3, [45, 48]",1.0,
"1, [11, 11]",4.0,
"3, [72, 74]",1.0,
"2, [82, 83]",3.0,
"4, [24, 28]",2.0,
"108, [32, 33]",4.0,
"3, [39, 40]",5.0,
"41, [8, 12]",1.0,
"2, [30, 33]",1.0,
"7, [61, 64]",3.0,
