bidding_profile,contribution,demand
"1, [1, 3]",1.0,7
"1, [2, 4]",1.0,9
"48, [1, 4]",1.0,14
"113, [6, 8]",44.0,8
"97, [8, 10]",26.0,18
"2, [4, 8]",1.0,19
"40, [6, 7]",26.0,6
"2, [1, 1]",3.0,9
"22, [7, 7]",44.0,5
"2, [1, 4]",1.0,8
"3, [2, 5]",1.0,
"42, [8, 10]",17.0,
"1, [2, 3]",1.0,
"1, [1, 1]",2.0,
"1, [3, 3]",3.0,
"1, [4, 5]",1.0,
"65, [7, 9]",37.0,
"54, [8, 10]",39.0,
"3, [1, 3]",1.0,
"61, [6, 10]",13.0,
"180, [5, 8]",55.0,
"30, [8, 8]",38.0,
"3, [1, 2]",3.0,
"85, [9, 10]",27.0,
"81, [1, 5]",3.0,
"6, [1, 4]",2.0,
"5, [1, 3]",2.0,
"3, [4, 7]",2.0,
"67, [1, 2]",3.0,
"9, [10, 10]",26.0,
