bidding_profile,contribution,demand
"42, [5, 9]",9.0,6
"27, [2, 3]",21.0,20
"7, [3, 4]",7.0,8
"22, [4, 6]",8.0,9
"1, [1, 1]",1.0,10
"29, [7, 10]",2.0,5
"29, [5, 8]",8.0,14
"2, [5, 6]",2.0,7
"10, [5, 8]",5.0,13
"21, [3, 5]",2.0,7
"19, [1, 2]",4.0,
"8, [4, 5]",5.0,
"11, [5, 6]",8.0,
"12, [7, 8]",6.0,
"1, [8, 8]",2.0,
"50, [2, 5]",22.0,
"2, [4, 4]",2.0,
"12, [5, 7]",5.0,
"9, [5, 7]",7.0,
"9, [6, 10]",5.0,
"7, [3, 4]",9.0,
"44, [6, 10]",9.0,
"44, [4, 8]",9.0,
"1, [1, 1]",3.0,
"43, [1, 1]",2.0,
"12, [8, 10]",6.0,
"17, [7, 10]",5.0,
"40, [4, 6]",6.0,
"5, [7, 8]",3.0,
"6, [6, 6]",8.0,
"25, [1, 5]",5.0,
"26, [5, 9]",7.0,
