bidding_profile,contribution,demand
"1, [2, 2]",2.0,7
"10, [5, 7]",4.0,20
"24, [2, 3]",8.0,13
"10, [4, 8]",6.0,16
"21, [6, 9]",7.0,8
"25, [5, 8]",8.0,13
"20, [4, 7]",9.0,12
"5, [7, 9]",4.0,17
"5, [5, 5]",6.0,18
"4, [7, 9]",4.0,20
"36, [9, 10]",2.0,
"4, [1, 1]",5.0,
"6, [1, 4]",2.0,
"3, [7, 7]",3.0,
"5, [3, 4]",3.0,
"2, [4, 5]",1.0,
"7, [1, 3]",6.0,
"12, [5, 8]",8.0,
"5, [4, 5]",1.0,
"2, [3, 3]",4.0,
"6, [3, 5]",3.0,
"2, [8, 9]",2.0,
"5, [1, 5]",3.0,
"27, [6, 9]",5.0,
"3, [8, 10]",3.0,
"26, [5, 7]",9.0,
"35, [5, 7]",5.0,
"17, [4, 6]",6.0,
"3, [5, 5]",9.0,
"4, [9, 10]",3.0,
"16, [6, 10]",8.0,
