bidding_profile,contribution,demand
"3, [5, 7]",1.0,17
"3, [8, 10]",1.0,11
"2, [7, 7]",2.0,7
"22, [2, 3]",2.0,9
"3, [5, 8]",1.0,6
"3, [1, 3]",1.0,5
"2, [6, 7]",2.0,16
"1, [4, 4]",1.0,13
"1, [2, 3]",1.0,7
"2, [4, 6]",1.0,17
"12, [7, 7]",13.0,
"1, [9, 10]",1.0,
"2, [9, 10]",2.0,
"30, [4, 6]",1.0,
"7, [2, 5]",1.0,
"35, [7, 9]",13.0,
"2, [5, 6]",1.0,
"4, [1, 4]",3.0,
"15, [8, 10]",1.0,
"2, [5, 7]",1.0,
"1, [4, 4]",1.0,
"6, [8, 10]",2.0,
"1, [3, 5]",1.0,
"1, [2, 2]",2.0,
"23, [1, 5]",9.0,
"2, [3, 4]",1.0,
"15, [7, 10]",5.0,
"3, [1, 2]",3.0,
"1, [4, 6]",1.0,
"9, [2, 5]",2.0,
"4, [1, 5]",2.0,
"4, [2, 6]",1.0,
