bidding_profile,contribution,demand
"6, [6, 7]",4.0,10
"46, [8, 10]",7.0,7
"30, [5, 8]",17.0,7
"12, [6, 9]",9.0,13
"3, [1, 3]",3.0,20
"1, [1, 1]",1.0,18
"2, [4, 7]",1.0,16
"39, [9, 10]",3.0,6
"2, [9, 10]",1.0,13
"5, [2, 6]",2.0,20
"26, [5, 6]",13.0,
"5, [1, 2]",5.0,
"63, [4, 7]",2.0,
"18, [7, 9]",11.0,
"12, [2, 4]",4.0,
"4, [2, 3]",2.0,
"16, [4, 7]",6.0,
"9, [7, 10]",2.0,
"4, [1, 2]",2.0,
"28, [6, 7]",15.0,
"3, [1, 4]",2.0,
"16, [4, 7]",5.0,
"6, [2, 5]",2.0,
"10, [4, 8]",3.0,
"66, [1, 2]",3.0,
"6, [9, 10]",3.0,
"1, [9, 10]",1.0,
"3, [1, 2]",4.0,
"15, [6, 8]",1.0,
"5, [8, 10]",2.0,
"7, [1, 5]",2.0,
