bidding_profile,contribution,demand
"25, [2, 5]",8.0,20
"4, [4, 6]",2.0,16
"2, [7, 8]",2.0,14
"15, [4, 8]",1.0,15
"8, [7, 9]",5.0,13
"2, [4, 5]",2.0,6
"7, [8, 10]",3.0,8
"13, [1, 3]",7.0,15
"27, [8, 10]",12.0,17
"8, [3, 5]",6.0,17
"10, [1, 3]",7.0,
"25, [4, 7]",2.0,
"2, [1, 3]",3.0,
"6, [1, 2]",7.0,
"12, [1, 3]",6.0,
"27, [1, 3]",6.0,
"7, [2, 3]",5.0,
"7, [1, 1]",8.0,
"2, [7, 10]",1.0,
"10, [2, 3]",3.0,
"24, [2, 6]",7.0,
"14, [1, 2]",7.0,
"28, [9, 10]",9.0,
"1, [6, 8]",1.0,
"3, [6, 9]",1.0,
"4, [1, 2]",2.0,
"2, [5, 6]",1.0,
"34, [7, 8]",2.0,
"3, [1, 3]",3.0,
"12, [8, 10]",4.0,
"30, [1, 5]",6.0,
