bidding_profile,contribution,demand
"9, [4, 6]",3.0,16
"1, [8, 8]",3.0,5
"9, [3, 5]",3.0,15
"1, [10, 10]",1.0,16
"6, [6, 9]",3.0,17
"2, [5, 7]",19.0,8
"14, [9, 10]",4.0,5
"29, [1, 3]",10.0,19
"27, [1, 4]",7.0,7
"2, [1, 2]",1.0,12
"2, [2, 2]",5.0,
"17, [1, 4]",7.0,
"13, [1, 3]",8.0,
"11, [1, 4]",3.0,
"1, [10, 10]",2.0,
"28, [10, 10]",1.0,
"7, [7, 7]",8.0,
"4, [7, 10]",2.0,
"2, [9, 10]",1.0,
"32, [7, 10]",8.0,
"12, [3, 7]",5.0,
"8, [3, 5]",3.0,
"2, [9, 10]",1.0,
"12, [6, 9]",10.0,
"1, [4, 5]",1.0,
"5, [9, 10]",3.0,
"23, [9, 9]",4.0,
"11, [8, 10]",4.0,
"3, [9, 10]",3.0,
"7, [8, 10]",4.0,
