bidding_profile,contribution,demand
"5, [1, 3]",2.0,5
"41, [10, 10]",2.0,13
"10, [8, 10]",7.0,18
"21, [4, 7]",6.0,12
"14, [7, 9]",7.0,9
"9, [1, 5]",2.0,6
"27, [5, 7]",9.0,8
"3, [1, 4]",2.0,6
"11, [8, 10]",4.0,13
"1, [8, 10]",7.0,15
"2, [10, 10]",2.0,
"1, [3, 4]",1.0,
"11, [9, 10]",7.0,
"17, [5, 7]",15.0,
"2, [9, 10]",1.0,
"3, [8, 10]",3.0,
"12, [4, 5]",15.0,
"3, [5, 7]",3.0,
"10, [6, 7]",9.0,
"6, [7, 8]",3.0,
"7, [7, 9]",7.0,
"3, [5, 8]",2.0,
"1, [1, 2]",1.0,
"3, [7, 9]",9.0,
"16, [5, 6]",8.0,
"3, [5, 7]",3.0,
"23, [8, 10]",2.0,
"3, [1, 3]",2.0,
"4, [3, 3]",4.0,
"26, [6, 9]",9.0,
