bidding_profile,contribution,demand
"17, [2, 4]",8.0,12
"1, [5, 5]",1.0,15
"14, [1, 3]",10.0,6
"21, [9, 10]",15.0,12
"1, [7, 7]",1.0,6
"3, [2, 2]",3.0,15
"5, [7, 9]",4.0,17
"35, [9, 10]",17.0,13
"38, [8, 9]",20.0,7
"4, [6, 9]",1.0,11
"6, [1, 3]",6.0,
"3, [6, 8]",1.0,
"9, [3, 4]",4.0,
"6, [2, 3]",5.0,
"11, [1, 3]",4.0,
"9, [9, 10]",9.0,
"31, [6, 8]",1.0,
"4, [7, 9]",4.0,
"36, [3, 7]",5.0,
"11, [4, 6]",2.0,
"3, [2, 4]",3.0,
"10, [3, 4]",7.0,
"3, [4, 5]",2.0,
"10, [4, 7]",5.0,
"1, [6, 7]",1.0,
"3, [6, 8]",2.0,
"30, [3, 7]",7.0,
"13, [1, 4]",8.0,
"14, [1, 5]",7.0,
"8, [4, 5]",4.0,
"25, [3, 7]",6.0,
