bidding_profile,contribution,demand
"6, [7, 9]",3.0,6
"3, [2, 5]",1.0,7
"1, [6, 8]",1.0,12
"1, [6, 8]",1.0,13
"1, [9, 9]",1.0,18
"2, [6, 7]",1.0,19
"16, [6, 6]",1.0,18
"14, [1, 4]",7.0,17
"2, [9, 10]",3.0,20
"2, [2, 4]",1.0,7
"51, [9, 10]",1.0,
"6, [7, 7]",7.0,
"9, [5, 7]",5.0,
"1, [2, 3]",1.0,
"25, [3, 7]",11.0,
"4, [8, 9]",2.0,
"1, [10, 10]",2.0,
"1, [10, 10]",3.0,
"2, [8, 10]",2.0,
"2, [8, 10]",1.0,
"16, [7, 10]",4.0,
"17, [2, 5]",1.0,
"5, [8, 9]",3.0,
"25, [4, 6]",11.0,
"54, [1, 1]",2.0,
"15, [8, 10]",3.0,
"37, [6, 10]",1.0,
"18, [4, 6]",10.0,
"2, [10, 10]",3.0,
"43, [4, 5]",1.0,
"29, [1, 5]",6.0,
