bidding_profile,contribution,demand
"19, [2, 5]",6.0,6
"59, [37, 39]",1.0,18
"1, [38, 38]",1.0,8
"3, [3, 5]",1.0,19
"6, [1, 4]",2.0,18
"6, [32, 34]",3.0,11
"2, [23, 28]",1.0,7
"7, [7, 13]",1.0,15
"23, [2, 5]",6.0,12
"8, [27, 30]",2.0,17
"10, [30, 35]",2.0,12
"9, [10, 12]",6.0,8
"7, [3, 8]",2.0,7
"64, [25, 29]",2.0,20
"3, [18, 21]",2.0,5
"65, [7, 10]",2.0,12
"9, [3, 5]",6.0,6
"4, [23, 26]",1.0,7
"65, [33, 35]",1.0,7
"14, [2, 5]",4.0,17
"52, [46, 49]",10.0,20
"4, [37, 38]",4.0,11
"3, [17, 20]",1.0,16
"33, [34, 35]",1.0,6
"1, [49, 50]",1.0,16
"3, [6, 9]",2.0,11
"4, [28, 30]",2.0,5
"3, [46, 50]",1.0,9
"21, [44, 50]",4.0,18
"24, [45, 49]",12.0,9
"3, [41, 46]",1.0,7
"25, [6, 9]",1.0,5
"1, [7, 8]",1.0,14
"11, [5, 10]",3.0,6
"2, [16, 18]",1.0,14
"10, [25, 28]",3.0,9
"21, [22, 27]",5.0,18
"2, [19, 20]",2.0,10
"4, [1, 4]",2.0,17
"7, [18, 21]",2.0,13
"12, [2, 6]",3.0,11
"9, [38, 41]",3.0,15
"104, [4, 6]",4.0,18
"2, [1, 4]",1.0,10
"1, [11, 11]",1.0,20
"5, [40, 43]",2.0,16
"33, [38, 39]",2.0,17
"2, [37, 39]",1.0,18
"3, [26, 28]",1.0,16
"19, [2, 5]",5.0,10
"6, [43, 48]",1.0,
"2, [24, 27]",1.0,
"3, [7, 10]",2.0,
"10, [13, 17]",2.0,
"5, [20, 22]",3.0,
"22, [29, 34]",4.0,
"87, [37, 41]",2.0,
"21, [28, 34]",3.0,
"6, [12, 13]",4.0,
"2, [27, 29]",2.0,
"17, [44, 47]",5.0,
"2, [1, 3]",1.0,
"7, [11, 13]",5.0,
"43, [34, 35]",1.0,
"8, [36, 39]",2.0,
"21, [21, 26]",4.0,
"95, [37, 43]",3.0,
"4, [9, 12]",1.0,
"3, [17, 22]",1.0,
"2, [20, 23]",1.0,
"3, [9, 11]",1.0,
"88, [13, 16]",3.0,
"101, [8, 10]",2.0,
"6, [7, 9]",2.0,
"87, [33, 37]",1.0,
"17, [1, 3]",2.0,
"95, [10, 12]",4.0,
"2, [48, 50]",1.0,
"1, [1, 3]",1.0,
"4, [29, 32]",2.0,
"19, [45, 50]",4.0,
"2, [24, 28]",1.0,
"5, [5, 9]",1.0,
"11, [4, 8]",3.0,
"4, [11, 11]",4.0,
"14, [43, 45]",7.0,
"107, [1, 5]",1.0,
"4, [23, 27]",1.0,
"3, [5, 6]",2.0,
"15, [20, 25]",5.0,
"7, [2, 5]",2.0,
"2, [49, 50]",1.0,
"10, [30, 36]",3.0,
"6, [30, 35]",1.0,
"6, [29, 33]",3.0,
"2, [1, 5]",1.0,
"2, [3, 4]",1.0,
"2, [21, 22]",1.0,
"2, [18, 20]",1.0,
"3, [39, 41]",2.0,
"1, [27, 28]",1.0,
"5, [19, 23]",3.0,
"44, [37, 41]",6.0,
"2, [40, 45]",1.0,
"6, [10, 13]",3.0,
"2, [43, 44]",3.0,
"12, [20, 23]",6.0,
"3, [18, 22]",1.0,
"3, [8, 11]",1.0,
"19, [21, 26]",5.0,
"72, [46, 50]",6.0,
"1, [34, 36]",1.0,
"2, [37, 40]",1.0,
"18, [30, 35]",4.0,
"2, [34, 36]",1.0,
"4, [17, 20]",1.0,
"18, [35, 40]",3.0,
"9, [36, 39]",4.0,
"4, [34, 40]",1.0,
"4, [7, 9]",2.0,
"7, [41, 47]",1.0,
"4, [34, 37]",1.0,
"11, [12, 16]",4.0,
"69, [14, 17]",30.0,
"9, [11, 15]",3.0,
"3, [48, 50]",1.0,
"15, [29, 32]",2.0,
"26, [43, 48]",6.0,
"14, [46, 50]",3.0,
"30, [17, 20]",1.0,
"3, [21, 22]",2.0,
"33, [18, 20]",3.0,
"3, [48, 50]",1.0,
"4, [31, 35]",2.0,
"6, [1, 4]",2.0,
"6, [1, 4]",2.0,
"2, [1, 3]",1.0,
"97, [49, 50]",1.0,
"70, [9, 15]",2.0,
"3, [38, 39]",3.0,
"13, [28, 33]",3.0,
"12, [3, 8]",2.0,
"4, [11, 12]",6.0,
"4, [26, 29]",3.0,
"62, [5, 9]",2.0,
"5, [6, 10]",2.0,
"3, [17, 22]",1.0,
"2, [3, 7]",1.0,
"6, [29, 31]",6.0,
"12, [31, 35]",3.0,
"19, [21, 32]",2.0,
"7, [1, 12]",1.0,
"11, [39, 50]",1.0,
"24, [27, 38]",3.0,
"6, [11, 22]",1.0,
"63, [39, 50]",1.0,
"90, [3, 14]",6.0,
"16, [1, 12]",2.0,
