bidding_profile,contribution,demand
"3, [18, 21]",1.0,7
"9, [16, 20]",2.0,10
"6, [28, 30]",2.0,10
"3, [5, 7]",2.0,6
"1, [25, 26]",1.0,7
"8, [41, 44]",3.0,19
"3, [46, 48]",1.0,10
"43, [19, 20]",2.0,8
"3, [39, 41]",2.0,20
"46, [10, 11]",1.0,8
"2, [18, 21]",1.0,16
"3, [4, 6]",1.0,18
"23, [44, 47]",8.0,9
"4, [46, 47]",2.0,11
"21, [31, 36]",8.0,9
"8, [21, 24]",2.0,17
"3, [34, 34]",5.0,14
"1, [2, 2]",1.0,15
"41, [9, 14]",7.0,17
"15, [33, 39]",3.0,11
"3, [34, 37]",1.0,17
"67, [44, 49]",3.0,10
"75, [2, 5]",3.0,8
"6, [27, 30]",2.0,18
"26, [7, 11]",8.0,19
"8, [36, 39]",2.0,13
"7, [1, 3]",4.0,18
"15, [28, 28]",2.0,5
"3, [37, 38]",2.0,12
"12, [10, 15]",5.0,5
"15, [31, 33]",7.0,13
"23, [37, 40]",1.0,19
"4, [21, 22]",2.0,18
"12, [20, 25]",4.0,9
"1, [47, 49]",1.0,16
"8, [14, 18]",2.0,7
"47, [14, 17]",3.0,19
"1, [18, 19]",1.0,20
"3, [23, 27]",1.0,7
"9, [32, 35]",3.0,5
"1, [34, 34]",2.0,18
"2, [43, 45]",1.0,17
"2, [5, 8]",1.0,10
"4, [45, 46]",2.0,14
"9, [35, 39]",2.0,10
"26, [10, 16]",4.0,17
"2, [34, 36]",2.0,16
"4, [18, 21]",1.0,20
"35, [21, 27]",3.0,12
"12, [40, 44]",3.0,5
"6, [38, 41]",2.0,
"9, [36, 40]",2.0,
"18, [43, 48]",1.0,
"4, [33, 33]",4.0,
"38, [3, 5]",2.0,
"27, [31, 32]",16.0,
"6, [36, 38]",2.0,
"7, [1, 2]",4.0,
"2, [13, 17]",1.0,
"13, [17, 18]",7.0,
"7, [33, 36]",2.0,
"50, [26, 27]",2.0,
"27, [48, 50]",10.0,
"4, [37, 38]",2.0,
"2, [26, 28]",1.0,
"3, [35, 37]",1.0,
"8, [33, 35]",5.0,
"11, [2, 6]",3.0,
"6, [16, 18]",2.0,
"51, [24, 27]",4.0,
"65, [2, 3]",3.0,
"13, [19, 23]",4.0,
"6, [13, 16]",3.0,
"7, [13, 16]",3.0,
"11, [12, 15]",3.0,
"17, [32, 38]",3.0,
"9, [34, 38]",2.0,
"4, [15, 16]",2.0,
"5, [25, 28]",2.0,
"8, [39, 44]",4.0,
"4, [1, 3]",3.0,
"24, [44, 48]",8.0,
"90, [24, 26]",5.0,
"31, [36, 38]",2.0,
"3, [45, 47]",1.0,
"6, [5, 8]",2.0,
"62, [20, 23]",1.0,
"4, [4, 7]",1.0,
"4, [46, 48]",3.0,
"2, [1, 2]",3.0,
"3, [9, 13]",1.0,
"44, [10, 13]",7.0,
"19, [38, 40]",7.0,
"4, [37, 37]",4.0,
"20, [11, 16]",5.0,
"5, [50, 50]",6.0,
"2, [46, 48]",2.0,
"98, [2, 8]",2.0,
"3, [27, 29]",1.0,
"1, [18, 18]",1.0,
"82, [6, 10]",22.0,
"45, [1, 3]",4.0,
"2, [41, 41]",6.0,
"87, [35, 35]",1.0,
"5, [19, 24]",2.0,
"62, [40, 44]",2.0,
"18, [48, 50]",10.0,
"5, [4, 8]",2.0,
"1, [36, 37]",1.0,
"3, [1, 2]",2.0,
"81, [37, 39]",1.0,
"2, [22, 27]",1.0,
"10, [26, 30]",2.0,
"3, [28, 30]",1.0,
"7, [49, 50]",6.0,
"3, [46, 48]",3.0,
"2, [23, 27]",1.0,
"49, [17, 22]",5.0,
"95, [21, 24]",2.0,
"21, [4, 4]",2.0,
"4, [33, 34]",2.0,
"5, [12, 14]",3.0,
"4, [33, 34]",4.0,
"2, [18, 22]",1.0,
"17, [24, 27]",5.0,
"87, [12, 16]",2.0,
"53, [16, 19]",2.0,
"6, [16, 19]",2.0,
"4, [18, 22]",1.0,
"6, [4, 10]",1.0,
"12, [15, 19]",3.0,
"71, [22, 27]",2.0,
"4, [23, 26]",2.0,
"8, [40, 43]",4.0,
"4, [30, 35]",1.0,
"15, [38, 40]",5.0,
"5, [2, 8]",1.0,
"4, [47, 49]",2.0,
"1, [18, 20]",1.0,
"70, [46, 48]",4.0,
"11, [1, 3]",4.0,
"3, [30, 33]",1.0,
"9, [19, 22]",3.0,
"10, [15, 19]",2.0,
"4, [13, 17]",1.0,
"15, [37, 41]",3.0,
"2, [38, 41]",1.0,
"3, [4, 6]",2.0,
"74, [21, 26]",1.0,
"7, [41, 45]",3.0,
"21, [19, 30]",3.0,
"17, [1, 12]",2.0,
