bidding_profile,contribution,demand
"7, [27, 28]",7.0,18
"3, [24, 27]",1.0,8
"15, [1, 2]",8.0,15
"186, [37, 37]",4.0,10
"12, [9, 14]",6.0,19
"23, [35, 40]",4.0,8
"56, [23, 25]",1.0,14
"2, [18, 19]",1.0,8
"7, [33, 33]",8.0,6
"1, [16, 18]",1.0,9
"11, [39, 41]",6.0,7
"107, [20, 23]",2.0,6
"22, [28, 32]",7.0,7
"16, [12, 15]",3.0,6
"175, [47, 48]",1.0,10
"21, [1, 3]",3.0,9
"3, [46, 50]",1.0,9
"26, [28, 32]",7.0,13
"91, [12, 18]",2.0,5
"3, [46, 48]",1.0,17
"4, [17, 18]",2.0,15
"1, [15, 17]",1.0,6
"8, [22, 26]",2.0,11
"3, [6, 10]",1.0,5
"53, [7, 8]",6.0,12
"31, [28, 31]",9.0,18
"4, [7, 9]",2.0,5
"18, [42, 44]",9.0,6
"47, [42, 44]",16.0,10
"2, [5, 8]",1.0,8
"2, [17, 19]",1.0,19
"84, [2, 7]",2.0,16
"6, [17, 19]",3.0,19
"3, [32, 35]",1.0,11
"3, [16, 21]",1.0,16
"3, [23, 28]",1.0,16
"190, [33, 36]",11.0,9
"3, [19, 22]",1.0,7
"1, [8, 9]",1.0,20
"12, [26, 31]",12.0,6
"13, [29, 31]",6.0,6
"3, [36, 39]",2.0,17
"3, [46, 49]",1.0,12
"5, [2, 6]",1.0,13
"77, [3, 8]",1.0,16
"2, [44, 48]",1.0,18
"185, [16, 18]",3.0,16
"119, [37, 39]",1.0,19
"6, [19, 24]",1.0,14
"4, [10, 10]",6.0,5
"5, [23, 29]",1.0,
"34, [34, 38]",7.0,
"3, [14, 16]",1.0,
"165, [48, 50]",1.0,
"8, [20, 21]",9.0,
"6, [38, 40]",2.0,
"1, [13, 13]",1.0,
"17, [8, 11]",6.0,
"6, [35, 37]",4.0,
"8, [25, 28]",3.0,
"135, [40, 41]",17.0,
"5, [19, 23]",1.0,
"6, [2, 3]",7.0,
"174, [7, 8]",1.0,
"4, [11, 12]",3.0,
"11, [36, 37]",4.0,
"34, [26, 31]",7.0,
"4, [23, 26]",1.0,
"7, [8, 12]",4.0,
"8, [47, 50]",2.0,
"26, [42, 46]",13.0,
"8, [10, 15]",3.0,
"33, [29, 34]",10.0,
"7, [17, 23]",2.0,
"5, [22, 28]",1.0,
"2, [6, 9]",1.0,
"9, [16, 20]",2.0,
"12, [41, 44]",3.0,
"21, [1, 4]",6.0,
"15, [25, 30]",3.0,
"8, [1, 6]",3.0,
"4, [7, 8]",5.0,
"14, [33, 35]",8.0,
"6, [11, 14]",2.0,
"45, [41, 46]",16.0,
"1, [32, 32]",1.0,
"3, [18, 20]",1.0,
"6, [47, 49]",2.0,
"65, [22, 23]",3.0,
"177, [40, 43]",15.0,
"2, [45, 47]",1.0,
"42, [25, 26]",1.0,
"19, [27, 29]",10.0,
"3, [15, 17]",1.0,
"157, [5, 5]",1.0,
"12, [1, 5]",6.0,
"2, [6, 11]",1.0,
"6, [12, 15]",3.0,
"12, [3, 6]",4.0,
"4, [2, 2]",5.0,
"8, [38, 42]",2.0,
"3, [36, 39]",2.0,
"82, [30, 31]",9.0,
"4, [32, 35]",1.0,
"6, [41, 43]",2.0,
"2, [5, 9]",1.0,
"2, [17, 20]",1.0,
"6, [3, 6]",2.0,
"6, [21, 25]",3.0,
"6, [1, 4]",3.0,
"2, [9, 12]",1.0,
"1, [15, 17]",1.0,
"2, [47, 50]",1.0,
"6, [19, 24]",1.0,
"18, [1, 5]",6.0,
"47, [28, 32]",10.0,
"8, [11, 14]",2.0,
"2, [46, 49]",1.0,
"4, [16, 19]",1.0,
"14, [45, 48]",1.0,
"5, [30, 30]",7.0,
"24, [10, 15]",6.0,
"4, [15, 18]",1.0,
"10, [9, 11]",5.0,
"10, [2, 5]",7.0,
"1, [30, 32]",1.0,
"4, [45, 49]",1.0,
"3, [18, 21]",1.0,
"4, [24, 29]",1.0,
"3, [24, 26]",1.0,
"1, [18, 18]",1.0,
"70, [50, 50]",1.0,
"21, [34, 37]",7.0,
"57, [33, 38]",12.0,
"15, [43, 44]",1.0,
"17, [9, 14]",6.0,
"4, [44, 47]",1.0,
"2, [17, 17]",3.0,
"2, [18, 23]",1.0,
"2, [1, 1]",5.0,
"16, [39, 44]",5.0,
"6, [11, 13]",2.0,
"131, [2, 5]",7.0,
"23, [25, 30]",4.0,
"26, [28, 30]",10.0,
"2, [1, 2]",1.0,
"6, [5, 11]",1.0,
"65, [28, 30]",7.0,
"74, [19, 24]",1.0,
"1, [50, 50]",1.0,
"94, [39, 50]",17.0,
"8, [14, 25]",1.0,
"20, [1, 12]",4.0,
"13, [11, 22]",3.0,
"20, [22, 33]",2.0,
