bidding_profile,contribution,demand
"15, [23, 26]",7.0,18
"64, [8, 13]",11.0,19
"62, [34, 39]",5.0,14
"4, [47, 48]",2.0,13
"6, [43, 46]",3.0,17
"44, [9, 12]",12.0,6
"13, [9, 11]",13.0,18
"37, [8, 11]",14.0,14
"5, [18, 19]",3.0,11
"12, [45, 50]",2.0,16
"7, [9, 9]",7.0,10
"2, [6, 8]",1.0,10
"15, [2, 6]",5.0,6
"8, [15, 16]",4.0,15
"2, [28, 30]",1.0,17
"5, [25, 26]",3.0,6
"3, [43, 46]",2.0,20
"49, [1, 5]",9.0,6
"1, [15, 15]",1.0,20
"44, [9, 12]",13.0,18
"4, [44, 50]",1.0,13
"5, [33, 35]",2.0,10
"13, [1, 3]",7.0,19
"2, [11, 12]",1.0,9
"1, [46, 46]",1.0,19
"47, [42, 46]",5.0,18
"8, [42, 45]",2.0,8
"1, [39, 40]",1.0,12
"2, [12, 17]",1.0,20
"20, [44, 50]",3.0,5
"33, [29, 31]",4.0,7
"3, [34, 36]",2.0,11
"12, [15, 20]",4.0,9
"3, [37, 42]",1.0,14
"6, [46, 49]",2.0,6
"3, [13, 15]",1.0,6
"3, [1, 3]",1.0,16
"2, [30, 31]",1.0,6
"9, [15, 19]",4.0,16
"9, [22, 23]",5.0,19
"37, [25, 28]",7.0,15
"27, [38, 42]",2.0,13
"26, [24, 28]",7.0,15
"49, [23, 24]",6.0,16
"1, [37, 39]",1.0,12
"46, [32, 36]",1.0,7
"2, [47, 47]",2.0,11
"2, [31, 34]",1.0,5
"7, [41, 46]",3.0,5
"5, [18, 21]",2.0,18
"6, [24, 25]",4.0,
"6, [44, 49]",1.0,
"57, [17, 23]",1.0,
"2, [44, 45]",2.0,
"6, [30, 36]",1.0,
"5, [12, 16]",1.0,
"6, [29, 31]",2.0,
"4, [13, 19]",1.0,
"4, [34, 37]",1.0,
"18, [40, 41]",9.0,
"10, [24, 29]",5.0,
"10, [23, 27]",6.0,
"2, [1, 3]",2.0,
"11, [37, 41]",4.0,
"11, [1, 2]",8.0,
"3, [13, 15]",1.0,
"64, [35, 39]",2.0,
"2, [46, 47]",1.0,
"4, [32, 35]",1.0,
"1, [32, 32]",1.0,
"2, [11, 14]",1.0,
"11, [15, 18]",3.0,
"6, [46, 49]",2.0,
"7, [44, 46]",3.0,
"7, [17, 20]",4.0,
"9, [33, 38]",3.0,
"35, [47, 50]",2.0,
"11, [6, 8]",1.0,
"20, [23, 26]",5.0,
"50, [29, 32]",5.0,
"1, [11, 11]",1.0,
"3, [1, 3]",3.0,
"27, [19, 21]",9.0,
"60, [13, 16]",1.0,
"2, [45, 45]",2.0,
"9, [8, 12]",3.0,
"12, [22, 26]",3.0,
"3, [47, 50]",1.0,
"10, [41, 45]",5.0,
"4, [36, 38]",2.0,
"2, [1, 2]",1.0,
"4, [11, 15]",1.0,
"16, [17, 21]",4.0,
"33, [16, 18]",3.0,
"4, [3, 7]",2.0,
"12, [7, 10]",15.0,
"13, [23, 26]",6.0,
"3, [24, 30]",7.0,
"6, [41, 42]",3.0,
"3, [13, 15]",1.0,
"6, [38, 40]",3.0,
"1, [9, 15]",3.0,
"3, [45, 48]",1.0,
"6, [40, 40]",15.0,
"7, [38, 44]",1.0,
"1, [43, 43]",2.0,
"1, [49, 49]",1.0,
"13, [42, 47]",3.0,
"17, [25, 30]",5.0,
"5, [2, 3]",5.0,
"7, [32, 38]",1.0,
"70, [20, 24]",1.0,
"2, [24, 25]",2.0,
"7, [42, 45]",1.0,
"5, [10, 14]",1.0,
"30, [29, 32]",2.0,
"3, [15, 17]",2.0,
"2, [2, 2]",5.0,
"7, [16, 19]",4.0,
"2, [11, 14]",1.0,
"10, [9, 12]",3.0,
"3, [38, 41]",1.0,
"1, [6, 6]",1.0,
"17, [36, 38]",2.0,
"2, [41, 42]",2.0,
"4, [11, 15]",1.0,
"1, [16, 17]",1.0,
"6, [20, 21]",6.0,
"1, [48, 49]",1.0,
"3, [43, 47]",1.0,
"16, [34, 37]",4.0,
"8, [30, 33]",2.0,
"32, [4, 9]",8.0,
"14, [30, 35]",3.0,
"9, [29, 34]",4.0,
"5, [38, 41]",3.0,
"66, [7, 10]",7.0,
"9, [8, 13]",2.0,
"2, [28, 32]",1.0,
"4, [29, 32]",2.0,
"19, [4, 6]",7.0,
"3, [6, 10]",1.0,
"3, [16, 19]",1.0,
"29, [14, 17]",9.0,
"7, [45, 48]",2.0,
"6, [36, 40]",2.0,
"6, [48, 50]",2.0,
"17, [7, 11]",7.0,
"68, [36, 36]",2.0,
"6, [47, 50]",2.0,
"7, [22, 33]",1.0,
"34, [17, 28]",4.0,
"54, [20, 31]",6.0,
